Trait	Var(add)	Var(dom)	h2
Zm00001d014641	0.501461	0.048148	0.549638194417857
Zm00001d014642	0.66696	2e-06	0.666945730326012
Zm00001d014648	0.750891	0.052306	0.803195748449956
Zm00001d014649	0.819837	0.040027	0.859863347948478
Zm00001d014650	0.600067	2e-06	0.600070351169588
Zm00001d014652	0.768197	0.009493	0.777695534172218
Zm00001d014654	0.780641	3e-06	0.780643513789581
Zm00001d014655	0.389926	0.018062	0.407915696605808
Zm00001d014656	0.397558	2e-06	0.397604790419162
Zm00001d014657	0.581011	1e-06	0.581011579380474
Zm00001d014658	0.804742	0.015905	0.820643236835061
Zm00001d014659	0.729309	3e-06	0.729310782670527
Zm00001d014663	0.497022	0.079891	0.576916476673776
Zm00001d014664	0.788209	0.018867	0.807082511031776
Zm00001d014665	0.829634	1e-06	0.829646017699115
Zm00001d014666	0.445746	0.005982	0.451734745994227
Zm00001d014667	0.828682	1e-06	0.828681739023855
Zm00001d014668	0.74296	2e-06	0.742956231852887
Zm00001d014669	0.741198	1e-06	0.741207488752358
Zm00001d014671	0.487867	4e-06	0.487826171306625
Zm00001d014673	0.420893	0.008248	0.429127570373328
Zm00001d014674	0.893034	1e-06	0.893030836092715
Zm00001d014679	0.687822	3e-06	0.687818925882888
Zm00001d014680	0.39113	0.051296	0.442426985530434
Zm00001d014682	0.502911	2e-06	0.502913163085228
Zm00001d014683	0.843995	1e-06	0.843995521944755
Zm00001d014685	0.684295	3e-06	0.68431619741327
Zm00001d014687	0.878604	1e-06	0.878605546187299
Zm00001d014688	0.832262	1e-06	0.832259959951447
Zm00001d014689	0.73305	3e-06	0.733050242649158
Zm00001d014690	0.628206	0.07682	0.70506804317222
Zm00001d014692	0.819207	0.025047	0.844262514380501
Zm00001d014695	0.736592	1e-06	0.736593283780667
Zm00001d014696	0.856039	1e-06	0.856042516422154
Zm00001d014698	0.570457	0.094259	0.664697620621282
Zm00001d014701	0.444661	0.185901	0.630566215723689
Zm00001d014702	0.754982	0.011965	0.766941412341279
Zm00001d014703	0.270936	2e-06	0.270934813406043
Zm00001d014704	0.637745	2e-06	0.637745158504996
Zm00001d014705	0.542134	2e-06	0.542140845070423
Zm00001d014715	0.505213	0.003291	0.508529650690495
Zm00001d014716	0.743481	4e-06	0.743477657507633
Zm00001d014717	0.715635	1e-06	0.715636000630484
Zm00001d014719	0.778058	0.006438	0.784496032216037
Zm00001d014721	0.260941	4e-06	0.260946501586284
Zm00001d014723	0.663426	2e-06	0.663424485816426
Zm00001d014726	0.824168	0.025155	0.849308961212662
Zm00001d014727	0.309324	1e-06	0.309318826868496
Zm00001d014728	0.799355	0.015653	0.815009597038465
Zm00001d014729	0.464708	2e-06	0.464704460292518
Zm00001d014732	0.592998	2e-06	0.593038102278073
Zm00001d014733	0.726038	2e-06	0.726040973702431
Zm00001d014735	0.790479	1e-06	0.790466160134407
Zm00001d014736	0.410864	1e-06	0.410866141732284
Zm00001d014737	0.750207	2e-06	0.750203130509436
Zm00001d014742	0.845445	1e-06	0.845436477602813
Zm00001d014743	0.360139	0.018178	0.378317246797796
Zm00001d014744	0.743356	2e-06	0.743354266674825
Zm00001d014745	0.067764	2e-06	0.0677647450295317
Zm00001d014748	0.610294	2e-06	0.61029408146898
Zm00001d014749	0.803024	0.011747	0.814770850536746
Zm00001d014751	0.854976	0.005947	0.860920864205218
Zm00001d014752	0.579262	2e-06	0.579255401072514
Zm00001d014753	0.890523	1e-06	0.890521185772137
Zm00001d014755	0.671443	1e-06	0.671441748002856
Zm00001d014756	0.315241	3e-06	0.315230224321133
Zm00001d014757	0.615273	3e-06	0.615269937186929
Zm00001d014758	0.695898	2e-06	0.695903260241849
Zm00001d014759	0.492377	2e-06	0.492391940473205
Zm00001d014760	0.712085	0.013798	0.72586534248576
Zm00001d014761	0.387876	0.051166	0.438954323470267
Zm00001d014762	0.197493	3e-06	0.197494588585589
Zm00001d014763	0.387253	1e-06	0.387250650477016
Zm00001d014764	0.809593	2e-06	0.809597456095975
Zm00001d014765	0.62591	2e-06	0.625915043568695
Zm00001d014766	0.834198	1e-06	0.834191044257884
Zm00001d014770	0.481258	4e-06	0.481269399550465
Zm00001d014771	0.565545	0.037535	0.603039247840822
Zm00001d014772	0.792748	0.005323	0.798049044844872
Zm00001d014773	0.662221	2e-06	0.662230015143062
Zm00001d014774	0.5154	2e-06	0.515406815730403
Zm00001d014775	0.684533	2e-06	0.684530019918429
Zm00001d014778	0.760375	3e-06	0.76037723605373
Zm00001d014779	0.510332	1e-06	0.510342643361903
Zm00001d014780	0.520096	3e-06	0.520089748015188
Zm00001d014781	0.604961	0.011172	0.616135046096484
Zm00001d014782	0.374336	0.173124	0.547459989426635
Zm00001d014783	0.692363	0.038244	0.730632356966876
Zm00001d014785	0.399288	4e-06	0.399347116430903
Zm00001d014786	0.641918	1e-06	0.641902374985082
Zm00001d014787	0.228502	2e-06	0.228490351872872
Zm00001d014788	0.677183	1e-06	0.677178027480552
Zm00001d014789	0.561683	0.006389	0.568098991439952
Zm00001d014790	0.616739	5e-06	0.616747088755466
Zm00001d014791	0.305709	0.037061	0.342769766560318
Zm00001d014792	0.801711	2e-06	0.801705897910606
Zm00001d014793	0.687042	2e-06	0.687034106724115
Zm00001d014794	0.788867	1e-06	0.788865084721197
Zm00001d014795	0.690526	0.010849	0.70137148585228
Zm00001d014796	0.850436	0.008413	0.858851506325017
Zm00001d014797	0.248034	0.015357	0.263292061179898
Zm00001d014804	0.479318	3e-06	0.479314085652999
Zm00001d014806	0.167289	0.025079	0.192367391182652
Zm00001d014808	0.528336	2e-06	0.528341061665167
Zm00001d014809	0.843991	1e-06	0.843982030323829
Zm00001d014811	0.553427	4e-06	0.553421774587545
Zm00001d014812	0.373326	2e-06	0.373355629877369
Zm00001d014813	0.367165	0.030721	0.397884784873007
Zm00001d014814	0.473666	5e-06	0.473664061253789
Zm00001d014816	0.46822	6e-06	0.46823408191462
Zm00001d014817	0.535544	3e-06	0.535550465169943
Zm00001d014818	0.750682	0.015468	0.766149469873287
Zm00001d014820	0.730881	0.061112	0.791994754929736
Zm00001d014826	0.44181	0.092655	0.534465924624097
Zm00001d014832	0.514675	1e-06	0.5146760235477
Zm00001d014834	0.354897	1e-06	0.354898501915607
Zm00001d014835	0.069673	1e-06	0.0696739785236143
Zm00001d014842	0.56527	1e-06	0.565271286981264
Zm00001d014843	0.283495	1e-06	0.28349337253911
Zm00001d014844	0.735892	0.024093	0.759980901311198
Zm00001d014845	0.10524	0.107497	0.212735472198929
Zm00001d014848	0.642537	3e-06	0.642542410222516
Zm00001d014849	0.29042	2e-06	0.290417790443234
Zm00001d014850	0.668624	1e-06	0.668624824223463
Zm00001d014852	0.383638	0.016759	0.400401544401544
Zm00001d014853	0.58819	0.086897	0.675057966213978
Zm00001d014861	0.343623	2e-06	0.343588566180691
Zm00001d014862	0.697617	4e-06	0.697613931923555
Zm00001d014863	0.55589	0.088565	0.644445911160979
Zm00001d014864	0.466324	0.072675	0.53888541014402
Zm00001d014865	0.799085	0.018337	0.817411996171435
Zm00001d014866	0.55636	0.04023	0.596591975792647
Zm00001d014868	0.747925	0.018061	0.765986146493321
Zm00001d014876	0.686871	0.031738	0.718626314316555
Zm00001d014879	0.705247	0.015503	0.720750370248478
Zm00001d014880	0.812219	1e-06	0.812223799139234
Zm00001d014882	0.900641	1e-06	0.900639710799999
Zm00001d014883	0.516366	4e-06	0.516359609382865
Zm00001d014885	0.852435	0.001794	0.854228072685649
Zm00001d014887	0.647698	0.053945	0.701641999852735
Zm00001d014888	0.709868	0.053345	0.763210618582519
Zm00001d014889	0.706456	0.008007	0.714462071232174
Zm00001d014890	0.468164	0.007157	0.475298949148448
Zm00001d014894	0.487178	2e-06	0.48715092097445
Zm00001d014895	0.574597	0.04267	0.617225461613217
Zm00001d014896	0.585335	2e-06	0.585348849680914
Zm00001d014897	0.724478	2e-06	0.724462272632962
Zm00001d014898	0.693889	3e-06	0.693895166352793
Zm00001d014899	0.587997	2e-06	0.587973586849623
Zm00001d014900	0.636169	8e-06	0.636190021484841
Zm00001d014901	0.411255	4e-06	0.411238424109245
Zm00001d014903	0.912427	1e-06	0.912427283551625
Zm00001d014906	0.851359	1e-06	0.851360403998763
Zm00001d014910	0.032806	0.010214	0.0430201628509517
Zm00001d014911	0.870364	0.022806	0.893167019437398
Zm00001d014912	0.68079	1e-06	0.680808080808081
Zm00001d014914	0.560808	0.098675	0.659484038259934
Zm00001d014915	0.843439	1e-06	0.843439789612249
Zm00001d014918	0.711689	2e-06	0.711684291081119
Zm00001d014919	0.846742	1e-06	0.846738566310966
Zm00001d014924	0.794387	1e-06	0.794399223988866
Zm00001d014925	0.469779	2e-06	0.469803724207348
Zm00001d014926	0.371975	0.09548	0.467421083978559
Zm00001d014937	0.49224	0.059059	0.55134567665585
Zm00001d014938	0.437149	0.02768	0.464827757330135
Zm00001d014945	0.476625	0.121392	0.598014831191562
Zm00001d014946	0.661072	0.009206	0.670251757495644
Zm00001d014947	0.638185	0.153028	0.791213927380693
Zm00001d014948	0.571979	1e-06	0.571963018705655
Zm00001d014949	0.842234	2e-06	0.842238228536234
Zm00001d014950	0.45792	0.040149	0.498068350668648
Zm00001d014951	0.543628	3e-06	0.543639348626703
Zm00001d014952	0.653998	0.045702	0.699703557312253
Zm00001d014953	0.801399	2e-06	0.801386045046464
Zm00001d014954	0.847582	1e-06	0.847578640745959
Zm00001d014957	0.835827	1e-06	0.835824876440457
Zm00001d014958	0.786178	3e-06	0.786183979594225
Zm00001d014960	0.38904	2e-06	0.389036359428813
Zm00001d014961	0.307849	5e-06	0.307814724851328
Zm00001d014962	0.575061	1e-06	0.575072797864596
Zm00001d014966	0.523506	2e-06	0.523504656160458
Zm00001d014967	0.7731	0.033369	0.806476965861916
Zm00001d014968	0.501673	2e-06	0.501659334722544
Zm00001d014969	0.800461	2e-06	0.80048371117198
Zm00001d014970	0.359703	1e-06	0.359704358427309
Zm00001d014971	0.47547	0.14582	0.621288694886068
Zm00001d014972	0.766324	1e-06	0.766327377182262
Zm00001d014973	0.632356	1e-06	0.632340107218551
Zm00001d014974	0.382689	1e-06	0.382665314618135
Zm00001d014976	0.314886	3e-06	0.314887939202908
Zm00001d014983	0.631806	3e-06	0.631806745980982
Zm00001d014984	0.661979	2e-06	0.661979474247043
Zm00001d014986	0.627905	1e-06	0.627914278985792
Zm00001d014988	0.62309	1e-06	0.623096416073368
Zm00001d014989	0.310582	5e-06	0.310593115944908
Zm00001d014990	0.551897	0.027506	0.579399415954587
Zm00001d014991	0.728639	0.026931	0.755574888960117
Zm00001d014992	0.614808	0.06124	0.676050125833485
Zm00001d014993	0.430437	0.035646	0.466111111111111
Zm00001d014994	0.762804	1e-06	0.762797747942832
Zm00001d014995	0.823798	1e-06	0.823810429746126
Zm00001d014996	0.623151	0.001473	0.624628260524105
Zm00001d015004	0.784466	2e-06	0.784468917482644
Zm00001d015006	0.617805	0.027473	0.645263157894737
Zm00001d015007	0.81153	0.000679	0.812207760827543
Zm00001d015008	0.72985	0.021492	0.751341913716423
Zm00001d015009	0.490453	0.006302	0.496777348090857
Zm00001d015012	0.549808	2e-06	0.549803149606299
Zm00001d015014	0.870178	1e-06	0.870181112235364
Zm00001d015020	0.586863	0.002502	0.589378644429118
Zm00001d015025	0.541915	2e-06	0.541914591471534
Zm00001d015026	0.597848	0.076533	0.674377781957244
Zm00001d015029	0.609742	2e-06	0.60972850678733
Zm00001d015030	0.609585	3e-06	0.609581789306511
Zm00001d015031	0.627724	1e-06	0.62772546592854
Zm00001d015032	0.639081	2e-06	0.639082371649666
Zm00001d015033	0.538566	1e-06	0.538566595147714
Zm00001d015036	0.729685	0.013654	0.743322449942961
Zm00001d015037	0.818719	1e-06	0.818715995647443
Zm00001d015050	0.834369	0.010533	0.844901508854178
Zm00001d015052	0.396986	2e-06	0.396982418531255
Zm00001d015053	0.447713	2e-06	0.447715211657746
Zm00001d015054	0.445127	0.010325	0.455451479213855
Zm00001d015058	0.438156	0.083986	0.522163786626597
Zm00001d015059	0.61834	1e-06	0.618340277358453
Zm00001d015060	0.850101	1e-06	0.850103401554589
Zm00001d015061	0.538875	1e-06	0.538864067568395
Zm00001d015064	0.24827	2e-06	0.248273514249587
Zm00001d015065	0.71216	2e-06	0.712163653340124
Zm00001d015067	0.171506	1e-06	0.171507914730956
Zm00001d015074	0.775868	0.021234	0.797101822623452
Zm00001d015082	0.562705	5e-06	0.562688192709334
Zm00001d015084	0.815635	3e-06	0.815635901632284
Zm00001d015085	0.674604	2e-06	0.674596859318924
Zm00001d015086	0.444941	0.029958	0.474899713467049
Zm00001d015088	0.830499	0.007408	0.837884370372921
Zm00001d015089	0.156986	1e-06	0.156987907795772
Zm00001d015090	0.695881	2e-06	0.695880609702823
Zm00001d015091	0.78809	0.015475	0.803564130343114
Zm00001d015092	0.584287	0.053681	0.637967566956718
Zm00001d015093	0.767253	0.019089	0.786341464747814
Zm00001d015094	0.358496	0.024883	0.383378828250715
Zm00001d015095	0.753282	2e-06	0.753279973595181
Zm00001d015097	0.680145	1e-06	0.680146101773025
Zm00001d015098	0.856055	0.066349	0.922404185723383
Zm00001d015100	0.386899	2e-06	0.386902041438147
Zm00001d015101	0.393655	0.177035	0.570687130438006
Zm00001d015102	0.25334	3e-06	0.253329316059054
Zm00001d015103	0.467307	0.00389	0.471189075163762
Zm00001d015114	0.518244	5e-06	0.518260869565217
Zm00001d015115	0.635451	0.056656	0.692156119742327
Zm00001d015116	0.520275	1e-06	0.520270689762215
Zm00001d015117	0.091185	1e-06	0.0911856713893559
Zm00001d015118	0.483492	3e-06	0.483485514598129
Zm00001d015120	0.492669	2e-06	0.492714404662781
Zm00001d015121	0.393771	3e-06	0.393781382773272
Zm00001d015123	0.475581	2e-06	0.475611919120255
Zm00001d015124	0.279101	2e-06	0.279102241945306
Zm00001d015125	0.649833	0.00793	0.65776683866615
Zm00001d015126	0.581638	1e-06	0.581639285137333
Zm00001d015127	0.747302	1e-06	0.747302971251783
Zm00001d015129	0.504737	0.157944	0.662682186776316
Zm00001d015130	0.366663	0.015142	0.381769005006618
Zm00001d015131	0.799501	0.007586	0.807084180405703
Zm00001d015133	0.434216	1e-06	0.434217512483178
Zm00001d015134	0.611659	1e-06	0.611678728536966
Zm00001d015135	0.595976	1e-06	0.595998221431747
Zm00001d015138	0.701336	0.017126	0.718468267428367
Zm00001d015139	0.725292	0.0783	0.803591282118285
Zm00001d015140	0.538872	0.05355	0.59242468662629
Zm00001d015141	0.531403	1e-06	0.531396527689773
Zm00001d015148	0.783107	2e-06	0.783111240463173
Zm00001d015151	0.707435	2e-06	0.707406821239218
Zm00001d015152	0.556463	2e-06	0.55647290557814
Zm00001d015153	0.772318	2e-06	0.772316203293041
Zm00001d015156	0.76194	2e-06	0.76193809471727
Zm00001d015163	0.526285	1e-06	0.52629745733194
Zm00001d015164	0.634591	1e-06	0.634591131795404
Zm00001d015168	0.79597	2e-06	0.796000807917592
Zm00001d015174	0.634043	0.022532	0.656654042053023
Zm00001d015175	0.642841	1e-06	0.64284246297084
Zm00001d015180	0.47361	0.161727	0.635294117647059
Zm00001d015181	0.652636	0.024577	0.677195753268404
Zm00001d015182	0.764655	1e-06	0.764653818920666
Zm00001d015183	0.596532	0.006022	0.602551136919714
Zm00001d015184	0.58132	2e-06	0.581319947655228
Zm00001d015186	0.644086	4e-06	0.644078714290315
Zm00001d015188	0.436644	1e-06	0.436645619691609
Zm00001d015194	0.64901	0.014572	0.663556531284303
Zm00001d015195	0.545833	0.119894	0.665689594177996
Zm00001d015196	0.41594	0.00851	0.424449400613326
Zm00001d015198	0.372061	2e-06	0.372060866076113
Zm00001d015200	0.842694	1e-06	0.842697579068612
Zm00001d015202	0.678301	0.031616	0.709923923379976
Zm00001d015203	0.548649	4e-06	0.548653025172972
Zm00001d015204	0.512035	3e-06	0.512007733794647
Zm00001d015205	0.643987	3e-06	0.643989731199033
Zm00001d015206	0.15149	0.176451	0.32794033275961
Zm00001d015210	0.755283	0.00337	0.758660756552051
Zm00001d015211	0.529688	2e-06	0.529672991522002
Zm00001d015212	0.855962	1e-06	0.855963199032004
Zm00001d015213	0.672573	3e-06	0.672569164970093
Zm00001d015215	0.854306	0.003384	0.85768893417036
Zm00001d015216	0.550489	1e-06	0.550489962349269
Zm00001d015217	0.831378	1e-06	0.831378689697183
Zm00001d015219	0.77251	0.035518	0.808028838199896
Zm00001d015221	0.803961	0.004675	0.808636079928475
Zm00001d015224	0.85932	1e-06	0.859320932951677
Zm00001d015225	0.661726	1e-06	0.66172824575195
Zm00001d015226	0.73169	1e-06	0.731692738575039
Zm00001d015228	0.094865	3e-06	0.0948865486917816
Zm00001d015231	0.736653	0.037429	0.774076577960789
Zm00001d015233	0.490694	1e-06	0.490700636942675
Zm00001d015234	0.808096	1e-06	0.808096792932834
Zm00001d015239	0.812146	0.001652	0.813797796500324
Zm00001d015243	0.461287	0.025918	0.487214091912333
Zm00001d015246	0.818079	1e-06	0.818084175352057
Zm00001d015247	0.421386	2e-06	0.421415656599478
Zm00001d015249	0.356011	0.173968	0.529979103038097
Zm00001d015251	0.521754	2e-06	0.521807040730506
Zm00001d015256	0.718139	0.009052	0.72719034712471
Zm00001d015257	0.320874	1e-06	0.320875824269124
Zm00001d015260	0.602857	0.067726	0.670539275186405
Zm00001d015265	0.533597	3e-06	0.533586565373851
Zm00001d015268	0.508239	0.026862	0.535095585537847
Zm00001d015269	0.717873	0.048339	0.766227801592162
Zm00001d015270	0.291842	1e-06	0.291844085961733
Zm00001d015274	0.575215	2e-06	0.575244020165183
Zm00001d015275	0.78913	0.024051	0.813180655554777
Zm00001d015277	0.556349	1e-06	0.556347756593218
Zm00001d015278	0.791671	1e-06	0.791672506352563
Zm00001d015279	0.705081	4e-06	0.705118918266329
Zm00001d015283	0.793324	0.001956	0.795280226111655
Zm00001d015284	0.369646	0.077611	0.447255596966301
Zm00001d015289	0.693927	0.005837	0.699766607174378
Zm00001d015290	0.390578	4e-06	0.390555390555391
Zm00001d015291	0.487036	2e-06	0.487039886377086
Zm00001d015292	0.426345	0.027653	0.45399248613513
Zm00001d015293	0.818185	0.017393	0.835566665697759
Zm00001d015297	0.644051	2e-06	0.644035900405327
Zm00001d015298	0.267774	1e-06	0.267772010280704
Zm00001d015300	0.766415	2e-06	0.766433770014556
Zm00001d015301	0.742803	1e-06	0.74279815632802
Zm00001d015306	0.821045	1e-06	0.821043545501137
Zm00001d015307	0.65526	4e-06	0.655265839067898
Zm00001d015308	0.630946	0.061926	0.692867492096944
Zm00001d015309	0.7495	1e-06	0.749500963053756
Zm00001d015313	0.429043	1e-06	0.429049578132627
Zm00001d015314	0.550926	0.053872	0.60479099064707
Zm00001d015319	0.499606	0.062029	0.561651452666698
Zm00001d015325	0.621427	1e-06	0.621445176905194
Zm00001d015326	0.297343	2e-06	0.297333589104163
Zm00001d015327	0.568306	3e-06	0.568292292078414
Zm00001d015328	0.903318	1e-06	0.903316840065472
Zm00001d015329	0.824672	1e-06	0.824670409386236
Zm00001d015332	0.184309	0.026922	0.211231679745348
Zm00001d015334	0.292678	0.0825	0.375175096302967
Zm00001d015335	0.459077	1e-06	0.459079828629013
Zm00001d015338	0.156407	3e-06	0.156407829146444
Zm00001d015339	0.08555	1e-06	0.0855516376458614
Zm00001d015342	0.264001	2e-06	0.264001237037681
Zm00001d015344	0.722479	0.029447	0.751914644250005
Zm00001d015345	0.193464	0.032277	0.225739667379614
Zm00001d015346	0.274699	0.155576	0.43027135121222
Zm00001d015347	0.571249	2e-06	0.571252105674658
Zm00001d015348	0.726521	1e-06	0.726512226512226
Zm00001d015354	0.495015	2e-06	0.495012753552775
Zm00001d015355	0.638504	0.051157	0.689661113948666
Zm00001d015356	0.671541	0.063548	0.735089137556908
Zm00001d015361	0.578305	1e-06	0.578304785236651
Zm00001d015362	0.843468	1e-06	0.843466316818258
Zm00001d015363	0.66983	1e-06	0.669830098052105
Zm00001d015364	0.525938	3e-06	0.525949422856639
Zm00001d015366	0.465036	2e-06	0.465048827865145
Zm00001d015367	0.761026	1e-06	0.761027851242368
Zm00001d015372	0.734197	1e-06	0.73419831705871
Zm00001d015374	0.716897	2e-06	0.716879840413049
Zm00001d015375	0.674017	3e-06	0.674014395550466
Zm00001d015376	0.699787	0.006974	0.706791052262012
Zm00001d015377	0.644682	3e-06	0.644683343670319
Zm00001d015378	0.757173	0.006406	0.763584129971767
Zm00001d015379	0.437512	2e-06	0.437503192521837
Zm00001d015382	0.312239	0.100434	0.412672547708269
Zm00001d015383	0.875865	0.009144	0.885026642984014
Zm00001d015385	0.668232	0.000118	0.668333813401765
Zm00001d015387	0.55974	0.034262	0.594004871466277
Zm00001d015389	0.243563	2e-06	0.243559178651081
Zm00001d015393	0.848145	0.003574	0.851718862200859
Zm00001d015394	0.379684	2e-06	0.379687941376847
Zm00001d015395	0.637388	1e-06	0.637381908694914
Zm00001d015397	0.576792	3e-06	0.576795934118744
Zm00001d015399	0.710519	3e-06	0.710511586253218
Zm00001d015400	0.831351	2e-06	0.831346547919294
Zm00001d015401	0.758124	0.002944	0.761083299508411
Zm00001d015404	0.725989	0.022543	0.748536209553159
Zm00001d015405	0.596471	1e-06	0.596471181874669
Zm00001d015406	0.778302	1e-06	0.778303553595846
Zm00001d015407	0.645029	2e-06	0.645013833754361
Zm00001d015410	0.555936	2e-06	0.555927253418293
Zm00001d015412	0.518419	1e-06	0.51841765598627
Zm00001d015415	0.804235	1e-06	0.804238322987687
Zm00001d015419	0.601213	1e-06	0.601214126538564
Zm00001d015420	0.806511	2e-06	0.806507466993723
Zm00001d015421	0.620221	4e-06	0.6202246177439
Zm00001d015423	0.860959	1e-06	0.860959252108526
Zm00001d015424	0.1729	1e-06	0.172901018219023
Zm00001d015426	0.783491	0.017618	0.801095062777306
Zm00001d015427	0.811683	2e-06	0.811678876309257
Zm00001d015429	0.429809	2e-06	0.429840142095915
Zm00001d015430	0.840577	1e-06	0.840579144551982
Zm00001d015431	0.541255	0.079808	0.621087575086943
Zm00001d015432	0.778943	1e-06	0.778944176266389
Zm00001d015433	0.774151	2e-06	0.774152518940441
Zm00001d015434	0.54377	3e-06	0.543771117166213
Zm00001d015435	0.681411	0.093547	0.774917209699818
Zm00001d015437	0.688793	1e-06	0.688794075917919
Zm00001d015442	0.498118	1e-06	0.498115835176538
Zm00001d015444	0.820353	0.008817	0.829168975271581
Zm00001d015446	0.74594	0.034434	0.780384723751953
Zm00001d015448	0.054388	1e-06	0.0543897185422115
Zm00001d015449	0.497005	1e-06	0.496983198737585
Zm00001d015450	0.744731	1e-06	0.744751675469353
Zm00001d015451	0.31628	1e-06	0.316281261737547
Zm00001d015457	0.394453	1e-06	0.394452979962871
Zm00001d015459	0.53921	0.09353	0.632751689333675
Zm00001d015460	0.720579	1e-06	0.720574619118431
Zm00001d015462	0.427715	0.009705	0.43741896703398
Zm00001d015463	0.538535	0.013345	0.551888560363137
Zm00001d015468	0.652022	3e-06	0.652019019436025
Zm00001d015469	0.848492	1e-06	0.848491386403279
Zm00001d015470	0.666097	0.012754	0.678853124335237
Zm00001d015473	0.808462	0.016987	0.825442741686172
Zm00001d015474	0.753051	1e-06	0.753051159366949
Zm00001d015475	0.454811	0.106506	0.561315551515668
Zm00001d015476	0.387179	1e-06	0.387175493513675
Zm00001d015477	0.722457	0.013401	0.735861136065591
Zm00001d015481	0.809915	1e-06	0.809915872205198
Zm00001d015482	0.81789	1e-06	0.817890778574936
Zm00001d015484	0.5993	0.04788	0.647175536881419
Zm00001d015485	0.461668	2e-06	0.461667818475006
Zm00001d015490	0.711872	0.010817	0.722689783731606
Zm00001d015491	0.631577	0.044773	0.676350332862747
Zm00001d015493	0.762883	0.050787	0.813683682428195
Zm00001d015495	0.760795	0.010488	0.771297157116994
Zm00001d015497	0.774182	0.034798	0.80898014339222
Zm00001d015499	0.826109	1e-06	0.826116385855149
Zm00001d015504	0.853591	1e-06	0.853592158185015
Zm00001d015505	0.715618	2e-06	0.715619611543091
Zm00001d015508	0.319847	2e-06	0.319848906613849
Zm00001d015509	0.469097	0.020519	0.48963618698046
Zm00001d015513	0.711021	2e-06	0.711025651036583
Zm00001d015515	0.608095	0.037211	0.645307087316573
Zm00001d015517	0.377503	0.113674	0.491176206610272
Zm00001d015518	0.340171	1e-06	0.340172577262323
Zm00001d015519	0.768469	1e-06	0.768464465162209
Zm00001d015520	0.601367	3e-06	0.601370043472533
Zm00001d015521	0.839999	1e-06	0.840015696050597
Zm00001d015525	0.418	2e-06	0.418002647094212
Zm00001d015526	0.679628	0.035111	0.714743128507699
Zm00001d015527	0.594363	3e-06	0.59436195871042
Zm00001d015533	0.619908	1e-06	0.619908830729599
Zm00001d015536	0.5856	0.046992	0.632592213867248
Zm00001d015537	0.627117	0.143288	0.77040563848908
Zm00001d015538	0.737375	0.030482	0.767857011915674
Zm00001d015546	0.402337	1e-06	0.402332139318649
Zm00001d015549	0.837786	1e-06	0.837783090315163
Zm00001d015550	0.661393	2e-06	0.66139052480975
Zm00001d015553	0.631532	1e-06	0.631535549642067
Zm00001d015555	0.716776	0.050433	0.76720960811912
Zm00001d015556	0.104328	3e-06	0.104322950431678
Zm00001d015557	0.576898	1e-06	0.576891700988878
Zm00001d015559	0.213523	1e-06	0.21352300855174
Zm00001d015560	0.216896	3e-06	0.216902188645444
Zm00001d015566	0.299765	0.029053	0.328846306120833
Zm00001d015568	0.322113	2e-06	0.322119313538545
Zm00001d015569	0.712786	2e-06	0.712793844072383
Zm00001d015570	0.582619	3e-06	0.582592762253779
Zm00001d015571	0.548845	0.040632	0.589503816793893
Zm00001d015578	0.609657	1e-06	0.609658972899231
Zm00001d015579	0.785147	1e-06	0.785146918775704
Zm00001d015581	0.584404	2e-06	0.584408920465759
Zm00001d015585	0.452378	0.017483	0.469858156028369
Zm00001d015586	0.487102	0.011475	0.498583928646912
Zm00001d015589	0.674724	0.034332	0.70906202440392
Zm00001d015592	0.445729	1e-06	0.44572913098093
Zm00001d015599	0.55038	2e-06	0.550365463682047
Zm00001d015600	0.384111	0.000239	0.384348365101503
Zm00001d015603	0.418349	0.05445	0.472798209007129
Zm00001d015605	0.878202	1e-06	0.878203397183622
Zm00001d015609	0.28696	1e-06	0.286960288123224
Zm00001d015612	0.798741	1e-06	0.79873454278138
Zm00001d015613	0.647855	2e-06	0.647848341232228
Zm00001d015614	0.544	0.081033	0.625033014196104
Zm00001d015616	0.55732	2e-06	0.557322786681119
Zm00001d015618	0.448786	7e-06	0.448774289193625
Zm00001d015623	0.649288	0.040953	0.690239560928577
Zm00001d015626	0.034538	1e-06	0.0345395772424174
Zm00001d015627	0.341971	1e-06	0.34197198009986
Zm00001d015628	0.64325	3e-06	0.643244620817709
Zm00001d015635	0.471903	0.01504	0.486966662093566
Zm00001d015636	0.613837	0.033415	0.647252478100507
Zm00001d015637	0.497623	2e-06	0.49762517579006
Zm00001d015638	0.348445	3e-06	0.348441988950276
Zm00001d015639	0.183137	0.003634	0.186790563098153
Zm00001d015649	0.80508	2e-06	0.805092773165431
Zm00001d015650	0.086211	1e-06	0.0862121789312433
Zm00001d015651	0.352067	4e-06	0.352063138028652
Zm00001d015654	0.106341	0.106114	0.212455787538969
Zm00001d015656	0.560915	0.019172	0.580107461228477
Zm00001d015657	0.775034	0.006009	0.781044914062925
Zm00001d015658	0.549741	0.094904	0.644650592249013
Zm00001d015661	0.52421	1e-06	0.524211690670334
Zm00001d015662	0.410334	1e-06	0.410329171396141
Zm00001d015664	0.278057	0.239206	0.517262695479475
Zm00001d015665	0.114746	1e-06	0.114744405072337
Zm00001d015670	0.774896	2e-06	0.774898204819586
Zm00001d015671	0.769558	0.099373	0.868930882882447
