Trait	Var(add)	Var(dom)	h2
Zm00001d043036	0.487616	0.035606	0.523220354241217
Zm00001d043037	0.574575	1e-06	0.574577076881484
Zm00001d043038	0.533684	0.094315	0.627994813687356
Zm00001d043039	0.643103	0.05674	0.699849494732316
Zm00001d043044	0.062838	2e-06	0.0628363841096001
Zm00001d043045	0.628282	4e-06	0.628285978224304
Zm00001d043046	0.258629	0.076192	0.334820539784474
Zm00001d043047	0.543329	0.058319	0.601643942218836
Zm00001d043048	0.778983	0.036109	0.815091868429634
Zm00001d043049	0.687707	0.012295	0.700003590621297
Zm00001d043050	0.454018	3e-06	0.454019178556499
Zm00001d043052	0.861618	0.024812	0.886455219030287
Zm00001d043056	0.395429	3e-06	0.395458276333789
Zm00001d043058	0.584205	0.052093	0.636308466880942
Zm00001d043059	0.711337	2e-06	0.711345362212903
Zm00001d043060	0.426057	2e-06	0.426059317458541
Zm00001d043062	0.432621	0.113176	0.54579822891666
Zm00001d043063	0.442661	0.049943	0.492603873071173
Zm00001d043067	0.645346	0.003908	0.649245591710598
Zm00001d043068	0.421961	0.030583	0.452545255502991
Zm00001d043069	0.508804	2e-06	0.508802816901408
Zm00001d043070	0.77772	2e-06	0.777709169496758
Zm00001d043071	0.883571	1e-06	0.883570840994871
Zm00001d043074	0.407521	1e-06	0.407508404930893
Zm00001d043075	0.910535	0.008962	0.919500164758217
Zm00001d043076	0.816544	0.019891	0.836420855894236
Zm00001d043080	0.651983	1e-06	0.65197640858326
Zm00001d043081	0.333024	2e-06	0.333027649135678
Zm00001d043082	0.430334	0.052933	0.483258678611422
Zm00001d043083	0.776986	0.011142	0.78812012609922
Zm00001d043087	0.731779	0.02806	0.759836320418827
Zm00001d043088	0.782714	1e-06	0.782711431438737
Zm00001d043089	0.623324	1e-06	0.623323071842233
Zm00001d043091	0.455576	0.035064	0.490649296070603
Zm00001d043093	0.623103	0.000907	0.623920458668989
Zm00001d043094	0.727476	3e-06	0.727475307154902
Zm00001d043095	0.873984	1e-06	0.873985100125046
Zm00001d043096	0.83392	0.006437	0.840356183775559
Zm00001d043097	0.616634	0.003703	0.620328694107196
Zm00001d043098	0.563939	2e-06	0.5639363020883
Zm00001d043101	0.26155	0.016765	0.278310170086799
Zm00001d043102	0.747502	1e-06	0.747502128620828
Zm00001d043103	0.611816	1e-06	0.6118163616882
Zm00001d043104	0.762677	0.00056	0.763234638213195
Zm00001d043107	0.452691	0.008938	0.461626095041052
Zm00001d043108	0.357463	0.045683	0.403205699020481
Zm00001d043110	0.621751	0.027275	0.649015593006773
Zm00001d043112	0.488997	0.007299	0.496314714501376
Zm00001d043113	0.835335	0.004106	0.839430704619692
Zm00001d043115	0.678639	0.087704	0.766342579596975
Zm00001d043117	0.696673	2e-06	0.696693367332797
Zm00001d043118	0.518738	0.047575	0.566334448391213
Zm00001d043119	0.557233	0.022072	0.579290621839361
Zm00001d043121	0.455517	2e-06	0.455518354994975
Zm00001d043128	0.501521	1e-06	0.501522305931241
Zm00001d043129	0.646652	0.013821	0.660536564257897
Zm00001d043131	0.354404	0.025283	0.379695165337228
Zm00001d043134	0.799292	1e-06	0.799297681110097
Zm00001d043135	0.73216	0.091261	0.823428147677313
Zm00001d043136	0.645861	2e-06	0.645866063012368
Zm00001d043137	0.622429	2e-06	0.622435144174274
Zm00001d043141	0.808051	0.059465	0.867517000932031
Zm00001d043142	0.745897	1e-06	0.745897845974849
Zm00001d043144	0.877138	0.06398	0.94111910107914
Zm00001d043145	0.600604	3e-06	0.600605720695457
Zm00001d043147	0.678345	0.02047	0.6988127755091
Zm00001d043149	0.820925	1e-06	0.820930623215186
Zm00001d043151	0.744161	0.083643	0.827803635486304
Zm00001d043152	0.867183	1e-06	0.867184838428829
Zm00001d043153	0.570122	1e-06	0.570135999329777
Zm00001d043155	0.436524	2e-06	0.436535184133178
Zm00001d043156	0.693406	0.101377	0.794786050638095
Zm00001d043157	0.544569	0.031175	0.575720062721796
Zm00001d043158	0.820537	1e-06	0.820528580208974
Zm00001d043160	0.879455	1e-06	0.879455418445706
Zm00001d043164	0.501859	0.0052	0.507058873108854
Zm00001d043165	0.656758	0.013658	0.670405162767702
Zm00001d043166	0.71377	2e-06	0.713774945270436
Zm00001d043167	0.541893	4e-06	0.541892810404472
Zm00001d043168	0.703749	3e-06	0.703742407419502
Zm00001d043171	0.658747	1e-06	0.658751169728623
Zm00001d043174	0.864467	1e-06	0.864470031030541
Zm00001d043175	0.835825	1e-06	0.835823478199742
Zm00001d043179	0.585607	2e-06	0.585609783516413
Zm00001d043181	0.443945	2e-06	0.443946837783942
Zm00001d043182	0.717433	1e-06	0.717452564343415
Zm00001d043183	0.636051	0.019373	0.655420923418072
Zm00001d043185	0.377415	0.058015	0.435431620402719
Zm00001d043187	0.45052	2e-06	0.450517512381743
Zm00001d043188	0.795327	1e-06	0.795331731476487
Zm00001d043190	0.627483	1e-06	0.627484270124009
Zm00001d043191	0.789024	1e-06	0.789024309935211
Zm00001d043193	0.603507	2e-06	0.603502443565278
Zm00001d043194	0.719439	0.037724	0.757163488748805
Zm00001d043195	0.701743	0.035547	0.737313304351569
Zm00001d043196	0.715091	2e-06	0.715091058845063
Zm00001d043197	0.738818	0.020605	0.75942139052236
Zm00001d043198	0.768076	1e-06	0.76807583837283
Zm00001d043199	0.431433	0.138205	0.569639635472082
Zm00001d043200	0.710073	0.006783	0.716853461280898
Zm00001d043201	0.812748	2e-06	0.812747259620647
Zm00001d043202	0.762017	1e-06	0.762016317593898
Zm00001d043205	0.620651	0.011466	0.632118781961878
Zm00001d043206	0.77189	0.00179	0.773681119608227
Zm00001d043207	0.690725	0.001531	0.69223236566952
Zm00001d043209	0.611497	0.029741	0.641238147586506
Zm00001d043211	0.725365	0.008337	0.733701063474089
Zm00001d043216	0.634086	1e-06	0.634086897743062
Zm00001d043217	0.880427	0.004977	0.885389458174268
Zm00001d043218	0.533971	1e-06	0.533963394705306
Zm00001d043220	0.699616	2e-06	0.699618464711823
Zm00001d043221	0.578662	2e-06	0.578662127604909
Zm00001d043222	0.605535	1e-06	0.605536522899001
Zm00001d043223	0.78247	0.012084	0.794554455445545
Zm00001d043224	0.646366	0.02728	0.673650062153231
Zm00001d043225	0.636278	0.02123	0.657511377409838
Zm00001d043226	0.562223	3e-06	0.562226339319106
Zm00001d043227	0.286295	1e-06	0.286294043426677
Zm00001d043228	0.713823	1e-06	0.713825105659884
Zm00001d043229	0.577853	2e-06	0.577866136514248
Zm00001d043230	0.709938	1e-06	0.709938236945536
Zm00001d043231	0.356851	1e-06	0.356850737338542
Zm00001d043232	0.53834	2e-06	0.538341755492822
Zm00001d043233	0.517397	0.013554	0.530961938745168
Zm00001d043234	0.355662	1e-06	0.355663919312199
Zm00001d043235	0.726983	0.060901	0.787884474400136
Zm00001d043238	0.613809	4e-06	0.613819515028314
Zm00001d043239	0.595562	0.07453	0.670055452865065
Zm00001d043240	0.863427	1e-06	0.863425236974305
Zm00001d043242	0.689545	2e-06	0.689549266149823
Zm00001d043243	0.645654	0.074313	0.719966562137251
Zm00001d043244	0.657842	0.005685	0.663523905048479
Zm00001d043248	0.581482	0.013277	0.594744667998699
Zm00001d043249	0.923981	0.003365	0.92733911695749
Zm00001d043252	0.832103	1e-06	0.832090347325804
Zm00001d043253	0.830854	0.00575	0.836601558741461
Zm00001d043256	0.857371	1e-06	0.857370462970946
Zm00001d043257	0.764825	1e-06	0.764829147215727
Zm00001d043258	0.498801	1e-06	0.498802509109345
Zm00001d043259	0.804273	1e-06	0.804280235785674
Zm00001d043261	0.660877	2e-06	0.660872460872461
Zm00001d043263	0.622587	0.014137	0.636724107301475
Zm00001d043264	0.457792	1e-06	0.457793668648562
Zm00001d043267	0.581249	1e-06	0.581252905307484
Zm00001d043268	0.736366	1e-06	0.736367340908
Zm00001d043269	0.731187	0.035641	0.76684406064866
Zm00001d043270	0.664899	0.056177	0.721076394079832
Zm00001d043271	0.571659	0.036327	0.607981312484981
Zm00001d043272	0.824272	0.036531	0.860808226965015
Zm00001d043273	0.517758	0.090713	0.60847016980059
Zm00001d043274	0.806822	1e-06	0.806830586180548
Zm00001d043275	0.863078	1e-06	0.863062639558115
Zm00001d043276	0.468236	0.07444	0.54267882576357
Zm00001d043278	0.716325	0.096495	0.812820238148255
Zm00001d043280	0.526706	0.057071	0.58376529800185
Zm00001d043283	0.141382	1e-06	0.141382886039508
Zm00001d043284	0.346221	0.099551	0.445771369699716
Zm00001d043286	0.820067	1e-06	0.820066635280484
Zm00001d043287	0.696814	0.101962	0.798771121351767
Zm00001d043288	0.423129	6e-06	0.423106745929181
Zm00001d043289	0.051395	1e-06	0.0513940725060943
Zm00001d043290	0.133228	0.267616	0.400844053980361
Zm00001d043291	0.850383	0.111683	0.962065093280237
Zm00001d043292	0.40844	2e-06	0.408450704225352
Zm00001d043293	0.609024	2e-06	0.60902532750145
Zm00001d043294	0.779232	2e-06	0.779219182293268
Zm00001d043296	0.818292	0.019031	0.837295419219164
Zm00001d043298	0.849037	0.009247	0.858283505568938
Zm00001d043299	0.639438	3e-06	0.639444042816166
Zm00001d043300	0.391468	2e-06	0.391470896614727
Zm00001d043301	0.712072	2e-06	0.71204865293651
Zm00001d043303	0.438653	2e-06	0.438689936536718
Zm00001d043307	0.071559	2e-06	0.0715444617784711
Zm00001d043309	0.824044	2e-06	0.824034334763948
Zm00001d043314	0.577819	3e-06	0.577827018780195
Zm00001d043317	0.369873	0.047534	0.417395779722079
Zm00001d043318	0.330973	2e-06	0.330977190418705
Zm00001d043320	0.564768	3e-06	0.564782112223491
Zm00001d043323	0.361416	0.006272	0.367688603914747
Zm00001d043324	0.221616	1e-06	0.221618242600495
Zm00001d043325	0.530678	3e-06	0.530692596790551
Zm00001d043327	0.826836	1e-06	0.826835789342784
Zm00001d043328	0.368586	1e-06	0.368597243889756
Zm00001d043329	0.608801	3e-06	0.608802528385813
Zm00001d043330	0.574378	0.000504	0.574919151994251
Zm00001d043333	0.548497	1e-06	0.54849895587869
Zm00001d043335	0.804987	3e-06	0.8050195960205
Zm00001d043336	0.785255	0.044628	0.829880533112354
Zm00001d043337	0.517456	0.014681	0.532134465064979
Zm00001d043338	0.78112	2e-06	0.781120330130168
Zm00001d043339	0.719595	0.073135	0.792742683088333
Zm00001d043341	0.701994	1e-06	0.701994551714141
Zm00001d043344	0.579452	1e-06	0.579453204061637
Zm00001d043346	0.209185	1e-06	0.209187030466577
Zm00001d043347	0.396727	0.161261	0.557969151670951
Zm00001d043348	0.8187	0.011619	0.830319207872921
Zm00001d043350	0.348771	0.035542	0.384314280324467
Zm00001d043352	0.243393	1e-06	0.243406576378343
Zm00001d043354	0.777599	0.076506	0.854104582133467
Zm00001d043356	0.592627	0.032109	0.624758545393466
Zm00001d043358	0.779861	1e-06	0.779863232940492
Zm00001d043359	0.194521	0.091774	0.286295612132894
Zm00001d043360	0.743231	0.252635	0.995866005274468
Zm00001d043361	0.651519	3e-06	0.651513850732601
Zm00001d043365	0.629281	0.045198	0.674470377019749
Zm00001d043366	0.744765	0.034114	0.778878655563774
Zm00001d043367	0.888903	0.028518	0.917421159909308
Zm00001d043368	0.682376	0.018417	0.700798370306017
Zm00001d043370	0.609838	1e-06	0.609854151084518
Zm00001d043371	0.303544	2e-06	0.30354812008532
Zm00001d043374	0.749703	0.013557	0.763260727071043
Zm00001d043376	0.644895	2e-06	0.644876241151599
Zm00001d043378	0.754103	1e-06	0.754104562306121
Zm00001d043379	0.436865	1e-06	0.43686565144006
Zm00001d043380	0.645555	2e-06	0.645558896327182
Zm00001d043382	0.631435	0.020435	0.651889889174169
Zm00001d043383	0.277484	0.166825	0.444308714935015
Zm00001d043384	0.836443	1e-06	0.836443855279719
Zm00001d043386	0.559677	0.008594	0.568269911980386
Zm00001d043387	0.798641	1e-06	0.798646045167505
Zm00001d043389	0.483563	3e-06	0.483575638506876
Zm00001d043390	0.517068	0.021894	0.538963520507772
Zm00001d043391	0.58242	1e-06	0.582418985916147
Zm00001d043392	0.39307	2e-06	0.393066476054325
Zm00001d043393	0.54637	0.003742	0.550112072866963
Zm00001d043395	0.707369	0.016851	0.724222940333811
Zm00001d043399	0.647481	2e-06	0.64748194251576
Zm00001d043400	0.919964	0.041375	0.961339829898221
Zm00001d043401	0.652851	0.030406	0.683249249632799
Zm00001d043402	0.339747	0.017803	0.357552716711138
Zm00001d043404	0.599765	1e-06	0.599762129352418
Zm00001d043405	0.809297	2e-06	0.809298740583462
Zm00001d043406	0.811759	0.027048	0.838805257540864
Zm00001d043407	0.822407	0.051057	0.873477920041808
Zm00001d043410	0.872818	1e-06	0.872803226735811
Zm00001d043411	0.515119	0.049611	0.564730286264619
Zm00001d043413	0.825496	0.042838	0.868333094969463
Zm00001d043414	0.595424	2e-06	0.595442391347727
Zm00001d043418	0.914951	0.000957	0.915907090179798
Zm00001d043419	0.845141	1e-06	0.845143225156106
Zm00001d043420	0.669288	0.035365	0.704652898731028
Zm00001d043421	0.246624	1e-06	0.24662449082649
Zm00001d043422	0.513662	7e-06	0.51364548333293
Zm00001d043423	0.656538	2e-06	0.656542369846457
Zm00001d043425	0.908888	0.044332	0.953223046206503
Zm00001d043426	0.116972	2e-06	0.116973810098626
Zm00001d043428	0.722855	4e-06	0.722849956830211
Zm00001d043429	0.648513	0.02973	0.678245981774979
Zm00001d043430	0.88479	0.023478	0.908269953181961
Zm00001d043431	0.657953	0.018868	0.676799629658205
Zm00001d043432	0.57316	0.007102	0.580277632268203
Zm00001d043434	0.726979	5e-06	0.727019270192702
Zm00001d043439	0.497595	2e-06	0.497582250877027
Zm00001d043441	0.535617	3e-06	0.535615751191372
Zm00001d043442	0.464632	0.054523	0.519154414004455
Zm00001d043443	0.661622	0.006077	0.667687639548864
Zm00001d043445	0.757339	2e-06	0.75733242159345
Zm00001d043446	0.547595	0.030985	0.578581594683246
Zm00001d043447	0.7588	0.045051	0.803851654882053
Zm00001d043449	0.855853	0.008548	0.864392444319143
Zm00001d043450	0.410425	0.032232	0.442647879311665
Zm00001d043451	0.380282	3e-06	0.380287282494453
Zm00001d043452	0.699344	0.0183	0.717580032555616
Zm00001d043454	0.60908	0.008976	0.618055972163897
Zm00001d043458	0.871463	0.004892	0.876352472289603
Zm00001d043459	0.395697	0.088176	0.483829787234043
Zm00001d043462	0.482149	0.036911	0.519011773788844
Zm00001d043465	0.449403	3e-06	0.449401117913229
Zm00001d043467	0.440535	1e-06	0.440536848962841
Zm00001d043468	0.772709	0.046162	0.818874347086097
Zm00001d043469	0.749429	1e-06	0.749432697266632
Zm00001d043470	0.1539	1e-06	0.153900262573833
Zm00001d043473	0.613959	2e-06	0.61395923409512
Zm00001d043474	0.506945	3e-06	0.506924985989913
Zm00001d043477	0.706465	4e-06	0.706466606866183
Zm00001d043478	0.203391	2e-06	0.20339225393648
Zm00001d043479	0.656194	4e-06	0.656198701020627
Zm00001d043480	0.808465	1e-06	0.808466844681798
Zm00001d043483	0.762971	0.040134	0.803124603073797
Zm00001d043484	0.899219	1e-06	0.899219370461349
Zm00001d043486	0.02569	2e-06	0.0256918885717851
Zm00001d043489	0.128112	2e-06	0.128117664319249
Zm00001d043490	0.886329	0.019392	0.905723864823498
Zm00001d043491	0.496757	2e-06	0.496759606759058
Zm00001d043492	0.773069	1e-06	0.773075531529998
Zm00001d043494	0.717706	2e-06	0.717707376798286
Zm00001d043497	0.727534	0.001383	0.728943338437979
Zm00001d043500	0.731724	0.057026	0.788751764322681
Zm00001d043502	0.695082	0.007422	0.702522497318972
Zm00001d043503	0.416405	1e-06	0.416403001345847
Zm00001d043504	0.73902	0.015601	0.754624683722238
Zm00001d043505	0.56146	1e-06	0.561457095624322
Zm00001d043506	0.568836	0.049711	0.618534185479792
Zm00001d043508	0.66148	0.004438	0.665926583777383
Zm00001d043509	0.350837	1e-06	0.350835791543756
Zm00001d043510	0.730828	0.048011	0.778840406455469
Zm00001d043511	0.720616	1e-06	0.720614917692079
Zm00001d043515	0.844418	0.011608	0.856027621398264
Zm00001d043516	0.803704	2e-06	0.803701983992697
Zm00001d043517	0.875116	0.000557	0.875670926902063
Zm00001d043519	0.914991	0.002898	0.917889971663556
Zm00001d043520	0.528906	3e-06	0.528910416133013
Zm00001d043523	0.781213	2e-06	0.781213781477189
Zm00001d043524	0.667026	1e-06	0.66704604578564
Zm00001d043525	0.551422	4e-06	0.551417878979549
Zm00001d043526	0.770972	1e-06	0.770978768475278
Zm00001d043527	0.774823	1e-06	0.774823438920355
Zm00001d043528	0.835448	2e-06	0.835450980079713
Zm00001d043529	0.582311	2e-06	0.582310639715682
Zm00001d043534	0.820841	0.004587	0.825423674719944
Zm00001d043535	0.41626	0.062184	0.478447654173449
Zm00001d043536	0.742386	2e-06	0.742387670735606
Zm00001d043538	0.815327	0.022458	0.837784438966988
Zm00001d043539	0.895891	0.028721	0.924607035175879
Zm00001d043540	0.882771	0.058615	0.941385967174298
Zm00001d043543	0.653732	3e-06	0.653762945914845
Zm00001d043544	0.836871	0.006394	0.843265311568148
Zm00001d043547	0.806439	0.041284	0.847724620770128
Zm00001d043548	0.512465	4e-06	0.512504402958788
Zm00001d043549	0.569883	1e-06	0.569885291178593
Zm00001d043550	0.406976	0.044012	0.450990699271782
Zm00001d043551	0.706834	0.018994	0.725834089305514
Zm00001d043552	0.496831	2e-06	0.496836097439927
Zm00001d043554	0.504116	1e-06	0.50411759131607
Zm00001d043555	0.502521	3e-06	0.502528292800385
Zm00001d043556	0.560589	3e-06	0.560587842351369
Zm00001d043558	0.405211	0.01526	0.420471226332944
Zm00001d043560	0.724242	0.084369	0.808596180538937
Zm00001d043562	0.359274	3e-06	0.359280378375989
Zm00001d043563	0.78393	0.028996	0.812918190739584
Zm00001d043565	0.576971	2e-06	0.576999368857632
Zm00001d043566	0.594397	0.050698	0.645099448837767
Zm00001d043568	0.552888	1e-06	0.552889206380889
Zm00001d043569	0.480592	3e-06	0.480595427963849
Zm00001d043570	0.079213	1e-06	0.0792149995180104
Zm00001d043571	0.847074	1e-06	0.847075079025808
Zm00001d043573	0.657581	3e-06	0.657580951327841
Zm00001d043574	0.275567	0.271578	0.547144755514952
Zm00001d043578	0.690918	1e-06	0.690925456727564
Zm00001d043579	0.754674	2e-06	0.754672586709608
Zm00001d043580	0.633483	1e-06	0.633483324237775
Zm00001d043581	0.863811	0.028138	0.891948191089714
Zm00001d043586	0.448692	2e-06	0.448694159095857
Zm00001d043587	0.537447	2e-06	0.537448969431445
Zm00001d043588	0.856831	0.01341	0.870239595542443
Zm00001d043589	0.648947	0.116227	0.765173875548106
Zm00001d043590	0.408599	0.040256	0.448854158077345
Zm00001d043591	0.657962	1e-06	0.657962438898894
Zm00001d043592	0.669053	3e-06	0.669051274178692
Zm00001d043595	0.886816	1e-06	0.886819502579266
Zm00001d043596	0.329102	1e-06	0.329104262991394
Zm00001d043598	0.611603	0.074087	0.685691190537136
Zm00001d043599	0.781401	2e-06	0.781402814588077
Zm00001d043600	0.863032	1e-06	0.863025940775808
Zm00001d043601	0.565771	0.007869	0.573671559351506
Zm00001d043606	0.897615	1e-06	0.897611194722854
Zm00001d043607	0.902067	1e-06	0.902067628100076
Zm00001d043609	0.843909	1e-06	0.843907181199544
Zm00001d043610	0.312568	1e-06	0.312569713489932
Zm00001d043611	0.556924	0.310534	0.867456804920615
Zm00001d043612	0.526164	0.006147	0.532311975206314
Zm00001d043613	0.517924	3e-06	0.5179182423915
Zm00001d043614	0.773154	1e-06	0.773153598773675
Zm00001d043615	0.802304	0.000387	0.802692185514612
Zm00001d043616	0.55104	0.055401	0.606441367109299
Zm00001d043617	0.558186	0.031785	0.589971872820846
Zm00001d043618	0.608152	1e-06	0.60815063363028
Zm00001d043619	0.569224	0.113876	0.683124580630731
Zm00001d043620	0.63179	0.041505	0.673281218681098
Zm00001d043621	0.764479	1e-06	0.764482024270071
Zm00001d043622	0.458367	1e-06	0.458369932981977
Zm00001d043625	0.875869	1e-06	0.87586848542145
Zm00001d043628	0.827692	1e-06	0.82769291072502
Zm00001d043632	0.856822	1e-06	0.856807883646504
Zm00001d043634	0.65148	3e-06	0.651492350137948
Zm00001d043640	0.209387	2e-06	0.209388563296119
Zm00001d043650	0.874552	1e-06	0.874552974304822
Zm00001d043651	0.61251	2e-06	0.612513404154931
Zm00001d043652	0.712103	2e-06	0.712103273116144
Zm00001d043653	0.902627	1e-06	0.902629048083181
Zm00001d043654	0.750116	1e-06	0.750117194321973
Zm00001d043655	0.874061	1e-06	0.874065893085099
Zm00001d043656	0.02743	2e-06	0.0274291207212781
Zm00001d043660	0.061027	1e-06	0.0610252587991718
Zm00001d043662	0.678568	3e-06	0.678575413799516
Zm00001d043663	0.327496	2e-06	0.327500139008161
Zm00001d043665	0.364441	4e-06	0.36443938587918
Zm00001d043666	0.569052	2e-06	0.569068496632355
Zm00001d043667	0.746961	0.028741	0.775713464853476
Zm00001d043669	0.752026	2e-06	0.752013668537955
Zm00001d043674	0.630557	5e-06	0.630563316223767
Zm00001d043675	0.479555	0.004932	0.484477585336146
Zm00001d043680	0.788572	1e-06	0.788573942086899
Zm00001d043681	0.775823	0.022711	0.798533950369139
Zm00001d043682	0.405719	2e-06	0.405705229793978
Zm00001d043684	0.806463	2e-06	0.806481814908174
Zm00001d043686	0.602648	1e-06	0.602645815537596
Zm00001d043687	0.218269	1e-06	0.218268070455124
Zm00001d043691	0.189545	0.042883	0.232426635468461
Zm00001d043692	0.556286	4e-06	0.556286946555676
Zm00001d043693	0.587523	4e-06	0.587553454872834
Zm00001d043694	0.433873	2e-06	0.43389199255121
Zm00001d043695	0.675912	1e-06	0.675935788192331
Zm00001d043696	0.783258	0.015667	0.798933658717738
Zm00001d043699	0.647396	0.020169	0.66756406681244
Zm00001d043700	0.813745	0.001289	0.815011703098346
Zm00001d043701	0.395111	2e-06	0.395112180887312
Zm00001d043702	0.657042	3e-06	0.657043844882236
Zm00001d043703	0.864587	1e-06	0.864594225046248
Zm00001d043706	0.386628	2e-06	0.386629304348318
Zm00001d043707	0.615928	2e-06	0.615919076325738
Zm00001d043708	0.279416	0.074313	0.353728194804319
Zm00001d043713	0.392744	0.057183	0.449926984402347
Zm00001d043721	0.613977	2e-06	0.613979083783977
Zm00001d043723	0.625289	0.047166	0.672461516049143
Zm00001d043724	0.669625	0.027677	0.69729195856398
Zm00001d043726	0.53537	0.025308	0.560581926303494
Zm00001d043727	0.572335	1e-06	0.572335829259181
Zm00001d043728	0.552678	3e-06	0.552671772031572
Zm00001d043729	0.586231	3e-06	0.586234635652784
Zm00001d043731	0.777472	0.030805	0.808276433875795
Zm00001d043733	0.81338	1e-06	0.81338165659321
Zm00001d043734	0.615131	0.037781	0.652912543411738
Zm00001d043735	0.745896	0.045977	0.791871469871388
Zm00001d043736	0.464112	2e-06	0.464107043595648
Zm00001d043737	0.702798	0.042391	0.745185380603527
Zm00001d043740	0.275554	2e-06	0.275555555555556
Zm00001d043741	0.239852	0.180271	0.420121095362598
Zm00001d043742	0.249807	0.073077	0.322888291794064
Zm00001d043743	0.557744	3e-06	0.557749964307809
Zm00001d043745	0.887625	1e-06	0.887624762873049
Zm00001d043750	0.496707	1e-06	0.496707183934658
Zm00001d043751	0.445515	1e-06	0.445516918615677
Zm00001d043752	0.768367	0.097328	0.865696264384563
Zm00001d043757	0.710413	3e-06	0.710403756591355
Zm00001d043762	0.607657	2e-06	0.607660987106359
Zm00001d043764	0.643414	0.040716	0.684115098427051
Zm00001d043766	0.860782	0.003877	0.864659805234647
Zm00001d043767	0.799778	0.018654	0.818440507342742
Zm00001d043768	0.712695	1e-06	0.71270127772764
Zm00001d043771	0.714122	2e-06	0.714118900490092
Zm00001d043773	0.75097	3e-06	0.750968456004427
Zm00001d043775	0.451123	5e-06	0.451203501094092
Zm00001d043776	0.429542	0.057032	0.486556686556687
Zm00001d043778	0.644365	2e-06	0.644374219151907
Zm00001d043779	0.609267	0.011864	0.621148710590299
Zm00001d043780	0.656628	2e-06	0.656633166453408
Zm00001d043783	0.183782	0.063087	0.246871649253481
Zm00001d043784	0.716525	0.0596	0.776134681119418
Zm00001d043785	0.875781	1e-06	0.875781241418702
Zm00001d043786	0.682908	0.014062	0.696969696969697
Zm00001d043787	0.806098	0.013844	0.819948409286328
Zm00001d043789	0.777288	1e-06	0.777285588222935
Zm00001d043795	0.79737	0.001137	0.798501760826227
Zm00001d043796	0.171583	0.070052	0.241635559571079
Zm00001d043797	0.637326	0.072646	0.709926539838011
Zm00001d043798	0.84646	0.020609	0.867069234649616
Zm00001d043799	0.345629	2e-06	0.345628489841945
Zm00001d043800	0.777069	0.045832	0.822895840051596
Zm00001d043801	0.444034	0.034825	0.478862385321101
Zm00001d043803	0.186002	0.065656	0.25165353708859
Zm00001d043805	0.537972	4e-06	0.537977174340811
Zm00001d043806	0.33405	1e-06	0.33404934355113
Zm00001d043807	0.60696	1e-06	0.606964178507104
Zm00001d043808	0.556259	1e-06	0.556264815125894
Zm00001d043809	0.647459	0.005762	0.653211653211653
Zm00001d043813	0.650012	0.028979	0.67897024038726
Zm00001d043814	0.346784	0.041138	0.387936836655449
Zm00001d043815	0.471115	2e-06	0.471113672381501
Zm00001d043826	0.735308	0.09057	0.82587689993738
Zm00001d043827	0.817026	0.010489	0.827506899724011
Zm00001d043830	0.466873	0.070386	0.537266087668359
Zm00001d043831	0.930033	1e-06	0.930033866555492
Zm00001d043834	0.883418	1e-06	0.883413842255306
Zm00001d043835	0.420185	3e-06	0.420191896826322
Zm00001d043837	0.718602	2e-06	0.718601716491156
Zm00001d043838	0.629095	0.005146	0.634240910697061
Zm00001d043839	0.529083	0.119223	0.648301052035908
Zm00001d043840	0.384849	1e-06	0.38480601606563
Zm00001d043841	0.586314	1e-06	0.586317907444668
Zm00001d043842	0.745444	0.008879	0.754313235383771
Zm00001d043843	0.663135	0.050172	0.713362392905456
Zm00001d043845	0.691606	0.031614	0.723219681201069
Zm00001d043849	0.768196	0.05949	0.827686155124609
Zm00001d043851	0.893032	1e-06	0.893029180325749
Zm00001d043853	0.799093	1e-06	0.799093465757266
Zm00001d043854	0.703674	5e-06	0.703674332540312
Zm00001d043855	0.721131	3e-06	0.721135070007063
Zm00001d043856	0.784931	1e-06	0.784932023628176
Zm00001d043857	0.78145	1e-06	0.781444819599212
Zm00001d043858	0.712494	0.002847	0.715338880251491
Zm00001d043860	0.76929	2e-06	0.769290286276992
Zm00001d043862	0.832464	0.003236	0.835699871741909
Zm00001d043863	0.62053	2e-06	0.620518046306609
Zm00001d043864	0.586578	3e-06	0.586576295585413
Zm00001d043868	0.633544	2e-06	0.633544651499429
Zm00001d043870	0.767331	0.056888	0.824213895326798
Zm00001d043871	0.42718	1e-06	0.427180868642158
Zm00001d043872	0.477481	3e-06	0.477471159075945
Zm00001d043874	0.609532	1e-06	0.609530868503662
Zm00001d043875	0.70805	0.006238	0.714287953847119
Zm00001d043878	0.729441	0.022794	0.752247752247752
Zm00001d043880	0.58435	0.036336	0.620662321648758
Zm00001d043881	0.786413	0.075696	0.862109253172756
Zm00001d043890	0.868849	0.016716	0.885567274820224
Zm00001d043895	0.692003	1e-06	0.692012616145256
Zm00001d043898	0.754453	1e-06	0.754454212792449
Zm00001d043900	0.854191	2e-06	0.854197616954189
Zm00001d043902	0.332881	0.030282	0.363158632286996
Zm00001d043903	0.776379	0.010395	0.786775453478063
Zm00001d043904	0.899166	0.011206	0.910371731673821
Zm00001d043905	0.843175	1e-06	0.843170916435244
Zm00001d043906	0.620467	0.017442	0.637883904164657
Zm00001d043907	0.788721	1e-06	0.788700362855829
Zm00001d043909	0.413175	0.040302	0.453410500206697
Zm00001d043911	0.826938	0.002434	0.829384894739829
Zm00001d043912	0.875883	0.02446	0.900343822767446
