Gene	Median_FPKM	Mean_FPKM
ENSRNA049472604	0.116022875148113	0.116022875148113
ENSRNA049472612	0.633678391386645	1.70944458407694
ENSRNA049472626	0.239701484592104	0.28064319089687
ENSRNA049472630	1.20429972044458	1.0725948702469
ENSRNA049472638	0.809368293328904	1.367814136441
ENSRNA049472641	0.647598281764076	0.781282589234407
ENSRNA049472781	0.423211317932827	0.350464963758873
ENSRNA049472786	4.1795842863492	4.77008316013605
ENSRNA049472795	0.417376282165607	0.56397437125859
ENSRNA049473059	NA	NA
ENSRNA049473070	6.69212040949079	5.16889911392995
ENSRNA049473076	20.4082924543002	17.938040672148
ENSRNA049473080	0.283409992464178	0.390271105012801
ENSRNA049473105	0.241599915494649	0.291645970607964
ENSRNA049473133	0.273323866172064	0.324546332857815
ENSRNA049473142	0.197280104175195	0.197280104175195
ENSRNA049473166	0.291660826191029	0.374548606823179
ENSRNA049473210	0.23330022523177	0.283292895140038
ENSRNA049473241	0.187456613618485	0.187456613618485
ENSRNA049473254	0.191088037053762	0.21243723838158
ENSRNA049473271	NA	NA
ENSRNA049473286	0.37285757899398	1.01441562978569
ENSRNA049473290	5.56434567850599	5.95083653837125
ENSRNA049473297	0.563808755862867	0.613586416017393
ENSRNA049473303	0.554495742264839	1.87404887935597
ENSRNA049473307	0.180111101114865	0.187348553212737
ENSRNA049473449	NA	NA
ENSRNA049473467	0.747456675512547	0.961738001691924
ENSRNA049473524	1.27646596521851	1.27646596521851
ENSRNA049473557	0.24157668955441	0.299845397374205
ENSRNA049473576	NA	NA
ENSRNA049473609	0.445672406264578	0.415282519348656
ENSRNA049473644	0.222287220387994	0.660178846190965
ENSRNA049473651	0.601744159562039	0.80641190008152
ENSRNA049473656	0.579551540821212	0.744687531697526
ENSRNA049473738	0.576715840961855	0.793854976552643
ENSRNA049473748	0.322641193724989	0.322641193724989
ENSRNA049473755	0.53030070397026	0.488070138209254
ENSRNA049473920	0.283519092320839	0.283519092320839
ENSRNA049473923	0.565487362219387	0.524534728510429
ENSRNA049473965	0.532905119783269	0.534546303585096
ENSRNA049473978	0.578976594671992	0.616983255245371
ENSRNA049474083	0.321197392614823	0.405241436602253
ENSRNA049474089	0.375197575525795	0.623743904875373
ENSRNA049474094	0.345197749239569	0.363874610996481
ENSRNA049474133	0.360668800490989	0.534752679112985
ENSRNA049474167	0.899581682634162	0.899581682634162
ENSRNA049474187	NA	NA
ENSRNA049474255	0.361474257287248	0.324408352116615
ENSRNA049474375	1.15371836799971	1.33392472719293
ENSRNA049474421	0.250255410176627	0.287393267343491
ENSRNA049474454	1.35210125166974	5.28104557660367
ENSRNA049474463	1.0702451512926	3.39738217404769
ENSRNA049474470	1.73857593394671	1.93204738595048
ENSRNA049474492	0.513766356622505	0.69048143537269
ENSRNA049474524	1.03194585142926	1.22127472197112
ENSRNA049474580	1.12787307959419	1.31784511379045
ENSRNA049474585	4.2013654518046	5.1957099588022
ENSRNA049474593	0.293865390932903	0.358796566539169
ENSRNA049474599	0.375748336629748	0.620940368171914
ENSRNA049474652	0.328289596155236	0.371834086877793
ENSRNA049474661	1.48373956369852	1.63470972082522
ENSRNA049474668	0.234122706200621	0.234122706200621
ENSRNA049474675	0.815896875321471	0.815896875321471
ENSRNA049474679	NA	NA
ENSRNA049474685	1.13689826871477	2.26690425246549
ENSRNA049474764	0.500626627841924	0.55134539126957
