Gene	CV
Zm00001d002668	20.9598736679621
Zm00001d002673	27.4903605402403
Zm00001d002676	14.7156184785556
Zm00001d002677	17.7609825267496
Zm00001d002680	31.282599578056
Zm00001d002682	22.0847689871758
Zm00001d002684	14.0437094289259
Zm00001d002685	21.2794867300883
Zm00001d002687	20.7128142572272
Zm00001d002688	22.3037372461312
Zm00001d002690	21.8252324558502
Zm00001d002694	26.7286381858259
Zm00001d002695	28.0395117573688
Zm00001d002696	51.8550086290061
Zm00001d002698	112.868984039983
Zm00001d002703	9.49102856945976
Zm00001d002704	16.9557687137429
Zm00001d002705	20.548031534803
Zm00001d002708	32.656286737645
Zm00001d002711	17.8879959968152
Zm00001d002713	19.7522749332221
Zm00001d002715	20.7071952563032
Zm00001d002716	14.6195005401456
Zm00001d002718	13.9479519668277
Zm00001d002721	35.4192635579332
Zm00001d002725	19.188938087245
Zm00001d002726	29.1482774314288
Zm00001d002727	36.9229395349195
Zm00001d002730	18.1663678723421
Zm00001d002734	14.3700534241743
Zm00001d002736	42.0869343696879
Zm00001d002737	14.2628526678214
Zm00001d002739	20.1069593868955
Zm00001d002742	13.0752547086432
Zm00001d002751	28.0039779004399
Zm00001d002754	37.1765524126205
Zm00001d002756	37.8106419288537
Zm00001d002757	19.2843795913619
Zm00001d002759	28.4251772882168
Zm00001d002762	30.8542944562041
Zm00001d002770	15.8276962477473
Zm00001d002772	53.5973661016167
Zm00001d002773	27.8716943535884
Zm00001d002774	49.565285210249
Zm00001d002775	13.9940630778388
Zm00001d002776	50.0962125497195
Zm00001d002778	8.76517774334788
Zm00001d002781	13.390566113218
Zm00001d002782	24.6055756327398
Zm00001d002787	23.0019162077519
Zm00001d002788	32.6276205341029
Zm00001d002789	26.6787247550081
Zm00001d002790	14.2445693429929
Zm00001d002791	11.6387885545599
Zm00001d002796	20.4655732986317
Zm00001d002797	24.0950846729822
Zm00001d002798	36.6617166760207
Zm00001d002799	80.5998781486625
Zm00001d002801	19.7450394602705
Zm00001d002802	36.2447583217235
Zm00001d002806	37.0468583467154
Zm00001d002810	14.7713107905444
Zm00001d002811	19.5630402824473
Zm00001d002812	22.4250653668457
Zm00001d002815	19.3205803200973
Zm00001d002819	10.0533713579532
Zm00001d002820	33.3564953658136
Zm00001d002822	27.8468819593557
Zm00001d002823	38.5159318435286
Zm00001d002824	17.0139525729817
Zm00001d002825	28.7844033915009
Zm00001d002826	82.2092732080664
Zm00001d002827	23.571020104882
Zm00001d002828	24.5707955207208
Zm00001d002830	34.2599740017383
Zm00001d002833	36.0653199402027
Zm00001d002834	38.4261537258256
Zm00001d002835	32.1936572358733
Zm00001d002836	39.8417648527366
Zm00001d002837	34.7340399178507
Zm00001d002842	29.8946629591649
Zm00001d002847	79.8022584079282
Zm00001d002848	51.4334551198503
Zm00001d002849	51.5275608230638
Zm00001d002850	45.6991442453592
Zm00001d002851	28.6150368953652
Zm00001d002853	16.7299063830606
Zm00001d002854	17.3035491077592
Zm00001d002856	26.7322931040034
Zm00001d002857	14.2534765195807
Zm00001d002859	19.0787252143127
Zm00001d002860	33.2417381621824
Zm00001d002863	27.0411791628979
Zm00001d002864	25.0850799843163
Zm00001d002865	15.3487601315949
