Module	Hub_genes	abs(KE)	MPH	Sig
violet	Zm00001d010715	0.823940384	-0.050107948	FALSE
violet	Zm00001d011513	0.853074602	-0.041489814	FALSE
violet	Zm00001d011797	0.829769769	-0.059054841	FALSE
violet	Zm00001d013191	0.828826805	-0.16043926	FALSE
violet	Zm00001d018197	0.826572571	-0.010739235	FALSE
violet	Zm00001d019518	0.856827442	-0.063103424	FALSE
violet	Zm00001d027518	0.901752854	-0.157044727	FALSE
violet	Zm00001d028240	0.865897988	-0.099172289	FALSE
violet	Zm00001d031421	0.921203177	-0.144589043	FALSE
violet	Zm00001d034179	0.842606386	-0.155853317	FALSE
violet	Zm00001d036046	0.857781336	-0.063832759	FALSE
violet	Zm00001d037323	0.870341497	-0.015619595	FALSE
violet	Zm00001d043170	0.805125646	-0.053203236	FALSE
violet	Zm00001d043972	0.866316238	-0.091429151	FALSE
