Module	Hub_genes	abs(KE)	MPH	Sig
lightcyan	Zm00001d032805	0.885029915	0.207022409	Positive
lightcyan	Zm00001d033112	0.898655585	0.280718109	Positive
lightcyan	Zm00001d036360	0.853608537	0.240409489	Positive
lightcyan	Zm00001d038131	0.876006722	0.267872741	Positive
lightcyan	Zm00001d039471	0.807452205	0.247958913	Positive
lightcyan	Zm00001d040147	0.864260286	0.121561389	FALSE
lightcyan	Zm00001d040381	0.816297673	0.274286819	Positive
lightcyan	Zm00001d041957	0.887478463	0.265394714	Positive
lightcyan	Zm00001d042730	0.817801267	0.156692076	FALSE
lightcyan	Zm00001d043164	0.879107256	0.284216958	Positive
lightcyan	Zm00001d043451	0.874209507	0.167479422	FALSE
lightcyan	Zm00001d044420	0.863566588	0.196531241	FALSE
lightcyan	Zm00001d045554	0.916700399	0.282144453	Positive
lightcyan	Zm00001d045655	0.856083177	0.116636749	FALSE
lightcyan	Zm00001d047516	0.849138825	0.159535468	FALSE
lightcyan	Zm00001d047673	0.827822809	0.244067061	Positive
lightcyan	Zm00001d048104	0.840890515	0.172217196	FALSE
lightcyan	Zm00001d048299	0.826006405	NA	NA
lightcyan	Zm00001d048491	0.840514983	0.204001444	Positive
lightcyan	Zm00001d049938	0.828776538	0.272261645	Positive
lightcyan	Zm00001d050100	0.846092717	0.169026885	FALSE
lightcyan	Zm00001d050615	0.835075201	0.193803385	FALSE
lightcyan	Zm00001d052323	0.824981427	0.141967296	FALSE
lightcyan	Zm00001d052368	0.829726803	NA	NA
lightcyan	Zm00001d052955	0.849202361	0.196020429	FALSE
lightcyan	Zm00001d053272	0.867985905	0.101185695	FALSE
magenta	Zm00001d000099	0.859098257	0.183897124	FALSE
magenta	Zm00001d000443	0.835078816	0.195734724	FALSE
magenta	Zm00001d002186	0.826467712	0.43657887	Positive
magenta	Zm00001d002391	0.819742856	0.230756896	Positive
magenta	Zm00001d002992	0.801617418	0.357764993	Positive
magenta	Zm00001d003673	0.830964766	0.231366344	Positive
magenta	Zm00001d004737	0.852054387	0.237492659	Positive
magenta	Zm00001d005250	0.856159763	0.367170091	Positive
magenta	Zm00001d006504	0.891791716	0.281116628	Positive
magenta	Zm00001d006640	0.823005752	0.399008932	Positive
magenta	Zm00001d009127	0.853642776	0.187869845	FALSE
magenta	Zm00001d009233	0.867969751	0.239976505	Positive
magenta	Zm00001d009504	0.809131105	0.106543308	FALSE
magenta	Zm00001d009693	0.840664792	0.39131427	Positive
magenta	Zm00001d009795	0.882663813	0.324603078	Positive
magenta	Zm00001d009813	0.80431837	0.133996339	FALSE
magenta	Zm00001d010578	0.858314002	0.247142125	Positive
magenta	Zm00001d012851	0.820230734	0.099654086	FALSE
magenta	Zm00001d014294	0.854832032	0.191447218	FALSE
magenta	Zm00001d014418	0.861119815	0.280475497	Positive
magenta	Zm00001d016797	0.802514528	0.109035565	FALSE
magenta	Zm00001d017979	0.880359088	0.220134151	Positive
magenta	Zm00001d018365	0.853389948	0.257911327	Positive
magenta	Zm00001d019139	0.800288556	0.053923886	FALSE
magenta	Zm00001d019149	0.812730521	0.431440925	Positive
magenta	Zm00001d019317	0.829245395	0.386617558	Positive
magenta	Zm00001d019507	0.841770679	0.395314541	Positive
magenta	Zm00001d019542	0.943787116	0.322421753	Positive
magenta	Zm00001d020708	0.824349909	0.187367436	FALSE
magenta	Zm00001d020929	0.83182307	0.215904658	Positive
magenta	Zm00001d021641	0.874622038	0.171277647	FALSE
magenta	Zm00001d022143	0.854503397	0.212240026	Positive
magenta	Zm00001d022247	0.818976999	0.423332072	Positive
magenta	Zm00001d022305	0.833547179	0.2324282	Positive
magenta	Zm00001d022565	0.808606866	0.122127525	FALSE
magenta	Zm00001d023218	0.854420721	0.189534105	FALSE
magenta	Zm00001d024141	0.907404214	0.183619146	FALSE
magenta	Zm00001d024364	0.864757598	0.467537366	Positive
magenta	Zm00001d024784	0.837958569	0.319072084	Positive
magenta	Zm00001d025353	0.806410697	0.119243182	FALSE
magenta	Zm00001d026193	0.839664706	0.198247556	FALSE
magenta	Zm00001d026258	0.929986927	0.34894529	Positive
magenta	Zm00001d026548	0.801245862	0.212478354	Positive
magenta	Zm00001d028438	0.826771892	0.159861099	FALSE
magenta	Zm00001d028825	0.814380451	0.291321574	Positive
magenta	Zm00001d028830	0.883490112	0.360315026	Positive
magenta	Zm00001d029023	0.803480853	0.167710797	FALSE
magenta	Zm00001d029516	0.867191515	0.195677096	FALSE
magenta	Zm00001d030094	0.867329994	0.32470287	Positive
magenta	Zm00001d031005	0.878073016	0.369829884	Positive
magenta	Zm00001d032334	0.841649805	0.141569776	FALSE
magenta	Zm00001d032464	0.82546402	0.382031162	Positive
magenta	Zm00001d032520	0.809988437	0.30747649	Positive
magenta	Zm00001d033278	0.84492533	0.246820838	Positive
magenta	Zm00001d033705	0.835669711	0.30941451	Positive
magenta	Zm00001d033734	0.804755952	0.125575558	FALSE
magenta	Zm00001d034239	0.829934263	0.254000145	Positive
magenta	Zm00001d034250	0.911960694	0.304336763	Positive
magenta	Zm00001d034602	0.83634295	0.168536897	FALSE
magenta	Zm00001d034727	0.83671138	0.307095199	Positive
magenta	Zm00001d034770	0.858773637	0.139206168	FALSE
magenta	Zm00001d034931	0.85419879	0.271140753	Positive
magenta	Zm00001d035526	0.843570342	0.221109752	Positive
magenta	Zm00001d036968	0.86764986	0.14688691	FALSE
magenta	Zm00001d036986	0.812758289	0.531603808	Positive
magenta	Zm00001d037214	0.824618507	0.256531631	Positive
magenta	Zm00001d037233	0.820615084	0.2724805	Positive
magenta	Zm00001d037636	0.907200446	0.373746528	Positive
magenta	Zm00001d037829	0.894373297	0.375981431	Positive
magenta	Zm00001d038101	0.900703681	0.357128112	Positive
magenta	Zm00001d039180	0.814204998	0.176327105	FALSE
magenta	Zm00001d039465	0.822482775	0.310425699	Positive
magenta	Zm00001d040603	0.906595879	0.218550764	Positive
magenta	Zm00001d041063	0.889188937	0.252727406	Positive
magenta	Zm00001d041443	0.840658055	0.180730411	FALSE
magenta	Zm00001d042028	0.826044787	0.158454917	FALSE
magenta	Zm00001d042747	0.850252883	0.419135407	Positive
magenta	Zm00001d043012	0.839000103	0.219428253	Positive
magenta	Zm00001d043093	0.851824271	0.247938488	Positive
magenta	Zm00001d043277	0.842728652	0.226535487	Positive
magenta	Zm00001d044121	0.856474521	0.185099303	FALSE
magenta	Zm00001d044191	0.827159969	0.168128944	FALSE
magenta	Zm00001d044845	0.866414155	0.311037766	Positive
magenta	Zm00001d045763	0.831608724	0.336705764	Positive
magenta	Zm00001d045956	0.838794462	0.268021109	Positive
magenta	Zm00001d046194	0.849937793	0.228129497	Positive
magenta	Zm00001d047537	0.817653326	0.190141812	FALSE
magenta	Zm00001d047923	0.883148061	0.364515212	Positive
magenta	Zm00001d050191	0.866502987	0.308959208	Positive
magenta	Zm00001d051431	0.838222317	0.140599133	FALSE
magenta	Zm00001d051589	0.834447601	0.26797043	Positive
magenta	Zm00001d051998	0.862596105	0.140136414	FALSE
magenta	Zm00001d052748	0.845937855	0.295673566	Positive
magenta	Zm00001d053011	0.863664834	0.345341175	Positive
magenta	Zm00001d053334	0.803808636	0.125483035	FALSE
midnightblue	Zm00001d002358	0.819664392	-0.057879715	FALSE
midnightblue	Zm00001d002789	0.800176195	0.00669254	FALSE
midnightblue	Zm00001d007092	0.835672091	0.000173728	FALSE
midnightblue	Zm00001d008228	0.814512347	-0.083808895	FALSE
midnightblue	Zm00001d012178	0.822489481	0.009853784	FALSE
midnightblue	Zm00001d012998	0.905091195	-0.014621304	FALSE
midnightblue	Zm00001d013013	0.858135783	-0.038622368	FALSE
midnightblue	Zm00001d013534	0.804396966	0.009873764	FALSE
midnightblue	Zm00001d014488	0.835511625	-0.037243905	FALSE
midnightblue	Zm00001d015484	0.805455743	-0.001303495	FALSE
midnightblue	Zm00001d015705	0.823451939	-0.047534803	FALSE
midnightblue	Zm00001d016072	0.893152377	-0.042525925	FALSE
midnightblue	Zm00001d019648	0.837857793	0.008816228	FALSE
midnightblue	Zm00001d019898	0.920522022	-0.042460954	FALSE
midnightblue	Zm00001d021368	0.840057047	-0.009991317	FALSE
midnightblue	Zm00001d023340	0.877274365	0.0062744	FALSE
midnightblue	Zm00001d023536	0.824906229	-0.036875608	FALSE
midnightblue	Zm00001d027442	0.810605189	-0.019386584	FALSE
midnightblue	Zm00001d027885	0.819906106	-0.016042774	FALSE
midnightblue	Zm00001d029027	0.894845233	-0.048255627	FALSE
midnightblue	Zm00001d029074	0.855607259	-0.042208969	FALSE
midnightblue	Zm00001d031969	0.852900585	-0.030716385	FALSE
midnightblue	Zm00001d032420	0.824608866	-0.004374511	FALSE
midnightblue	Zm00001d034192	0.805276199	-0.009902608	FALSE
midnightblue	Zm00001d034699	0.81221278	0.02719689	FALSE
midnightblue	Zm00001d034808	0.802268426	-0.070087284	FALSE
midnightblue	Zm00001d035092	0.826844015	-0.042962031	FALSE
midnightblue	Zm00001d035761	0.810487764	-0.014491875	FALSE
midnightblue	Zm00001d036340	0.819466138	-0.055056796	FALSE
midnightblue	Zm00001d038047	0.860476054	-0.00044359	FALSE
midnightblue	Zm00001d038084	0.807259423	-0.010535867	FALSE
midnightblue	Zm00001d043465	0.929436193	-0.002783903	FALSE
midnightblue	Zm00001d047581	0.803486119	-0.014057733	FALSE
midnightblue	Zm00001d048181	0.801189019	-0.0181507	FALSE
midnightblue	Zm00001d049160	0.845856362	-0.022067193	FALSE
midnightblue	Zm00001d049267	0.829514038	-0.037911129	FALSE
midnightblue	Zm00001d050969	0.864990575	-0.034904521	FALSE
midnightblue	Zm00001d051062	0.835147963	-0.07658039	FALSE
midnightblue	Zm00001d052216	0.888945509	-0.02012296	FALSE
paleturquoise	Zm00001d000390	0.866554564	0.09442728	FALSE
paleturquoise	Zm00001d001905	0.871333896	-0.102916112	FALSE
paleturquoise	Zm00001d002021	0.821237804	-0.254384277	Negetive
paleturquoise	Zm00001d002079	0.897815349	-0.155440538	FALSE
paleturquoise	Zm00001d003499	0.823836444	-0.068291358	FALSE
paleturquoise	Zm00001d003850	0.813459819	0.052622436	FALSE
paleturquoise	Zm00001d003981	0.807088873	-0.164491325	FALSE
paleturquoise	Zm00001d005699	0.840604873	-0.03448291	FALSE
paleturquoise	Zm00001d006196	0.844858362	-0.130827573	FALSE
paleturquoise	Zm00001d006756	0.865425481	-0.037707447	FALSE
paleturquoise	Zm00001d007360	0.825211795	0.04273109	FALSE
paleturquoise	Zm00001d007831	0.905484024	-0.171429484	Negetive
paleturquoise	Zm00001d008540	0.828110021	-0.025446939	FALSE
paleturquoise	Zm00001d008730	0.818931178	-0.055688257	FALSE
paleturquoise	Zm00001d008753	0.853504184	-0.029616115	FALSE
paleturquoise	Zm00001d010402	0.815730781	0.150611493	FALSE
paleturquoise	Zm00001d010596	0.831423003	0.06281317	FALSE
paleturquoise	Zm00001d010971	0.862462377	-0.030310584	FALSE
paleturquoise	Zm00001d011938	0.827012747	-0.202477483	Negetive
paleturquoise	Zm00001d012545	0.849071139	-0.022229244	FALSE
paleturquoise	Zm00001d013089	0.811027628	0.044351691	FALSE
paleturquoise	Zm00001d013440	0.820805609	-0.148516447	FALSE
paleturquoise	Zm00001d013598	0.8004447	0.048370892	FALSE
paleturquoise	Zm00001d014559	0.802156396	0.069035656	FALSE
paleturquoise	Zm00001d014565	0.876828728	-0.05829119	FALSE
paleturquoise	Zm00001d015092	0.831709125	0.17380045	FALSE
paleturquoise	Zm00001d016741	0.838065484	0.021011659	FALSE
paleturquoise	Zm00001d016817	0.830213237	-0.04572021	FALSE
paleturquoise	Zm00001d017900	0.852416761	-0.019301732	FALSE
paleturquoise	Zm00001d018322	0.809895739	0.052832891	FALSE
paleturquoise	Zm00001d018827	0.804481837	-0.120983203	FALSE
paleturquoise	Zm00001d018908	0.829321196	-0.080404387	FALSE
paleturquoise	Zm00001d020133	0.85015117	0.101281853	FALSE
paleturquoise	Zm00001d020392	0.803051799	0.038415035	FALSE
paleturquoise	Zm00001d020874	0.881887139	0.041228398	FALSE
paleturquoise	Zm00001d021591	0.831261141	-0.047080255	FALSE
paleturquoise	Zm00001d022025	0.888755828	-0.060110941	FALSE
paleturquoise	Zm00001d022403	0.860645512	-0.162017856	FALSE
paleturquoise	Zm00001d023936	0.809061093	-0.191078524	Negetive
paleturquoise	Zm00001d025225	0.866902165	-0.161345958	FALSE
paleturquoise	Zm00001d027685	0.856150119	0.055329655	FALSE
paleturquoise	Zm00001d027894	0.82910679	0.118427499	FALSE
paleturquoise	Zm00001d028043	0.928065089	-0.008957822	FALSE
paleturquoise	Zm00001d028973	0.847548601	0.036909725	FALSE
paleturquoise	Zm00001d029869	0.810483636	NA	NA
paleturquoise	Zm00001d029969	0.809528396	-0.100491473	FALSE
paleturquoise	Zm00001d030945	0.881345619	0.063413885	FALSE
paleturquoise	Zm00001d031161	0.870680341	0.037827028	FALSE
paleturquoise	Zm00001d031437	0.926934772	0.075118019	FALSE
paleturquoise	Zm00001d031556	0.820949823	-0.059945932	FALSE
paleturquoise	Zm00001d031586	0.804136399	-0.212516932	Negetive
paleturquoise	Zm00001d031636	0.877347185	0.027020376	FALSE
paleturquoise	Zm00001d031852	0.812252707	-0.156642133	FALSE
paleturquoise	Zm00001d032672	0.81483389	-0.070297534	FALSE
paleturquoise	Zm00001d033459	0.828209941	-0.153524886	FALSE
paleturquoise	Zm00001d034359	0.874138602	0.152712321	FALSE
paleturquoise	Zm00001d034705	0.848596583	-0.046280039	FALSE
paleturquoise	Zm00001d035135	0.8176286	-0.089555307	FALSE
paleturquoise	Zm00001d035171	0.803431928	-0.10029053	FALSE
paleturquoise	Zm00001d036536	0.836142434	-0.095319038	FALSE
paleturquoise	Zm00001d038057	0.83115786	-0.013349272	FALSE
paleturquoise	Zm00001d038706	0.814522707	NA	NA
paleturquoise	Zm00001d038979	0.856551534	NA	NA
paleturquoise	Zm00001d039414	0.816756295	0.074629031	FALSE
paleturquoise	Zm00001d039428	0.903623083	-0.020116882	FALSE
paleturquoise	Zm00001d039432	0.825600378	0.012874834	FALSE
paleturquoise	Zm00001d039444	0.827445799	0.067074981	FALSE
paleturquoise	Zm00001d039510	0.801566083	0.038646634	FALSE
paleturquoise	Zm00001d039941	0.833034698	0.151308929	FALSE
paleturquoise	Zm00001d040111	0.902368494	-0.045598304	FALSE
paleturquoise	Zm00001d041387	0.905845585	0.053082501	FALSE
paleturquoise	Zm00001d041403	0.800991922	0.047438866	FALSE
paleturquoise	Zm00001d041604	0.839534788	-0.168874301	Negetive
paleturquoise	Zm00001d042054	0.82797315	-0.116568921	FALSE
paleturquoise	Zm00001d042328	0.814088591	-0.068998914	FALSE
paleturquoise	Zm00001d043422	0.849419433	-0.132213418	FALSE
paleturquoise	Zm00001d043674	0.819206801	-0.091514709	FALSE
paleturquoise	Zm00001d043830	0.847788681	0.092256548	FALSE
paleturquoise	Zm00001d044227	0.824350757	-0.196506895	Negetive
paleturquoise	Zm00001d045204	0.813347812	-0.130349532	FALSE
paleturquoise	Zm00001d046626	0.801669561	0.020884395	FALSE
paleturquoise	Zm00001d047260	0.861101776	-0.011522858	FALSE
paleturquoise	Zm00001d049308	0.812237834	-0.150540171	FALSE
paleturquoise	Zm00001d049545	0.835360635	0.10203723	FALSE
paleturquoise	Zm00001d049684	0.825328899	0.027631648	FALSE
paleturquoise	Zm00001d050195	0.817940987	-0.015888306	FALSE
paleturquoise	Zm00001d052118	0.827330352	-0.010986859	FALSE
paleturquoise	Zm00001d052173	0.849512163	0.092392987	FALSE
paleturquoise	Zm00001d052981	0.849674209	-0.021208689	FALSE
paleturquoise	Zm00001d053908	0.856751611	-0.073376605	FALSE
pink	Zm00001d007753	0.848719363	-0.703195538	Negetive
pink	Zm00001d010375	0.825706725	-0.621219536	Negetive
pink	Zm00001d014121	0.801625604	-0.644858623	Negetive
pink	Zm00001d014134	0.814138435	-0.426394872	Negetive
pink	Zm00001d014817	0.855207734	-0.548584621	Negetive
pink	Zm00001d018966	0.826025642	-0.743667792	Negetive
pink	Zm00001d019734	0.820502524	-0.44428739	Negetive
pink	Zm00001d020702	0.904655115	-0.534534739	Negetive
pink	Zm00001d020714	0.851928172	-0.406454536	Negetive
pink	Zm00001d021647	0.807977843	-0.398778118	Negetive
pink	Zm00001d021929	0.823066117	-0.47259347	Negetive
pink	Zm00001d023811	0.808642055	-0.525722394	Negetive
pink	Zm00001d024960	0.806569343	-0.721405784	Negetive
pink	Zm00001d024996	0.91278218	-0.71897542	Negetive
pink	Zm00001d025146	0.837377679	-0.618331292	Negetive
pink	Zm00001d029648	0.870702666	-0.563193426	Negetive
pink	Zm00001d031158	0.80580416	-0.704761184	Negetive
pink	Zm00001d036164	0.819315113	-0.657732919	Negetive
pink	Zm00001d038791	0.830130218	-0.298039988	Negetive
pink	Zm00001d038841	0.87423545	-0.652999533	Negetive
pink	Zm00001d041082	0.831816803	-0.465245757	Negetive
pink	Zm00001d042022	0.819436729	-0.648283536	Negetive
pink	Zm00001d042934	0.811998463	-0.535265806	Negetive
pink	Zm00001d043512	0.872501218	-0.439752614	Negetive
pink	Zm00001d043665	0.842538376	-0.431772353	Negetive
pink	Zm00001d043988	0.815609914	-0.670645984	Negetive
pink	Zm00001d044442	0.805083044	-0.423407624	Negetive
pink	Zm00001d045884	0.825613668	-0.533480346	Negetive
pink	Zm00001d046318	0.819227278	-0.735176822	Negetive
pink	Zm00001d049127	0.847575741	-0.423853542	Negetive
pink	Zm00001d050164	0.817336212	-0.492344977	Negetive
pink	Zm00001d052744	0.80914332	-0.424940119	Negetive
purple	Zm00001d001883	0.829550748	0.013893298	FALSE
purple	Zm00001d001896	0.868580243	0.078813972	FALSE
purple	Zm00001d004875	0.823420871	-0.00590754	FALSE
purple	Zm00001d007117	0.815563899	0.000997875	FALSE
purple	Zm00001d007417	0.844957759	0.072176324	FALSE
purple	Zm00001d007422	0.811778162	0.046929698	FALSE
purple	Zm00001d007445	0.846927487	-0.076130455	FALSE
purple	Zm00001d007940	0.807179163	0.065971993	FALSE
purple	Zm00001d008826	0.924368788	0.325745648	Positive
purple	Zm00001d009743	0.874879502	0.163050269	FALSE
purple	Zm00001d011124	0.875157816	0.052418331	FALSE
purple	Zm00001d011183	0.922184679	0.531772391	Positive
purple	Zm00001d013193	0.866612692	-0.270339772	Negetive
purple	Zm00001d013568	0.847206471	-0.123145039	FALSE
purple	Zm00001d013781	0.854286194	0.320861071	Positive
purple	Zm00001d014291	0.823769044	-0.163957752	FALSE
purple	Zm00001d014858	0.877700184	-0.042093064	FALSE
purple	Zm00001d014863	-0.827477696	-0.161949388	FALSE
purple	Zm00001d016411	0.849021276	0.063322541	FALSE
purple	Zm00001d016446	0.844656329	0.139037037	FALSE
purple	Zm00001d017203	0.824622436	0.042553442	FALSE
purple	Zm00001d017241	0.866841178	NA	NA
purple	Zm00001d018238	0.90503417	-0.048031265	FALSE
purple	Zm00001d019269	0.804373985	0.119247509	FALSE
purple	Zm00001d020188	0.822811698	-0.031429171	FALSE
purple	Zm00001d021278	-0.802642222	-0.039371779	FALSE
purple	Zm00001d021634	0.889829699	0.314378648	Positive
purple	Zm00001d025178	0.860716761	-0.026720062	FALSE
purple	Zm00001d026190	0.80871395	0.197377781	FALSE
purple	Zm00001d027309	0.840497514	0.046075956	FALSE
purple	Zm00001d027936	0.840278097	0.052019741	FALSE
purple	Zm00001d028409	0.895744915	0.051148178	FALSE
purple	Zm00001d028548	0.917881239	0.438187733	Positive
purple	Zm00001d031168	0.802797703	-0.047364279	FALSE
purple	Zm00001d032849	0.873119335	0.002624502	FALSE
purple	Zm00001d034768	0.862042213	0.035727868	FALSE
purple	Zm00001d035926	0.872946217	-0.0832386	FALSE
purple	Zm00001d037420	0.896108018	0.075196081	FALSE
purple	Zm00001d038274	0.890331985	0.253114593	Positive
purple	Zm00001d038403	0.882053274	-0.053515944	FALSE
purple	Zm00001d038925	0.876242176	0.000371618	FALSE
purple	Zm00001d039451	0.875672338	0.017839976	FALSE
purple	Zm00001d039589	0.906630539	0.120546935	FALSE
purple	Zm00001d040202	0.855963268	0.019956515	FALSE
purple	Zm00001d040599	0.861562007	-0.058825759	FALSE
purple	Zm00001d041246	0.894738776	-0.016928747	FALSE
purple	Zm00001d041365	0.907369135	NA	NA
purple	Zm00001d042005	0.895024253	0.012761425	FALSE
purple	Zm00001d043145	0.804671231	0.033001773	FALSE
purple	Zm00001d044208	0.88200949	0.083884194	FALSE
purple	Zm00001d044228	0.859764033	0.6787039	Positive
purple	Zm00001d045340	0.876764209	0.176792244	FALSE
purple	Zm00001d045747	0.872907347	0.138173973	FALSE
purple	Zm00001d046683	0.834877625	0.012554985	FALSE
purple	Zm00001d046909	0.842979879	0.140997837	FALSE
purple	Zm00001d049416	0.866604426	0.035776316	FALSE
purple	Zm00001d049449	0.913525285	0.046630787	FALSE
purple	Zm00001d050026	0.849861851	0.304753501	Positive
purple	Zm00001d050428	-0.812838874	0.062903782	FALSE
purple	Zm00001d052219	0.873685129	0.043167597	FALSE
royalblue	Zm00001d000339	0.846286173	-0.094370129	FALSE
royalblue	Zm00001d001774	0.864011876	0.076346211	FALSE
royalblue	Zm00001d005766	0.83511236	-0.203295793	Negetive
royalblue	Zm00001d009328	0.844249882	-0.016935444	FALSE
royalblue	Zm00001d009985	0.870822772	0.144758807	FALSE
royalblue	Zm00001d010956	0.914025822	-0.028078463	FALSE
royalblue	Zm00001d011076	0.820319004	-0.060332717	FALSE
royalblue	Zm00001d013208	0.85192373	-0.01400763	FALSE
royalblue	Zm00001d014491	0.914047401	-0.043442947	FALSE
royalblue	Zm00001d016719	0.804740024	-0.215665336	Negetive
royalblue	Zm00001d017612	0.858032535	-0.129578945	FALSE
royalblue	Zm00001d020137	0.803466388	0.05136031	FALSE
royalblue	Zm00001d021665	0.853506904	0.080951919	FALSE
royalblue	Zm00001d022451	0.816254703	0.141886821	FALSE
royalblue	Zm00001d024324	0.833110071	0.048987667	FALSE
royalblue	Zm00001d027901	0.857734558	-0.205204751	FALSE
royalblue	Zm00001d028752	0.80478495	0.129250865	FALSE
royalblue	Zm00001d033385	0.800190051	0.128512264	FALSE
royalblue	Zm00001d034145	0.837027478	-0.117519582	FALSE
royalblue	Zm00001d036016	0.819253637	-0.29663775	Negetive
royalblue	Zm00001d038023	0.82940602	-0.056137719	FALSE
royalblue	Zm00001d038471	0.856445516	-0.118625259	FALSE
royalblue	Zm00001d039524	0.834620664	0.598266984	Positive
royalblue	Zm00001d042887	0.862526672	-0.018352639	FALSE
royalblue	Zm00001d044300	0.863762663	0.014720133	FALSE
royalblue	Zm00001d045051	0.83025532	-0.150290414	FALSE
royalblue	Zm00001d048263	0.863276994	-0.154844778	FALSE
royalblue	Zm00001d049364	0.816617484	0.01007911	FALSE
royalblue	Zm00001d051460	0.80100324	-0.141448294	FALSE
royalblue	Zm00001d053746	0.869893414	0.119973242	FALSE
skyblue	Zm00001d000316	0.840977749	0.002582468	FALSE
skyblue	Zm00001d002951	0.869199549	-0.115541996	FALSE
skyblue	Zm00001d003429	0.937243224	0.025360386	FALSE
skyblue	Zm00001d003459	0.80694048	-0.049576731	FALSE
skyblue	Zm00001d003767	0.816953533	0.069673883	FALSE
skyblue	Zm00001d004894	0.847961206	-0.029935528	FALSE
skyblue	Zm00001d006540	0.867597799	-0.02989162	FALSE
skyblue	Zm00001d006587	0.880555302	-0.000515035	FALSE
skyblue	Zm00001d006663	0.883964653	0.03119849	FALSE
skyblue	Zm00001d007267	0.879916275	0.003984802	FALSE
skyblue	Zm00001d007857	0.813684616	-0.11394981	FALSE
skyblue	Zm00001d008230	0.872267211	0.019733116	FALSE
skyblue	Zm00001d009877	0.897161905	-0.016118409	FALSE
skyblue	Zm00001d009929	0.879305279	0.041197468	FALSE
skyblue	Zm00001d011256	0.80142345	-0.029062417	FALSE
skyblue	Zm00001d011819	0.824515352	0.03340757	FALSE
skyblue	Zm00001d013146	0.849352716	-0.040797736	FALSE
skyblue	Zm00001d014284	0.853687646	0.009822548	FALSE
skyblue	Zm00001d014349	0.871306703	0.067048662	FALSE
skyblue	Zm00001d014564	0.888434278	-0.045011878	FALSE
skyblue	Zm00001d015385	0.868528636	0.06341811	FALSE
skyblue	Zm00001d017092	0.802872855	0.004256097	FALSE
skyblue	Zm00001d017711	0.82244868	0.128736633	FALSE
skyblue	Zm00001d018034	0.924963488	-0.045057851	FALSE
skyblue	Zm00001d018069	0.889969472	-0.008711775	FALSE
skyblue	Zm00001d018386	0.820733119	-0.022407378	FALSE
skyblue	Zm00001d018779	0.831776857	0.015578561	FALSE
skyblue	Zm00001d021435	0.822087005	0.091947279	FALSE
skyblue	Zm00001d021620	0.831511895	-0.010024067	FALSE
skyblue	Zm00001d021763	0.862536333	0.033955893	FALSE
skyblue	Zm00001d021906	0.822503933	0.082165608	FALSE
skyblue	Zm00001d023559	0.810352807	0.03819598	FALSE
skyblue	Zm00001d023707	0.810638197	0.03798307	FALSE
skyblue	Zm00001d024148	0.810811387	0.053553652	FALSE
skyblue	Zm00001d024519	0.822724784	0.027635424	FALSE
skyblue	Zm00001d026405	0.804158371	-0.05569579	FALSE
skyblue	Zm00001d026437	0.807829444	-0.029538648	FALSE
skyblue	Zm00001d026603	0.844978417	-0.007677252	FALSE
skyblue	Zm00001d027488	0.901981991	-0.025631016	FALSE
skyblue	Zm00001d028562	0.811983872	0.08090638	FALSE
skyblue	Zm00001d031071	0.862569418	-0.037609598	FALSE
skyblue	Zm00001d032332	0.820617503	0.060425633	FALSE
skyblue	Zm00001d033893	0.800292012	0.011284905	FALSE
skyblue	Zm00001d034543	0.849322414	0.028036584	FALSE
skyblue	Zm00001d035001	0.806806588	0.011273158	FALSE
skyblue	Zm00001d037551	0.802797461	-0.018812244	FALSE
skyblue	Zm00001d038170	0.804043802	-0.000118359	FALSE
skyblue	Zm00001d038579	0.89079179	-0.07069626	FALSE
skyblue	Zm00001d042050	0.844554847	0.048031563	FALSE
skyblue	Zm00001d042344	0.825172348	0.000712873	FALSE
skyblue	Zm00001d042697	0.853370448	0.009665305	FALSE
skyblue	Zm00001d042840	0.829143029	0.08445658	FALSE
skyblue	Zm00001d044099	0.849090683	-0.097447465	FALSE
skyblue	Zm00001d045575	0.840032006	-0.018963442	FALSE
skyblue	Zm00001d046170	0.867446792	-0.06190789	FALSE
skyblue	Zm00001d046786	0.820385246	0.109060321	FALSE
skyblue	Zm00001d048593	0.838237128	-0.014950142	FALSE
skyblue	Zm00001d048998	0.923907417	0.026773316	FALSE
skyblue	Zm00001d050403	0.869121586	0.038974122	FALSE
skyblue	Zm00001d051532	0.831866123	-0.084586543	FALSE
skyblue	Zm00001d051785	0.889083137	-0.065831281	FALSE
skyblue	Zm00001d052595	0.834345646	-0.01164134	FALSE
steelblue	Zm00001d002325	0.817867915	0.033932319	FALSE
steelblue	Zm00001d004978	0.813844218	-0.017902707	FALSE
steelblue	Zm00001d016926	0.86284888	0.051106388	FALSE
steelblue	Zm00001d018362	0.809158669	-0.04560719	FALSE
steelblue	Zm00001d025827	0.882389804	0.114813691	FALSE
steelblue	Zm00001d027884	0.815475719	0.058158717	FALSE
steelblue	Zm00001d029571	0.828284897	-0.073954755	FALSE
steelblue	Zm00001d032933	0.876274109	0.1264738	FALSE
steelblue	Zm00001d043296	0.826584614	-0.03177756	FALSE
steelblue	Zm00001d043592	0.822535144	0.061110556	FALSE
steelblue	Zm00001d044903	0.907833113	0.081140452	FALSE
steelblue	Zm00001d049046	0.849599556	-0.043791233	FALSE
steelblue	Zm00001d051915	0.81973093	-0.027127765	FALSE
violet	Zm00001d005996	0.83005649	-0.17139615	Negetive
violet	Zm00001d008612	0.809953018	-0.114224619	FALSE
