line	AGY	EH	ERN	KR	PH
5707/PHW30	190.5649004	141.8027151	14.82950692	40.96753693	330.9946064
5707/xuan6	182.242083	151.0209191	15.67329159	39.02572916	313.2008455
6/L473	185.5242792	126.4640232	17.13073785	41.01200581	303.6912322
6/W238	132.3134185	128.4625498	13.34584806	35.8016414	291.28952
6/yue89E4-2	167.448844	140.6785438	14.98292231	36.01666826	289.5983775
7146/S22	172.6764643	128.4375682	12.6728536	37.08317673	292.1963646
7146/Sg1533	150.4778153	150.7211401	15.03964304	38.79167621	305.161791
7327/hai9-21	169.1610894	150.6461954	17.20744555	36.8171081	321.8526328
7327/ji432	161.1789182	181.8232108	14.56125786	40.9420086	323.200645
7327/yuanwu05	167.1145005	148.6476688	15.4431685	39.54453276	313.9116155
75-364/6	163.1262479	126.1892258	13.83230685	37.05427546	291.4610852
75-364/9058	170.1905083	124.7902571	15.03768001	38.38834187	302.0000896
75-364/chang69	171.7745285	137.555846	14.79823798	37.32994678	310.578349
757/5707	178.1134516	134.8078719	17.13073785	38.84785364	306.9264615
757/BCC03	167.0608772	128.0378629	15.67329159	40.65625477	318.1517266
78010/han49	146.1863561	129.8365369	16.74719936	30.85827814	288.8630981
78010/LH162	164.4647036	113.8859573	15.82813639	37.04641488	285.408942
785/P167	188.1307638	135.157614	13.83230685	42.36089518	303.127518
78551S/M101	189.0031367	112.1995394	14.36926073	39.085021	308.3480016
78551S/Q1261	190.9285762	113.423637	13.90546437	39.91026751	284.6474963
78551S/SC24-1	217.9075292	110.2509759	14.52267613	43.36885647	298.2011462
7903E/7327	187.4218214	149.6968952	18.51147641	41.08612061	311.2155912
7903E/hai9-21	154.3708137	133.0211469	18.81830721	32.01446903	292.6520269
7903E/ji432	165.5897657	155.022429	16.1037929	35.76562025	308.3173522
807/1101	161.8652599	139.7042621	15.3664608	38.98126028	305.3333561
807/7327	178.7986789	123.3163438	16.31882641	38.58760698	299.6717049
807/yan156	168.6875943	131.3354318	16.28695318	34.89012329	295.4315939
84-126-15-1/7327	156.3383862	140.3038201	18.66489181	39.6779394	300.0638539
84-126-15-1/785	143.7331643	145.4874985	16.28695318	37.30626579	307.4289024
84-126-15-1/7903E	166.4982712	128.6124393	19.58538418	39.0109062	286.8288252
84-126-15-1/B7	133.9871809	110.9754418	15.25841627	32.82004669	257.6872525
84-126-15-1/dan598	165.0443769	140.2038938	19.43196879	35.9277305	294.8433704
84-126-15-1/equn3	186.6817205	146.6241605	16.87217095	41.22266011	304.5245488
84-126-15-1/LH215	165.4117472	144.2509102	16.59378397	38.04741379	306.5588218
84-126-15-1/M101	172.5682893	132.9092716	18.66489181	38.31422707	295.676687
84-126-15-1/P167	150.3428566	139.8791332	17.05403016	36.12042898	289.4758309
897/L061M	165.4782961	142.7163639	18.14913754	35.23728986	308.5670076
897/LH82	161.2375694	124.740294	17.78387886	35.80455739	289.0836819
897/yan38	129.2428878	127.4882681	15.36598773	26.88502146	286.0200178
897/zhongyin15	163.1208947	136.1069142	16.21024548	35.43857281	291.6081411
8982/liao2204	111.3185787	134.6795508	15.66170855	30.20606144	258.7333438
8982/xing230	178.252563	134.857835	15.25602306	37.49663078	280.775025
9058/6	178.5027687	126.5639495	14.67609152	39.85581493	294.4512214
9058/W238	145.1040501	119.6690327	15.67329159	35.60162537	287.5641045
9058/yue89E4-2	174.0324736	138.030496	14.98292231	37.35073467	299.1815187
91huang15/1538	188.724303	135.9570247	15.21304541	38.4179878	306.26471
91huang15/IBB14	166.9174717	140.4786912	16.05683008	36.69852442	302.0981269
91huang15/Lp215D	181.3023276	122.0672646	16.51707627	37.76577755	293.9855444
91huang15/M3736	132.4081429	168.5080271	14.98292231	39.81134605	326.8525326
91huang5/chong72	148.9042225	136.2568037	16.82390706	36.1500749	295.8237429
91huang5/mei68113	175.1750739	148.4977793	17.28415325	40.78966141	329.3034638
96201/D15	190.1980692	166.6482166	15.74999929	40.47837925	333.8352683
96201/SC-9	145.776087	147.1237922	13.79959756	41.28932399	310.3087466
96201/yi36	160.4394268	134.4331481	14.82950692	37.39520355	285.8974713
9702/84-126-15-1	154.3529491	128.2377156	19.88960698	34.62356352	305.8235424
9702/equn3	186.8162485	142.0275493	16.28695318	41.93102934	312.2449823
9702/han49	163.3331993	123.1164911	18.8950149	30.63593374	288.7895702
9702/LH162	168.7560867	110.1760312	17.13073785	38.10670563	297.0246992
9702/longkang1	203.591592	134.5330745	19.50867649	38.52174852	311.9998892
9702/Lp215D	165.7642565	119.6690327	18.05123023	36.77263922	309.4264113
