gid	B1	B10	B11	B14	B15	B16	B17	B18	B19	B20	B21	B23	B24	B25	B26	B29	B3	B30	B35	B36	B37	B4	B41	B44	B45	B46	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B64	B68	B7	B70	B8	B9
Zm00001d012852	22.82681813	15.26111547	28.92281454	15.92868816	18.96845228	16.14097909	33.01834294	16.12610715	23.73029604	15.85213251	17.49344211	20.81675903	32.37296201	39.18732446	26.80219134	31.47203141	30.26941272	24.29868025	26.12267129	28.54738298	23.92671882	19.36070545	25.95540633	27.52573036	25.5631363	21.49867687	25.81380062	19.15188193	31.30687068	18.71590302	19.69705922	22.92883693	19.84136571	22.66589379	20.81625946	23.21107506	23.41742574	16.77139434	21.81553706	15.25510845	26.89814608	15.2816144	26.40466411	24.51917075	32.54721803	20.43576378	15.78664629	17.60038974
Zm00001d012853	3.749325066	2.883962385	4.496773752	2.310765125	3.612695149	1.641027227	3.445047108	2.851833964	1.906185396	3.213094396	1.946631335	2.976549066	3.660322138	3.866002538	3.82482835	3.138767759	3.590603015	4.097646019	3.02715161	3.925198639	4.012089502	2.868667519	3.996225545	3.261020754	3.345645582	2.947432379	3.25280885	6.009617263	3.371274495	5.648949578	3.701149265	6.081623159	3.357340012	6.163463685	5.102703451	3.820190118	5.40009892	4.786559321	3.860539589	1.997918861	3.842077592	4.340561568	5.436634835	3.189512081	2.909519569	5.830002731	2.043209213	2.713490968
Zm00001d012854	13.72580991	13.63736334	17.1519337	14.29605373	14.48965291	8.854515627	17.05708427	17.5994221	12.32982758	13.53577915	14.73351982	14.14148262	20.24966193	16.72061263	12.02376461	13.91749546	16.06077314	15.71889684	14.19259115	13.70457316	13.76908857	12.59903839	16.18292138	15.59550515	14.18567491	9.25708711	14.18342885	15.87407668	13.19087033	17.03199374	11.57073316	16.8169439	14.64572578	20.20082258	14.37502923	13.93752366	17.36657957	13.8552489	13.42139368	8.341449457	12.62006595	13.47083199	19.23980413	17.72241913	13.83465944	20.28318944	10.55909704	11.26931394
Zm00001d012855	5.30206479	5.871807203	6.200468734	5.65477126	5.092936019	4.503164195	5.960309165	4.142988781	4.213357987	5.439571217	4.715619131	5.990235718	5.209615281	6.208666556	7.00978948	6.228026659	5.112538103	7.555329411	7.199875151	6.678818653	7.402187835	4.600798817	7.334726416	6.280701107	5.355998874	5.533515494	6.78819441	8.190877731	5.054618358	6.125598851	6.16299573	8.019064413	7.0852452	7.448809301	8.540843344	6.676968433	6.975589681	6.806446432	5.970347652	5.02922098	6.312863222	6.986589607	6.886976875	6.988163666	4.633553088	6.595525628	4.847683874	5.427943826
Zm00001d012856	1.402036335	3.278805594	3.295553739	3.515963847	3.517412328	2.81780503	2.978072816	2.889836699	2.517410966	2.966139554	2.178423826	3.287681962	2.797661593	2.843493694	3.313995025	2.555801001	3.109950858	2.903743891	3.39718895	3.292203508	3.084186347	3.228479797	2.96433418	3.024975737	2.573348582	2.777001354	3.338810625	2.303791528	3.038265822	2.895578046	2.680805205	2.687917271	2.777105213	2.726505972	2.698486982	2.316889711	2.635703785	2.839723228	2.572752511	3.11370907	3.050221194	3.052556125	2.736573635	2.660599142	3.230193586	2.515898016	2.930771202	2.799852373
Zm00001d012857	85.99974422	68.39584491	65.04530031	66.51370152	64.24997347	33.81499906	53.44838642	61.93687149	51.13189182	74.11475614	56.83775091	47.42932103	59.89259009	63.90962607	54.95712399	62.90454786	62.09164884	58.04928345	61.81113341	51.04640239	59.03066282	58.50895926	64.10752363	68.70247721	59.63307257	61.05856759	66.12474051	65.40640296	48.87009704	69.95320149	71.01723975	64.91213997	61.57278058	67.69206659	61.0497976	58.44009853	60.2750608	69.37364376	65.93990178	31.852129	62.74182915	65.76568742	60.85336671	65.79271391	46.263265	72.77978294	37.23302571	45.85649161
Zm00001d012858	19.35570346	20.15343814	13.80374042	23.84266162	19.85318086	18.13254505	15.54874265	23.86057276	20.59058493	22.29697788	21.58348772	23.62874063	20.39960122	22.50373317	20.06304167	21.88445997	17.01910203	20.29144834	22.90822794	22.09036508	20.13311587	24.27441677	23.29033594	21.73001336	17.1222517	20.57694353	19.89996539	15.0596871	17.08112411	18.93149114	20.15426131	14.48091859	18.68849066	17.42693962	18.06305344	19.93935706	17.04903934	18.02087238	21.40191395	19.84708655	18.36641032	22.39595298	19.40149442	21.70058725	16.46280817	20.62429132	21.69573225	19.66851357
Zm00001d012859	0.095793225	0.058593664	0.134154041	0.059863794	0.136731218	0.105362904	0.100186433	0.211891801	0.575350104	0.159574951	0.406997513	0.590332046	0.140471036	0.201187595	0.355341869	0.138549139	0.136174324	0.126895908	0.280944424	0.648592743	0.298963061	0.124122776	0.117366063	0.146562731	0.266282989	0.197580689	0.149593509	0.146117053	0.134682626	0.064696659	0.190381907	0.113102639	0.327863416	0.051150454	0.164522925	0.533261172	0.168023821	0.308449874	0.247599745	1.279198003	0.129621539	0.192457005	0.169098397	0.175204159	0.077453071	0.056147699	0.960771217	0.2812825
Zm00001d012860	0	0.034949519	0.274351604	0	0	0.056561483	0.153664633	0.029166385	0.071002885	0.025958753	0.121381445	0.053583011	0.118287717	0.06000145	0.051906541	0	0.15664679	0.097315637	0	0.149755293	0.082303058	0	0.157512709	0.112397994	0.091632994	0	0.066921329	0.278895448	0.120501757	0.038589789	0	0.168656581	0.183338967	0.183059087	0.261689139	0	0.200443232	0	0	0.072437339	0.089210428	0	0.159256692	0.282162127	0.098997084	0	0.047101953	0
Zm00001d012861	4.211961631	7.603057706	28.8121983	11.36318777	8.034097229	18.77476311	29.18219809	10.64230911	15.01172241	8.440781782	19.04049063	11.12633148	22.70057495	11.46636953	12.0771186	13.99307024	23.05601879	11.91117714	11.03833367	11.59436989	13.5709537	17.7018398	14.6068787	12.26901566	10.16602238	18.20779441	14.65878837	23.73422754	24.58924936	6.568044251	8.531805827	22.8164904	10.00917855	11.22109255	16.14345241	10.62906888	15.86205461	8.006425355	11.61325702	17.51146122	11.99043096	10.34710848	12.33550493	8.239382343	23.07713482	6.898958684	16.34366993	12.31235938
Zm00001d012862	0.824714335	2.79193274	4.093778575	2.698485591	2.491753235	1.514690425	3.818643625	1.694508109	1.925595161	2.28579168	1.473761389	2.098539239	3.067022387	2.655323549	2.992105463	2.378125204	2.836119482	3.673525078	3.01903671	2.396030744	3.530196381	2.012516108	3.233095876	2.967452809	2.844847981	2.01396122	3.47033858	5.221754651	2.751138465	2.907579312	2.89498255	5.802612656	3.503385756	4.213788053	4.981261255	3.219485351	4.950788983	3.56212289	2.681339541	1.749142551	2.712948256	2.860537829	4.098565044	3.657130161	2.821844842	3.344231016	1.576710743	1.643137298
Zm00001d012863	2.43921297	6.880686512	10.548231	7.428741057	4.646093995	6.505228196	10.03968326	6.067964575	6.6935183	5.338825148	7.986034612	6.689776586	8.096605102	5.881668331	9.408701929	5.024751228	10.28950836	9.817139238	6.165094614	7.39133792	10.66410775	7.493546462	10.33677152	7.280057296	6.326672243	8.058112055	10.71782044	9.26405145	10.25750192	3.526590646	5.317070669	8.01844375	6.275469006	5.196430177	9.597106865	7.70094584	8.831592906	5.366880235	6.318909847	6.618477551	8.090555984	5.521839506	5.279081554	4.37228261	8.577435449	3.358062204	6.053456792	5.764794259
Zm00001d012864	0	0	0	0	0	0	0	0	0	0	0.020600838	0	0	0.040733743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d012865	9.883744486	24.48075833	21.93905114	26.65659724	21.24135039	19.72140362	22.03474662	27.02527032	19.16295723	22.35916086	24.27721762	23.73901176	21.97100233	18.64598314	26.21443148	20.90831805	23.56460484	22.4373887	18.93568768	21.46093478	29.39224045	27.38578584	23.72185738	19.66001881	16.41419475	26.66669211	25.69554797	19.33189016	22.39618081	16.5970335	18.16261428	18.01890166	16.0142773	16.261058	20.35893259	20.49252408	20.42506109	22.65391719	22.64494008	20.12403709	22.32280773	21.72287579	15.27080642	12.13910166	20.89562477	16.33433766	19.07077813	19.08909344
Zm00001d012866	3.424648945	6.653046177	9.222164975	7.582642188	6.188329569	6.388203364	7.758914352	7.293414506	6.288668828	6.722410865	6.448010912	7.740807512	7.843935794	7.085707431	6.520516567	7.214477717	7.601861697	6.744143532	5.164210855	6.274037218	7.919873474	7.543286185	5.929967236	5.228889233	4.126912419	6.02210775	5.375192896	9.137564234	6.553522632	6.643746949	6.620889667	8.677822709	4.171761613	7.28241915	8.128433387	5.330346084	7.785295116	7.510754969	7.279820137	6.754285117	5.99400641	7.484599067	8.098262341	3.690037957	6.462337095	7.147020725	6.860469993	7.405873788
Zm00001d012867	3.099667815	9.71391037	8.923050171	6.9232202	4.055640763	2.878983475	6.715204356	5.674577476	4.14902664	6.919452004	4.715036866	4.62424041	5.921825985	3.928106996	5.653458352	3.531179934	8.334697226	5.670308368	4.441787553	3.773666225	6.793720824	6.5727143	6.177155029	5.419957143	4.565933788	5.978916273	5.949820734	12.22286232	5.915645627	4.458269245	4.563228976	10.18860262	4.137990377	6.65551463	8.314043398	6.220397715	6.91358682	5.602643017	5.044471919	2.614905805	5.24583873	3.413595304	6.943580467	4.54588983	4.654406499	3.34205482	2.933774044	3.319142698
Zm00001d012868	26.57577281	38.67766034	7.633356451	31.64265359	25.67326319	40.34163469	8.94358693	27.44054589	33.04525973	30.37947764	34.72815593	38.26997987	12.62789923	14.28173594	16.08256297	31.13477467	16.47696007	10.42791832	9.051391026	16.45585047	16.73995152	29.80457501	9.309939912	9.879113772	7.699720267	27.66540072	10.49822807	7.083436457	15.61307753	20.49577782	26.96617051	8.521401675	10.05110357	13.06569077	12.10550563	13.37687415	12.37006868	23.09296713	26.98848155	36.04601929	14.88065392	24.74242552	12.95010026	9.241276813	17.87198951	21.7348238	38.27189683	39.23758565
Zm00001d012869	3.175489278	7.195485649	5.001396516	6.677454025	6.264169202	4.08005907	4.876840857	4.62915222	3.552155446	6.282510239	4.99833717	5.169153779	6.952248492	5.248947445	6.30693568	4.067253097	7.033499029	7.244421077	6.028859967	5.641467148	6.736492864	4.579367824	7.185459616	6.231732123	5.460495884	4.562261233	7.400107993	4.525930272	6.469516075	4.84426609	4.005767181	4.078695339	5.286673495	5.041321725	7.164900005	5.462316551	7.053715399	3.715899445	4.277018766	4.656936256	5.17779487	4.389912704	5.006785853	4.986067708	5.818916717	4.871866764	4.592216175	4.233142693
Zm00001d012872	0	0	0.009324639	0	0	0	0.003481827	0	0	0	0	0	0.012061059	0	0	0.00224703	0	0	0	0	0	0	0	0	0	0	0	0.004739537	0.018020656	0	0	0.009171657	0	0	0	0	0	0	0	0	0	0	0	0	0.008075291	0	0	0
Zm00001d012873	0.120525554	0.221164924	0.325524609	0.338938646	0.215041378	0	0.207087103	0.092284264	0.024961952	0.155144113	0	0.075351109	0.187134865	0.274225378	0.246353312	0.116213588	0.073428183	0.057020881	0.244716872	0.263241726	0.188075348	0.133033155	0.209196566	0.302947719	0.257717797	0.024859297	0.141162178	0.30640369	0.211819495	0.366301508	0.306073227	0.154162656	0.154692254	0.202263946	0.241500231	0.234829334	0.164426089	0.048510857	0.12980257	0	0.200723464	0.423756244	0.20155925	0.23146112	0.16705758	0.211932497	0	0
Zm00001d012874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237123141	0	0	0.215886391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d012875	9.88138767	4.623371373	7.732170356	3.867368967	4.397742665	5.33717117	6.203045032	6.003422444	6.296125169	5.936407074	8.419287427	6.361522498	6.472384784	6.257235715	5.561334654	6.069959198	6.515300683	6.656061439	6.827178421	5.657617002	5.496798688	5.96270962	6.709043531	6.403355077	7.786307718	6.11091633	6.27883214	8.909384431	4.937391232	7.477297276	7.249159989	8.669298671	7.559266695	9.961787437	8.075451875	7.345615125	7.725786042	6.839634325	7.195660281	4.313303075	6.914294355	5.908108857	7.750420001	9.288717634	4.680798614	7.238428361	5.73826446	6.056520427
Zm00001d012877	0.051670285	0	0	0	0	0	0	0	0.107013917	0	0.480226233	0.034611036	0	0.135649212	0.332487476	0.099643421	0	0.635578204	0.407991553	0.338561608	0.186067919	0.32235702	0.422043622	0.395275243	0.580050008	0.106573826	0.680820457	0	0	0	0.085575706	0	0.193426997	0	0	0.143818922	0	0.051992498	0.055647418	0.032752768	0.215129454	0	0	0.236260154	0	0	0	0
Zm00001d012878	431.2561202	264.2881577	273.0691322	280.3140709	270.7902826	192.1676373	265.0885404	214.1024043	194.6146003	288.9497268	198.3711284	199.8533065	240.0877567	230.1366278	225.0396204	351.9910161	224.9318143	280.9427586	310.1793593	221.0707132	261.3365602	289.7057584	271.7234032	272.4836641	252.2987084	299.0458634	279.7049207	340.5567149	211.5575912	297.7190769	288.5085448	322.2503329	254.7424435	372.6060936	250.0529732	235.7138641	265.4879506	285.209395	295.5553823	192.4214335	240.597358	266.7244307	284.8131595	294.2041053	166.4407516	293.0503921	199.8119213	221.061131
Zm00001d012880	8.041496701	4.951373754	7.358933758	3.872780929	7.229358114	3.649473588	4.452350464	5.827270665	3.306985669	5.24702531	3.732179489	6.073771094	6.545164354	5.596963952	6.592750738	4.931897903	5.889093502	4.662974146	6.532233782	5.712041885	5.125297537	4.162229232	5.458451122	6.036994411	6.248404076	5.651046406	5.947261012	5.753080113	4.15850175	5.967748682	4.979603782	6.292946579	6.032063452	6.303776866	5.2114185	5.405846057	6.171802323	4.806650739	4.646376009	5.240191107	5.046194492	5.638541076	6.405031275	7.410823244	4.443860053	5.396422862	5.029219899	5.55556404
Zm00001d012881	35.84502483	18.04117857	21.08615982	16.55342324	15.49549352	17.75686411	15.5080873	14.49275949	12.54127904	17.86127178	19.83008727	14.51938385	10.93600352	21.01795303	30.54166508	18.05279723	11.83924765	27.65367815	23.03920892	21.87599029	35.05525441	16.65756601	33.82031971	31.6295375	38.06678177	19.26339853	21.32632802	50.79995427	12.39218808	26.82241562	35.07193677	47.82129743	41.48947658	37.11385296	45.11185281	44.03445431	35.65956656	32.93597493	32.93252649	24.36592701	39.68754438	30.14784972	29.78865309	40.3031285	11.99333894	27.9039062	13.81610593	17.99023641
Zm00001d012882	8.211113939	10.17007902	12.33018596	8.918914156	8.604686538	8.926747477	11.12731639	8.932430138	9.202536862	8.80739338	10.25359065	9.725670523	11.1453605	10.9073121	12.05043516	9.398986391	10.90730911	12.17624398	10.12617574	11.29448483	11.42090897	9.680104939	10.33616437	10.54882409	11.80515537	10.28820055	10.59582794	12.84884844	11.20013404	8.96957585	9.370753383	11.68322028	9.911934547	10.69444087	12.83688983	10.73883853	12.47494218	10.62229633	10.16499364	11.07917934	12.0476522	11.43596763	10.16576855	9.936581686	10.56961777	9.805949631	9.415358868	9.977178912
Zm00001d012883	1.749770655	1.063071697	0.760248052	0.782371561	1.265330216	1.205287241	0.567754352	0.924755787	0.237935198	1.204469168	0.516268463	0.781382366	0.411635447	0.819741582	1.127278828	0.553869015	0.68196475	1.070312736	0.857287838	0.607997912	1.325975009	0.729452987	1.163944158	1.216878448	1.388892245	0.692642657	0.810777638	1.635543784	0.465933554	1.402590391	1.834392047	1.052102387	2.041633934	0.977463617	1.239516735	1.639833863	0.749201688	1.653974105	1.579894847	0.933623644	1.43495923	1.802108388	0.714309269	2.182022995	0.495066433	1.942425506	0.862058256	1.387283778
Zm00001d012884	1.976149715	3.62558725	5.444224267	3.707531005	2.770713943	3.83737013	5.606942482	3.362450098	3.576190142	3.402076971	4.059588933	4.027189643	3.767336284	3.30654724	3.683992784	3.373329718	4.620971382	3.885858056	3.296473544	3.384724771	4.353963425	3.693039653	3.956438835	3.334421721	2.732167087	3.392204866	3.722440746	5.400205237	4.234363039	2.209922869	3.091641276	5.212403178	3.015530775	3.098328689	4.277812163	3.514648132	4.243388801	2.930892404	3.435020107	3.714403395	3.507495964	3.401231124	3.66002444	2.72547423	4.16923673	2.650482636	3.86257309	3.918364229
Zm00001d012885	0	0.113573918	0	0.04641434	0.21865005	0.624938252	0	0.227473729	0.599910892	0.202456853	0.591671935	0.547254271	0.249856362	0.09749204	0.042169603	0.128905966	0.135746187	0.126496942	0.050267381	0.072997981	0.106982655	0.085543478	0.204744855	0.024350322	0	0.160850249	0.065241392	0	0.187962851	0.200645668	0.073804632	0	0.071494632	0	0.021259993	0.082690935	0.043424772	0.067261271	0.023996514	0.442545312	0.092769029	0.089530893	0.041402359	0.203762196	0.102946074	0.19589909	0.459195454	0.629098385
Zm00001d012886	79.27889931	53.31476727	96.75115045	54.28933016	55.74189142	58.92956098	77.78476615	72.7313231	56.96102962	70.8088704	69.53579044	59.66698358	75.64993876	125.512658	44.81984566	57.03848455	75.78148867	57.99422408	69.72579213	45.79824643	46.52268734	52.4848267	52.33069852	52.48357109	61.01366071	48.29719028	63.6771327	95.34711394	51.76733318	92.65056067	54.58863757	85.2881068	70.15246251	155.7258662	83.41980995	61.52240409	93.47471842	85.72314895	53.7277523	44.88309751	57.17663279	77.36801122	93.46083978	65.57023722	46.57524324	106.9353305	67.82518748	69.27658434
Zm00001d012887	4.397467115	3.610190833	5.654330951	2.999397798	6.270684073	3.424262733	4.586058673	5.611770055	2.921672751	4.169537082	3.427385541	3.988313827	5.924775985	5.346615722	5.321297301	4.146333305	4.040358205	3.534924765	4.499458965	4.855410636	4.390979382	3.660438798	4.211691171	3.912665313	4.951153582	3.451455768	4.064114216	7.489190772	5.262832833	7.906734782	4.060451586	6.585811572	5.098805333	6.812766548	7.01786618	6.851092921	6.086431659	5.364688963	4.505435506	3.831739468	4.455699231	5.922508892	7.267270219	7.40230733	5.461428333	8.116484282	3.395159724	3.362173813
Zm00001d012888	12.73979555	16.21049854	20.58755313	17.45845131	15.69340811	12.34269919	17.71318948	13.30177354	15.08888475	15.85628382	13.21606454	15.76738334	20.96585496	19.32503233	12.06742459	15.0305602	19.08593575	14.52753218	13.6114598	13.8271341	12.68093317	12.32535839	15.14861357	15.78703132	15.0931494	11.65346175	12.7550598	16.10621212	14.36354752	19.43163635	10.43742489	17.61654652	12.30363896	18.0989723	14.84374755	11.39886544	14.4733086	15.52797388	10.9729449	12.30836371	12.72295856	14.08688584	19.87731237	13.75438136	16.0891783	18.45403073	13.85872584	14.26415855
Zm00001d012889	3.021763602	2.727024379	2.626318826	2.424971843	3.855751092	3.814008234	2.571944171	3.54010338	3.052228359	3.113264267	3.683203031	2.964271145	3.226121133	3.48964857	3.48761957	3.033068029	2.615570261	2.788896528	2.71009592	2.190943982	3.686648461	2.496162598	2.933493569	4.168521942	4.051607494	3.729350609	3.311915077	3.652107107	3.560744016	5.826969561	3.309058131	3.168113298	3.311454971	3.646486622	3.521324473	4.067502587	3.572119069	3.987681476	2.907577565	4.103010388	3.067938446	3.533116282	2.991541982	5.345548552	2.288739929	4.984410373	3.760323954	3.02105742
Zm00001d012890	15.75618307	15.61153638	19.00699275	18.0108945	15.27857569	10.55764276	18.89532845	15.82005281	12.33264348	15.38307263	11.48795257	13.83075892	19.39008739	18.56346084	12.70486938	21.04668639	16.58518692	17.18787602	18.48014675	16.02554912	16.15423884	16.93359261	17.85641988	18.15935424	19.72327205	14.8802694	19.32486655	18.49692591	13.71587482	17.09925827	16.96255924	17.07475131	18.50861125	19.04099228	12.37184796	16.18077448	15.29387185	16.08940978	19.03382339	8.387864656	17.76905224	14.69193121	17.29922792	16.75792556	12.67710993	16.80880909	11.57531399	11.75657917
Zm00001d012891	0.417090586	0.103828323	0.27653348	0.181849717	0.116817687	0.653462938	0.257238736	0.169169397	0.758365016	0.146892348	0.828523761	1.074227066	0.204989249	0.971902235	1.112474517	0.982039613	0.177282894	1.027932838	0.87531464	0.836824956	1.170138803	0.982194073	1.114143038	1.01233912	1.005932747	1.080352277	1.121858939	0.172613528	0.182403221	0.13102042	0.738974401	0.219506035	0.715845351	0.09988778	0.134198931	0.764953039	0.217396889	0.092722549	0.955844361	0.813651328	1.055060218	0.272827972	0.238813515	0.669712653	0.123242478	0.170561243	0.779614892	0.996868548
Zm00001d012892	7.164539302	18.1509419	21.05292607	19.42435338	15.83877192	15.97675683	19.32799942	18.43175436	18.02612544	16.11649512	16.79266696	18.91260303	21.99993482	19.36162214	20.8418987	17.36128384	20.03647133	20.66977349	19.98005108	20.45316846	20.54859055	18.07053782	17.72170485	17.35073298	15.14095051	15.2604886	20.52912845	19.34735906	17.36044363	16.30343837	15.27156245	18.54294845	16.00587528	16.74650331	19.39484429	16.97319503	18.68675117	16.63212214	16.82386089	18.4221171	16.09021674	18.34355767	18.09234967	15.02387653	15.4181249	17.49947004	18.25907589	16.20166305
Zm00001d012893	2.823226846	3.849013244	4.153649773	3.892770822	3.336102602	3.33338824	3.247405087	3.021258671	2.138992047	3.05435903	2.079355028	3.997723842	3.048663452	5.963496641	5.674845066	4.607779182	3.773521715	6.408032548	6.106646196	5.126218186	7.219770731	3.248039683	5.695893332	5.578635228	4.335315716	4.007212065	5.316875098	6.124909692	3.069276111	5.479155043	5.117436136	6.734210043	5.224370107	6.392957127	7.075761153	5.105252303	6.034312865	6.073503553	5.233183764	3.636413105	5.978590589	6.764863728	5.631369881	5.403622233	2.928549491	5.863299622	3.372952792	3.226697728
Zm00001d012894	0	0.92644524	4.414131264	0.790399434	0.568336079	0.298836983	3.107509479	0.454322529	0.16493079	0.79452703	0.024878282	0.326332622	3.200233476	0.352538886	0.443280813	0	2.711194449	1.515878194	0.813741394	0.491100354	0.551047298	0	1.549618958	0.839572062	0.84139122	0	1.627651349	1.857773955	2.137198678	0.506198036	0	2.571842154	0.741520762	1.386442301	1.412406211	0.425925269	1.761993392	0.744749679	0	0.368198702	0.516842603	0.743497364	1.697341055	0.83963224	2.743261307	0.457614029	0.347543766	0.380908339
Zm00001d012895	2.699772399	5.199218746	5.236726434	4.402436416	3.616458374	1.686570616	3.809952505	3.642664968	2.813211947	3.986291084	3.117808072	3.452964564	4.341009042	5.692286028	7.60524609	5.299920681	5.345571721	9.044652166	6.571327784	6.882454931	8.754907455	4.275569935	7.834411414	7.491370222	6.016421969	5.272656788	7.567469097	7.472573203	4.105697279	6.453011573	6.716311195	8.857237522	7.764906582	8.594838639	10.20740978	7.177949967	8.37750923	7.712619917	5.901473838	2.098164508	7.789324914	6.555509098	7.148634745	7.487767224	3.49602789	6.263782696	1.530077518	1.586448512
Zm00001d012896	4.785561471	9.184978799	9.335575421	9.764121486	7.414749672	5.472020241	8.030699432	8.238224425	6.975721995	8.230139303	9.701642713	6.859252077	9.085153815	5.425131133	8.143407844	5.622472287	8.906169042	9.029677053	6.775394111	6.237614475	9.437778333	10.42899962	10.84319944	8.481337928	6.564351943	7.236494368	11.91669277	7.89897963	7.367167382	5.908074058	5.291607208	6.23437572	6.698305252	5.796871076	8.469507786	6.757713795	8.000146548	7.152498791	6.113658869	6.57104097	7.143094647	7.62684143	6.075968749	5.0629676	7.310732044	5.59351232	5.721785541	6.720149674
Zm00001d012897	1.692868389	0	1.97918206	0.02203999	0	0.581870249	3.272273805	0	1.511999703	0	0.936524052	1.842681591	1.551512225	0.888852314	2.278772606	0	1.332162776	5.976712	5.036489545	2.888609406	2.247945959	3.645697065	2.862698318	2.358816169	4.581350465	0	5.390532711	2.904971161	1.892944082	0	0	2.779528754	3.723122248	1.17027486	2.140218901	2.542476183	1.742422512	0	0	0.29509581	0.363426154	0.021257008	1.494162716	3.44455268	1.692617358	0	0.36341726	0.31067845
Zm00001d012898	4.578730071	7.314447129	20.11517581	6.923998377	7.042913225	9.36705127	17.37290994	6.739963354	7.209991192	7.404579993	7.2004281	9.903748657	11.49578229	12.45419856	15.02937333	7.760245591	12.69341124	20.70923077	15.5211587	13.68621734	16.86603117	5.836929772	20.15344128	18.90636344	17.51209328	7.594122693	20.44033823	17.20827412	10.31725337	7.934615287	7.765652394	16.40248731	16.29054431	10.67014875	14.45013526	14.13127429	13.6536741	9.095821075	8.642241232	9.887327404	14.00287437	8.701183097	11.82637562	15.88549478	10.90458412	8.131181218	9.647007356	12.53671173
Zm00001d012899	23.37875713	32.86817018	30.53409985	29.87756666	37.92169512	38.70494991	26.30108392	29.5689057	25.86207852	34.59031696	19.45019074	21.72435395	28.11003427	54.37928552	29.44282553	42.57627886	25.74609078	26.81441734	40.96570919	41.51620776	27.06351905	21.1323186	38.14202288	39.12027834	54.23662759	57.02030603	25.86502196	14.19718547	29.09643303	47.28261355	42.68349439	32.0467367	42.33069053	27.98069899	32.69923474	43.71948949	53.23602708	28.34114391	63.1884469	24.67689641	51.91817694	31.70821884	64.83963983	62.28336221	36.90005022	42.74592244	25.62738362	32.33800096
Zm00001d012900	18.88767211	43.50016523	45.22915276	35.42032389	56.65395495	35.66029997	66.70034113	38.86384509	41.11903384	47.30634471	26.80926705	24.3975805	49.69627378	62.21087251	28.99339585	40.0724783	33.89316464	39.79590454	43.70069248	46.70400166	19.96595701	26.80634756	45.81881865	41.95148994	81.75566814	45.48332009	28.82290326	20.27103464	61.35168499	56.98476587	34.24168097	28.67581003	49.04882336	33.75311131	33.13978522	49.80809534	46.77415549	34.80282702	42.4171057	37.4111495	43.96203003	37.97934294	64.74686863	60.38788403	69.20634237	58.5624685	34.26842691	25.53183915
Zm00001d012902	0.019875625	1.276515093	0	1.573303753	1.733207121	8.460279193	0	1.851573352	5.413098749	1.37704817	5.585733957	5.081345942	0.874367564	0	0	0	0.877894742	0	0	0	0	0.038153441	0	0	0	0	0	0	0.82436509	1.420660574	0	0	0	0.614034083	1.223206079	0	0.852191165	1.829960485	0	11.18770262	0	1.786951485	0.535512838	0	0.700206984	1.524180381	9.653227489	8.181876061
Zm00001d012906	0	0	0	0	0.01570737	0	0.026306717	0	0.018233078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035434017	0	0	0	0	0	0.032203286	0	0	0	0
Zm00001d012907	0.164620268	0.067128649	0.36228213	0.034291896	0.102800268	0.036213144	0.516509932	0	0.102283119	0	0.116570595	0.088215932	0.25559884	0.230493376	0.14954781	0.158730754	0.200584305	0	0.074277208	0.251684772	0.11856157	0.26860565	0	0	0.070400959	0.441404094	0	0.267841665	0.370322474	0.185301576	0.25446597	0.22676083	0.140857987	0.175803696	0.157073321	0.06109381	0.224581975	0	0.035458263	0.013913269	0.171349298	0.099220974	0.214122564	0.120435054	0.456352413	0.064326395	0.022617554	0
Zm00001d012908	1.677528481	0.053442225	2.202470706	0	0	2.911818075	2.937157729	0.044599083	2.062875069	0.03969421	1.392056624	2.106904791	1.266137941	1.605621334	1.051674405	2.426268929	1.117819329	0	0.118266622	1.373968466	0.692184702	2.213887345	0.107047472	0	0	4.216909014	0	9.915342415	3.150886971	0	3.472878148	2.011598152	0.112139368	1.119681792	2.300895407	1.361858142	1.277095836	0	3.669758091	3.079290192	2.291755275	0.05266097	1.412436775	0.191760669	2.664271043	0	2.232769782	2.012951959
Zm00001d012909	8.416623252	21.42134425	9.682578691	21.7855449	25.59337893	15.53952313	10.74588271	31.69056957	9.983674299	28.5305397	12.34093729	7.62587811	19.33623259	5.772230936	3.455163966	9.648367559	17.18341523	0	0.057846278	4.543216762	3.131676967	10.61009512	0.078538193	0.028021661	0.013706875	14.03469114	0.031282477	14.37330375	25.07529748	23.22683027	8.337518741	6.969347773	0.054849331	9.720893879	11.96357932	3.818230179	13.33003019	17.00916971	9.547716119	10.42646205	5.117614294	19.10555418	13.114193	0.02931047	23.51948595	21.5854129	10.00492462	11.10537148
