gid	B1	B10	B11	B14	B15	B16	B17	B18	B19	B20	B21	B23	B24	B25	B26	B29	B3	B30	B35	B36	B37	B4	B41	B44	B45	B46	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B64	B68	B7	B70	B8	B9
Zm00001d024472	0	0	0	0	0	0	0	0	0	0	0.196413469	0	0	0.388365552	0.251977817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238978978	0	0	0	0	0	0	0	0	0
Zm00001d024474	0	0	0.692314076	0	0	0.689220607	0.405232801	0	0.329290225	0	0.314579078	0.467768546	0.61312239	0.376481386	0.665539561	0.090179597	0.379859422	1.75218715	1.3292704	0.857937007	0.516413676	0.035906529	0.897604178	1.144746316	0.93992597	0	1.0406228	1.559729234	0.282712986	0	0.351097554	1.177869517	1.580504689	0.428053869	0.892379607	0.62476534	1.057187602	0	0.141014154	0.624458379	0.934546196	0	0.83416669	1.796095525	0.324083988	0	0.424039959	0.950621417
Zm00001d024475	11.11844011	0.025702175	0	0	0	0.27037269	0	0	4.255614525	0	3.905341735	4.751165949	0	3.927176637	3.807708365	6.539361207	0	0	0	3.730698618	3.828293132	8.584412788	0	0	0	7.111190385	0	0	0	0	7.502092456	0	0	0	0	3.695866494	0	0	7.792760415	0.426168315	4.133185097	0	0	0	0	0	0.467628927	0.48404837
Zm00001d024476	0	0	0	0	0	0	0	0	2.099125978	0	0	2.515375222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012610649	8.763471746	0	0	0	3.407270873	0	0	0	0	0	4.616616933	0	0	2.799954857	0.03280955	0	7.11479846	3.9064498	0
Zm00001d024477	0.189790678	0.270874126	0	0.138372921	0.10582001	0.010437532	0	0.322931851	0.402900815	0.12933755	0.067197109	0.428004893	0.098226619	0.132867886	0.150861938	0.393451416	0.192711341	0	0	0.207262378	0.091126409	0.296013256	0	0	0	0.137010112	0	0	0.110071684	0.23499757	0.17811979	0	0	0.101342025	0.090544902	0.123261326	0.092471614	0.267363881	0.102199563	0.156395907	0.118529146	0.362240839	0.1851464	0	0.054805064	0.315188029	0.16949253	0.042868614
Zm00001d024478	0.085797852	0.139946166	0	0.187660945	0.107156212	0.0471845	0	0.97810892	1.288290554	0.376800657	0.144293157	0.352489933	0.688275689	0.045048758	0.045466336	0.04963699	0.696945466	0	0	0.093696208	0.030896341	0.069996811	0	0	0	0.203509156	0	0	0.386014104	0.28007234	0.037892632	0	0	0.026179001	0.130983176	0.063682531	0.384589835	0.310798374	0.055441098	1.424901548	0.017860986	0.293038216	0.111597777	0	0.475689379	0.159248713	2.575669782	0
Zm00001d024479	0	0	0	0	0	1.432336369	0	0.027021798	0.328910421	0	0.983992967	0.042551214	0	0	0	0	0	0	0	0	0.038125681	0.045728021	0	0	0	0.032755779	0	0	0	0.071504608	0	0	0	0	0	0	0	0	0.034206795	0.456355237	0	0	0	0	0	0	0.785494341	0.251096603
Zm00001d024480	0	0	0	0	0	0.271716926	0	0	0	0	0.093713616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079713207
Zm00001d024481	0	0.529041343	0	0.880258049	1.081328434	1.104890381	0	2.964359205	0.33011467	0.39855894	0.269046001	0.006621242	0.607510285	0	0	0	0.203246522	0	0	0	0	0	0	0	0	0.015291027	0	0	0.899006532	0.016689863	0	0	0	0	0.325389785	0	0.245623228	0.641542211	0	0.49499401	0	0.565990949	0.013775522	0	0.852031884	0	1.044030426	0.150707212
Zm00001d024482	0	0	0	0	0	0.343205981	0	0	0.280978752	0	0.312221745	0.205984941	0	0.783561653	0.739472588	0.601741111	0	0.847232871	0.459100329	0.503730901	1.400496137	0	0.747987487	0.593054743	0.60919825	0.895434358	0.63558448	0	0	0	0.868801259	0	0.812587785	0	0	0.755230018	0	0	0.876656552	0.556111281	0.621334943	0	0	0.918090338	0	0	0.559187764	0.183861116
Zm00001d024484	0	0	0.017432912	0	0	0	0.013018924	0	0	0.039587448	0.015425695	0.003891182	0	0.015250503	0.03628083	0.058813203	0	0	0	0.057094709	0.041837757	0.058543674	0	0	0	0.134793819	0	0	0	0	0.067346561	0	0	0	0.049884932	0.064675965	0.033964292	0	0.018768656	0	0.027209421	0	0	0	0	0	0	0
Zm00001d024486	0.061709083	13.23188782	0.02057637	3.106519148	1.5230664	0	0.276596339	8.942413521	0.852034615	1.199294411	0.264004644	0.27097694	2.297738902	0.117002828	0.011678972	0.218171643	1.378491755	0.204362838	0.023202785	0.22463294	0.049381835	0.375114938	0.084006778	0.089918395	1.286527242	0.562151558	0.020076399	0.041834317	2.714904593	0.092615492	0.499653453	0.172029713	0	0.070608505	0.117760113	0.057253628	0.150332424	1.303971843	1.583937492	1.568992767	0	6.705195947	0.076443212	0	3.266903779	0	1.130446882	0
Zm00001d024488	0.483541325	0.061618088	0	0.020984593	0.035947215	0	0	0.085703462	0.219069068	0.137300497	0.115918148	0.247421551	0.034758051	0.123417162	0.21353344	0.456528602	0.040915206	0	0	0.088009174	0.181381507	0.497946295	0	0	0	0.78956094	0	0	0.028326906	0.340180505	1.579425242	0	0	0.307375332	0	0.112157294	0.078531863	0.020273194	1.312749572	0.323535429	0.167768865	0.020239104	0.262060451	0.018424766	0.058179257	0.590458699	0.394456891	0
Zm00001d024489	0.308082136	0.231422489	0.397392738	0.118219508	0.195280819	0.802561578	0.3997357	0.131051661	0.201494672	0.20872241	0.27269818	0.441697791	0.265747742	0.32635924	0.242435113	0.414320636	0.074089698	0.107397888	0.146323869	0.159367964	0.330880539	0.361841845	0.231775458	0.248085663	0.121351803	0.334443388	0.126607919	0.527640037	0.24507452	1.423650307	0.751935479	0.271218015	0.208114503	1.100828291	0.402258643	0.571676616	0.418718689	0.481320938	1.065238627	1.30191434	0.388185918	0.390924679	1.129861663	0.40036518	0.262208493	1.512732726	1.102758572	0.357093624
Zm00001d024492	1.999047927	9.348568394	6.126055012	9.13810164	8.916740232	15.96712374	8.106900541	10.15024464	9.906936519	5.52608724	7.442935466	12.83079567	8.758620373	11.3152833	16.67084579	14.97659647	11.01897403	10.8836722	11.63264008	17.86310398	15.44482184	9.555409614	8.35850986	9.501538573	6.496608786	15.77282189	10.46784606	13.27783737	10.48958356	8.893604498	17.51745589	10.80228056	9.621524854	8.616865527	14.39634679	14.79355803	13.6977722	12.05311877	15.3608946	19.34257873	13.49191956	12.90941647	9.44847646	7.689677945	11.60927462	7.93539479	20.13037611	8.080975171
Zm00001d024493	7.679582908	22.2427106	15.43024133	25.48552615	17.74623812	17.22268649	15.16120229	24.34509656	22.19553494	18.29821199	20.15877009	25.41863356	18.54203597	19.51150209	24.30370781	23.12137366	22.90000937	19.5745571	16.1985973	24.29382607	25.61601236	23.07882672	18.60222069	15.80414768	11.8421575	23.32670417	20.18754619	14.32628388	21.68882017	13.80649678	21.28816812	15.11973067	14.29522696	13.07392361	18.76007171	18.4654283	18.98884629	17.93039497	22.11237851	23.69423106	19.56707032	21.20700731	15.53360272	10.55213919	18.98877133	15.05358019	22.68284522	16.81941021
Zm00001d024494	0.282534321	0.032003193	0.062805781	0.098090771	0.112021555	0.241701685	0.070355174	0.133537953	0.260068705	0.095081481	0.111148707	0.15420692	0.08123684	0.164829566	0.202005472	0.2118871	0.095627401	0.029703901	0.141644908	0.411391721	0.113047079	0.060261733	0.032052005	0.068615055	0	0.323748978	0.091919558	0.031922989	0.099308861	0.459375535	0.173307388	0.061775376	0.134306453	0.095786731	0.059907034	0.087378357	0.122363601	0.189530791	0.101427124	0.318387375	0.130703651	0.094606045	0.379160554	0.14354178	0.16317252	0.245337878	0.237221321	0.212723035
Zm00001d024496	0	0.257221926	0.605752958	0.157678623	0.078781514	0.013876065	0.998999629	0.10732957	0.13064199	0.133736102	0.223336187	0.1014071	0.435287743	0	0	0	0.538015845	0	0	0	0	0.339042646	0	0	0	0	0	0.718416429	0.576465767	0.113605452	0	0.2730818	0	0.423431065	0.40927142	0	0.393393259	0.101555439	0	0.010662506	0	0.253461679	0.304745865	0	0.480876024	0.073945295	0	0
Zm00001d024497	2.529406852	0.840037452	1.721598273	1.238482832	2.293700848	2.277300777	1.441533561	2.427002849	0.858703994	1.469018062	1.227931983	2.682945857	2.096360347	2.560324282	2.961104416	2.182450774	2.610695783	4.82614751	3.847396747	2.08450834	3.749843664	1.241399454	3.162932277	3.106234009	4.784091967	1.903969197	3.059210731	3.054740226	4.602994487	3.170052977	4.675750753	2.288592697	5.499991936	3.254220047	2.712018051	3.159686901	2.668085924	3.279871224	2.79149913	1.236390637	2.844508686	3.897793431	2.19011279	4.402083473	2.153569056	3.230071424	1.612210697	1.808214288
Zm00001d024498	0	0	0	0	0.013089475	0.032276933	0	0	0	0	0	0	0	0	0	0	0.029796944	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032400946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d024499	50.54548924	68.59162901	63.67419421	70.73351067	69.27638497	49.07296821	50.84068528	55.13211035	46.19248604	70.76988974	49.82975935	30.07825694	44.15787739	38.14684552	38.07422547	39.45058778	40.09349838	31.75104825	38.00372944	32.78949454	30.73526232	44.4911069	34.48113069	34.72789442	52.81079339	40.75832637	32.6199722	35.84978239	47.76019985	68.84906266	41.25627072	31.95565144	40.94514342	36.40469556	45.14219298	31.44186344	43.98411558	67.44962506	38.56773435	54.51964396	31.03765879	73.59059521	37.38650205	39.33016103	54.49171784	75.17197483	49.23897924	42.33129412
Zm00001d024500	1.054598593	1.139613704	1.244830216	2.065015085	2.050957142	1.937120309	1.039937408	1.220203044	1.004718553	1.229745246	1.568238791	1.036077747	1.692011068	2.528674403	4.782219618	4.06747558	1.049411115	2.973638951	1.64164235	2.280331453	5.342063254	1.781487473	3.833219439	2.397238471	3.856102537	4.045850506	1.729236682	5.748133233	1.660664844	10.44637635	5.728892351	4.690102343	4.895365277	6.178244173	11.00838554	3.894253117	6.803129429	15.45070803	5.088260738	1.711332139	5.159220279	10.74222079	3.625267072	2.430341757	1.388666131	12.4039381	1.159149635	1.048104122
Zm00001d024505	0.433848469	0	0.043886556	0	0	0.675571847	0.03641616	0	0.36093044	0	0.847864281	0.678091953	0.012614568	0.569487885	1.45029423	0.336071651	0.004949718	1.44600699	0.703834101	0.857076402	1.576943811	1.555688456	1.607596606	1.161355743	0.971990853	0.985334836	1.79606888	0.024785228	0.013707392	0	0.484405363	0.043166543	0.813356321	0.014873895	0.023256116	1.060583401	0.023750985	0	0.532866307	0.35122736	0.900628	0	0.004528967	0.465847719	0.025337653	0	0.251154901	0.487220891
Zm00001d024507	20.84421483	18.08341972	32.05098435	17.36996852	19.32074022	26.55306446	30.06425436	19.94635316	34.44974544	18.4114411	32.51117594	39.48624724	27.27760334	32.04297377	36.56813408	25.00566899	35.5370322	45.7758489	35.7691428	36.36773514	41.48839929	29.80081847	47.07616675	36.32758105	42.68271772	27.57923998	47.88051262	34.95268998	33.48646439	20.32927469	31.46740944	41.22321905	39.58260734	30.59259467	33.08682868	37.66955103	35.79155046	21.14927479	30.9652326	25.0872836	43.98107654	16.49945688	31.08558904	36.28594345	34.01945479	18.62031484	25.59043817	27.107221
Zm00001d024509	13.42123276	8.441481216	9.76720198	5.785579618	9.418400134	7.826898457	9.175693256	7.925242847	7.574397178	9.483238557	8.673150238	8.335325218	9.255635935	6.883872463	7.372117762	5.988155742	10.08945461	5.745664455	5.292903649	4.747434173	6.54348756	7.633024456	6.446446648	5.995158191	8.705427231	7.36534096	4.882798237	12.73574281	9.738120452	11.84509244	7.771258321	10.5574709	8.819600097	10.29049402	12.37797991	8.866995587	10.90990739	11.35247052	6.651199796	11.50365118	7.469734522	11.71462629	11.34742088	8.503176557	8.737520607	12.70662089	9.006555631	7.520291674
Zm00001d024510	5.919766722	11.64353535	4.936120321	13.78875981	10.37738142	4.685294193	4.824354754	12.36884282	7.484834494	10.34402923	7.639946852	8.747738033	9.062817633	10.45490387	8.323617849	14.35377102	8.692635844	6.572722505	6.182566747	10.30739696	8.979167962	11.81858399	6.957046122	6.568948966	5.46601467	10.58765887	6.133357749	5.708251422	7.684250482	6.211471732	12.20388729	5.376494226	5.339788419	4.591447497	8.018326105	8.918353597	7.825891848	11.35935093	12.8667552	4.52389973	9.100421225	11.87669737	6.069132918	4.618575065	7.205889731	6.389568908	4.561474506	5.526123688
Zm00001d024511	171.4220485	156.5631409	136.8418648	165.3418036	156.887308	101.2443469	123.5117903	181.0953581	97.57127647	179.0866822	137.1566711	95.03884658	117.6504419	119.8170836	98.471251	142.0297393	111.1878918	157.9597011	168.1194035	108.7925406	135.3309188	120.5581159	162.7696955	158.1882346	173.0853342	132.2653786	167.6667887	168.1131647	96.7930366	208.0918169	139.6247507	155.0771963	165.1267618	178.9837337	138.6919728	132.8445196	139.3280907	182.3794785	156.1950668	95.77755537	136.6846499	171.2653237	173.9124877	188.2797333	79.24654719	209.5927624	104.5831167	113.7898061
Zm00001d024512	1.299428462	3.322149187	3.766843349	3.273702237	3.286475302	1.7192042	2.520848619	2.963432073	2.381250669	3.201602311	1.818618788	3.071515003	3.292190345	2.426061371	3.150710445	2.010607333	3.851201802	3.35705229	2.578520322	3.473331403	3.254293518	2.242996866	3.532128227	2.840161833	2.760362177	2.283756018	3.505991837	9.042102879	3.73642117	2.971300266	2.640357348	3.343575987	2.688695601	3.702794807	4.612137134	3.17182334	3.931309698	3.368091908	2.509480006	3.665600129	2.860878398	3.239412707	3.839868792	3.278757097	3.184548267	2.917624814	3.107942575	1.398379231
Zm00001d024514	0.345018837	0.026379629	1.673884438	0.152724928	0.0269317	0.213460867	1.005202351	0.154101944	0.928935503	0.052249248	0.251948907	1.479096527	0.714261294	2.973953674	2.660883958	3.49309085	0.437910356	1.167088092	3.181579951	3.099019529	3.727303041	0.658162087	2.501080393	1.894696221	0.986738044	1.236452166	2.146747501	3.850544831	0.648803791	1.74763659	1.895196576	1.994377541	1.623692068	2.533145907	1.349726532	2.376802969	0.857327083	0.060754812	3.622860224	1.778764822	1.912323862	0.069317315	2.404114594	3.691546038	0.747222401	1.887455623	1.558371139	0.21430883
Zm00001d024515	0.025075285	0.051125844	0.301001083	0	0.044739259	0	0.112394023	0.010666499	0	0.028480289	0	0	0.043259246	0.109716274	0.588468318	0.084623641	0	0.118631678	0.94755181	1.040579059	0.255843389	0.01203369	0.473635351	0.64398309	0.093831619	0.129299127	0.36710907	1.84866722	0.074917211	0.112902013	0.429136994	0.283726841	0.616853321	0.497319964	0.454588671	0.814268897	0.109956765	0.025231653	0.256550962	0	0.026100265	0.037783838	0.58242095	3.233289698	0.014481772	0.061239524	0.017225753	0
Zm00001d024516	13.0468639	9.52997834	12.62245369	10.58806737	9.773013123	7.252636963	10.53422405	8.936380252	8.454360178	9.45208542	7.755494862	7.921072222	11.03520336	13.57339631	11.84675797	11.85160166	11.00916696	14.28690429	13.45133604	13.23813596	12.58147487	8.022697122	14.05196479	13.42643531	11.62211282	8.721952967	11.91953189	14.03553719	10.19635497	15.68870338	11.06860541	14.36254905	12.38657973	14.64456764	13.19652082	12.14148575	14.65858869	13.0771628	10.23774962	7.055000993	11.44983088	13.12880327	14.30067441	13.12230671	9.133799028	15.9840232	6.813040166	8.411630058
Zm00001d024517	0	0	0	0	0	0	0	0	4.108024037	0	0	4.748657636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.713467029	0	0	0	3.194194266	0	0	0	0	0	5.017579264	0	0	3.736844514	0	0.031820491	5.301676438	6.604787308	0
Zm00001d024518	336.5679526	405.6628092	325.7312908	523.3643096	438.5664455	317.9947156	303.2928252	553.2696495	374.7202593	406.8895546	338.4103858	434.0371497	404.1257604	422.5409277	294.7855911	411.228754	352.7573828	380.5527991	351.7956527	418.1662511	324.9942016	412.3108981	387.1774893	306.0035393	360.9345109	359.2012086	380.1537788	309.5776825	307.5415726	381.4187135	336.1345603	316.2238611	350.8950686	323.0843443	288.9328481	341.7428161	320.1758494	381.7111453	407.0133884	222.7386092	309.6876297	347.3292976	343.9944539	268.5478043	302.3264884	335.1520695	304.8345904	338.9277051
Zm00001d024519	107.2209796	72.70696586	65.03706166	53.75311153	51.87136938	63.48363183	63.6061305	57.94274407	79.65944172	61.79766183	75.16881907	78.34350315	39.58879609	48.80633919	37.88982756	64.86680541	52.129877	40.23444724	46.57425798	44.88602336	41.36365642	63.82153587	37.6523344	41.58304031	54.65280614	55.72213643	39.62075393	46.5912048	47.28478785	51.64660367	58.1812272	58.87807569	46.81747996	54.40365427	35.01733935	43.60486797	40.8012917	38.50578874	63.15155603	58.20088781	44.15163018	35.00864881	55.34648102	51.60311206	60.78764582	48.60530668	63.32219155	73.9171212
Zm00001d024520	0.763226796	0.313550271	0.854635634	0.177970597	0.82314573	0.275647732	0.5020846	0.581481718	0.471854613	0.517532111	0.383158202	0.457829522	0.795915374	0.568209937	0.758886777	0.505259414	0.682438021	0.732946887	0.552534672	0.335883114	0.656340845	0.459209659	0.593164948	0.722050406	1.132653406	0.505157688	0.700450301	0.637112821	0.612614156	0.73088571	0.327017148	0.594034097	0.828506472	0.547439357	0.858667489	0.655276228	0.843637655	0.653361419	0.404852572	0.389923778	0.47428329	0.60648995	0.698511945	0.947981408	0.539471453	0.856871006	0.352146725	0.231571912
Zm00001d024521	1.086285478	5.718137792	5.733895012	7.137168895	6.308122277	3.460424829	5.930605819	6.201793146	5.277826187	5.731837291	4.487107531	5.149935255	6.783053473	4.059492894	4.48674967	3.326718113	5.71618739	4.460471053	5.33292182	4.148272149	4.485837768	4.059012752	5.050238772	4.726191072	4.068528143	2.663289355	5.687924861	3.841906835	6.435739154	5.390892549	2.821219148	5.155833813	4.296673579	4.17441888	5.769115605	3.289789603	4.939856249	5.589040005	3.553842169	5.938777241	3.626736898	5.710039433	6.00466911	4.354710093	5.823834374	6.313699408	6.237408142	3.595566582
Zm00001d024522	283.6303746	68.45300125	292.4416631	87.02270664	507.8875936	517.5022153	501.3980932	357.477793	684.3169264	241.0270262	612.7183633	355.7031621	680.9602075	292.9458309	226.4114677	313.9812235	456.0118606	19.40230516	176.5006844	192.6367853	71.5727971	542.3125502	59.5266779	132.2221905	226.7504265	603.3715864	158.8168612	2.24859455	698.9885188	33.76124125	85.11142339	10.05614864	53.47539328	12.91547234	15.25974795	114.733885	48.31934666	6.688030186	124.1674076	626.1193852	147.8529034	24.5504189	124.769655	123.8221467	693.949761	18.46167531	655.2706006	378.2539718
Zm00001d024523	21.33336581	17.0967681	23.59193376	16.63992789	18.01563721	26.75151468	24.16063597	18.06166631	20.0185303	14.95642419	24.24153849	26.21376016	23.29703126	21.11586106	26.20480044	20.5497085	26.11714547	29.70978629	30.96146504	24.62754806	25.74745627	26.26838187	26.44537185	23.57174464	20.94827324	19.39000743	28.89613093	21.58601527	27.88492812	14.18870253	20.99632182	17.94170197	24.91341884	19.39021279	21.51511624	24.07060174	21.88262064	15.67079125	19.78692805	22.80097586	20.58463912	19.546905	17.69213751	23.45169968	21.39910097	14.47908593	23.99297622	25.58852591
Zm00001d024525	25.88849047	13.51766512	19.30310112	13.83724545	13.48682652	14.33553115	17.98257192	15.89628222	14.97221984	13.68466106	15.99150384	17.76684847	18.03643287	16.71362713	17.88040935	14.43891402	18.92060199	19.18766788	19.71757321	19.0682734	18.57940527	15.16816982	17.20923976	17.93258908	16.43941359	14.13487272	17.86965402	19.75893577	20.16661642	19.63295357	15.54143723	19.56973881	17.91873246	21.89252677	20.75400335	18.65474616	20.92229771	16.13928156	14.14311637	19.40183245	16.95366776	18.08453567	17.68538979	20.63747788	17.20094792	18.53329254	17.03553088	13.82323007
Zm00001d024527	9.266167979	7.037292937	13.36919145	6.566856483	11.95775852	13.39500536	21.83616757	9.95210185	11.43342001	9.095188261	11.64760405	10.106171	12.2388316	9.859242549	7.616075275	12.50852151	10.01610198	2.458663078	5.342293749	7.656318681	3.801721248	13.36409709	3.463944742	5.325807503	5.315101954	16.82679432	5.225393169	3.92861464	14.56513932	3.410536078	5.813812446	4.630909511	3.051894631	3.089122087	3.751732406	4.730702316	5.771236283	2.486386988	7.138701333	10.98898991	5.542008854	3.358858211	7.269798045	4.600079591	18.79539345	2.662925841	10.39361484	10.66422297
Zm00001d024528	1.135797403	0.578942571	0.757444016	0.760490051	0.983087328	1.844149843	1.070714126	0.713213053	1.302188755	0.583584414	1.232748642	1.129134479	0.793110256	0.378640204	0.532280352	0.352016584	0.741391737	1.100284061	0.396558448	0.265790644	0.681679546	1.622237796	0.869738372	0.620628324	0.578251618	0.641444552	0.686250856	0.49499286	1.0931159	0.684904323	0.238869081	0.558762913	0.838798731	0.6601129	0.541863624	0.476715308	0.764210737	1.061245865	0.407740426	0.617108083	0.562963972	0.950798652	0.552745679	0.272034438	0.765285473	0.8189534	0.557320693	1.893554632
Zm00001d024529	0.170927149	0	0.052610038	0	0	0.115693942	0.137512385	0	0.17700293	0	0.209486443	0.328804839	0.068049042	0.115059599	0.273725902	0.291590457	0.080103472	0.136850115	0.088987953	0.143586396	0.268303294	0.706705774	0.080546272	0.143690618	0.112458675	0.230513477	0.21815973	0.133703429	0.046215163	0	0.406484601	0.129367264	0.112503457	0.020059234	0.125454666	0.219580676	0.025624845	0	0.566411214	0.100012917	0.164228289	0	0.024431424	0.120239543	0.015187053	0	0.090323348	0.118793383
Zm00001d024530	1.316607965	0.449048837	0.876409498	0.378117719	0.634772075	0.48847977	1.008876159	0.444751414	0.791979732	0.560771907	0.582696226	0.772762605	0.805838385	0.61420131	0.86296661	0.693093463	0.658604614	0.847313425	0.933675489	0.718905957	0.752431086	1.098756953	0.874756819	0.751167232	0.636543321	0.681396548	0.791334965	0.721107558	0.766477057	0.806389934	0.732194585	0.669145552	0.766227042	0.845550824	0.595794385	0.660174622	0.641490219	0.535772085	0.531730904	0.768092297	0.607118751	0.564045963	0.822980904	1.000404493	0.666732716	0.959907815	0.771450192	0.614999363
Zm00001d024531	277.3131102	63.96496208	145.5102424	60.69461799	164.1477464	235.9799077	211.6653319	114.3822705	299.9386633	93.5922766	235.5291567	169.7274538	206.9760108	125.2845605	169.7175157	151.5215492	166.5882441	56.59335534	134.8418134	121.8681163	81.45766818	269.1700817	76.85905091	112.0215247	157.4235151	260.4048829	124.3814347	35.19200808	259.6762601	57.10517561	115.0517314	44.26551012	99.40111059	49.94515864	56.99055542	135.0076427	75.17365427	58.08594689	107.4911976	287.6922484	94.02292269	60.20846604	87.26387923	159.4750906	259.4318282	53.39218149	256.9936352	180.4899219
Zm00001d024532	1.579957301	0.664199	1.140545413	0.746456466	1.271436201	1.186895366	1.308061496	1.087800566	1.138536074	1.06066762	1.297573143	1.141972763	0.955400791	1.197314009	1.673897886	1.028709359	1.339649022	1.232958299	1.469859677	1.351863393	1.779198467	1.53599249	1.970690679	1.157038176	1.454103672	1.285034404	1.764633683	0.985519973	1.608780249	1.6592736	1.384786153	0.84938812	1.733424308	1.118234239	1.227777948	1.51877554	1.06343751	1.204649704	1.140226496	1.786186787	1.280028363	1.562593161	1.059309216	1.757661515	1.142945975	1.44001863	1.253210345	0.846186353
Zm00001d024533	10.96117724	19.36919708	15.69213645	18.87636958	14.36492543	17.91993521	16.02126779	12.13065778	15.71488328	16.21210604	14.64306017	16.36292447	13.25618597	14.14431468	18.61486779	13.70945315	15.67643489	22.19522286	20.2548232	19.06719583	21.97341103	17.25396293	17.7076201	17.3041246	15.35282456	17.23826639	19.04338697	18.79527376	14.00281854	14.05441185	17.82939587	19.41172379	16.94088175	14.24203128	20.29870612	17.73130359	18.4700165	18.00198776	17.28726698	16.82863449	20.46701465	22.08811535	13.94384961	15.98543738	15.03037626	12.85043441	17.14410582	15.72567345
Zm00001d024534	24.45209846	21.83860306	24.46884559	18.25693806	24.43824234	17.4148007	20.74754555	18.13502038	17.64097362	21.92985332	18.0026455	19.20728037	20.37025923	18.31463519	19.23458073	18.9654509	19.21159168	17.88591559	16.85135374	16.47781554	18.97887714	20.25659314	21.11646724	19.52204641	19.81425234	16.850791	16.85901658	24.91888743	18.11212181	27.61325999	20.73491435	22.60273318	20.76425961	23.65135344	24.52455203	18.80473464	23.14089322	26.09361817	19.5229841	18.53710506	18.21770086	23.63412314	21.80127983	21.27378157	17.55567135	27.17407161	16.70083128	18.16485839
Zm00001d024535	0	0	1.493576098	0	0	0	1.010177935	0	0	0	0	0	0.631810697	0.345138777	0.469189999	1.032219194	0.743731718	0	0	0.646063868	0.473421505	0	0.02876319	0	0	0.610111986	0	1.317780992	0.306965129	0	0.855384987	1.746255573	0	0.386811809	0.618240592	0.744919486	0.768656221	0	0.819178375	0	0.17593848	0	0.863725205	0	0.439288801	0	0	0
Zm00001d024536	0	0	0	0	0	0	0	0	0.032383072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031799734	0	0	0	0	0	0	0	0	0	0.031466502	0	0	0	0	0	0	0	0	0	0
Zm00001d024537	1.923125544	0.320470331	1.017367625	0.982251419	1.78985125	1.098300023	1.450473098	1.478795631	0.325531205	1.078132819	0.982067344	0.875311511	1.244147776	1.100369063	1.028909419	0.802351347	0.356746971	0.612388641	1.168085405	0.767367662	1.065430002	0.754303538	1.000637243	1.091261348	1.08735728	0.686525229	0.577540235	2.369298016	1.384429009	2.039840363	1.000434704	1.182617635	1.107568282	1.340030129	0.652822543	0.806354607	1.063138548	1.097807345	1.294469464	1.930132595	0.750650762	1.263141901	1.460307506	1.927785765	1.463088757	2.492868095	1.422737086	1.253026099
Zm00001d024538	5.959874918	3.548530151	5.978794394	3.819987761	4.922959847	3.837910037	4.731348544	5.330431942	4.184816241	3.79279429	4.448744482	4.534335909	4.54040706	3.952454027	5.418051319	4.093057188	3.999911754	4.739546951	6.033271311	3.893990818	5.136176706	4.457283695	5.530281115	5.158643792	6.44456579	4.307693945	5.021467165	6.457679389	5.54450185	10.05336802	5.268108607	6.465434119	7.028282015	8.04337449	5.670445682	6.978911184	5.824199577	6.287495259	5.047115773	6.996011888	6.150469907	5.833444449	6.389047935	7.360172462	4.089233333	7.72968616	5.237315081	3.470908562
Zm00001d024539	6.688356702	12.84264082	11.78779718	12.36370044	10.24733836	10.53968924	12.43303994	13.85966958	9.304520778	11.94215947	11.52877789	10.24109349	9.651990095	8.781945439	9.694129112	14.31705035	10.27774827	10.65315008	10.58446242	9.301820358	10.65373067	10.05576606	10.70575781	10.74017492	8.181158274	11.37303516	12.50957397	9.665057417	9.442184148	7.957339501	10.53876856	10.53830247	9.94351005	9.046164429	8.286890729	8.240024956	7.83340649	10.69029285	10.25472672	10.46918258	8.679662995	10.4694211	8.733899086	8.264324641	9.385219835	7.909327843	10.69572599	11.45097118
Zm00001d024540	11.30344268	11.73497304	12.6821667	13.98757627	11.12921839	9.561066009	13.79287835	11.87127943	9.810687035	11.07490281	10.95059049	11.52181937	11.51599167	12.71280729	14.96929755	14.49392031	12.36103839	16.7214465	16.33119091	14.59034142	17.35486605	12.73796171	17.51824038	15.42230171	14.38990448	14.24756398	16.33137814	13.92801186	10.75130583	11.05374808	15.22108639	14.13796224	15.72836794	12.54507944	13.22914087	13.90969553	13.3371843	12.27946622	14.71894577	11.07455474	15.491734	13.95756831	11.72374261	14.86777361	8.818355656	11.08086948	10.31261038	9.303451043
