ID	P5_J92/OE2	P5_J92/OE1	P5_J92/JING724	P5_J92/OE3	P6_J92/OE1	P6_J92/OE3	P6_J92/JING724	P6_J92/OE2
Zm00001d003631	0.188422131	0.479581924	0.059542187	0.181055464	0.10337261	0.252543199	0.036222762	0.052898773
Zm00001d003632	0.108153351	0.033362655	-0.014289422	0.004001102	-0.115039992	-0.03202937	0.020188281	-0.009448659
Zm00001d003635	0.158992899	0.180498208	0.83095665	0.127164063	-0.265899425	-0.191716209	0.284537783	-0.306182313
Zm00001d003636	-0.009910976	-0.000484792	0.005628155	-0.02282044	0	0.028013192	0	0
Zm00001d003637	0.225118936	0.017067614	-0.010978082	0.278096492	-0.032977867	0.084041901	-0.091502075	-0.178611523
Zm00001d003638	-0.14093188	-0.033531958	-0.556627458	0.821622669	0.070350146	0.822805974	-0.230110654	0.484250908
Zm00001d003639	0.468032355	0.213639085	0.095340953	0.276624138	0.210349402	0.019749348	0.28206234	0.419527832
Zm00001d003640	0.084718324	0.037829678	0.059535196	0.110712804	0.073634455	-0.013340374	0.074789567	0.00813233
Zm00001d003641	0.016726958	-0.149405632	0.004213964	-0.160144129	0.092356868	-0.086287953	0.025805827	-0.077648699
Zm00001d003643	-0.030727405	-0.130384889	0.18769922	-0.084402546	0.028856943	-0.096541465	0.135271032	-0.181507026
Zm00001d003644	-0.1392436	0.15550556	-0.034919399	-0.013393396	0.51059427	0.19357628	-0.056402222	0.02398729
Zm00001d003645	-0.105472895	0.374249992	-0.07347258	-0.03969521	-0.027631762	-0.013230029	0.063579175	-0.035355721
Zm00001d003646	-0.093710332	-0.081062615	-0.602819253	0.118246947	0.402954441	0.521065108	-0.676672769	-0.160953061
Zm00001d003648	0.27715554	0.201657543	-0.047654185	0.013697998	0.29397125	0.120565173	-0.200440675	0.09020109
Zm00001d003649	-0.195334024	-0.210131373	-0.071223785	0.208246369	0.492210485	0.807983126	-0.281273267	-0.227271399
Zm00001d003650	0.013557024	0.076931579	-0.040801002	-0.012777353	-0.119735308	-0.034946676	0.018741532	-0.041371271
Zm00001d003651	0	0	0	0	0	-0.042226172	0	0
Zm00001d003652	0.058135631	0.02932743	0.00135871	0.132399796	0.286162896	0.144648483	-0.01412802	-0.016156423
Zm00001d003653	0.051469678	-0.275731938	0.048258808	-0.035434301	-0.122619072	-0.130910717	0.048229949	-0.029755899
Zm00001d003654	0.186297363	0.048951436	0.0791821	0.167727626	0.381911374	0.068258086	-0.099493811	0.022541647
Zm00001d003655	-0.018426881	0.123434929	0.199310254	0.147407383	0.226488685	0.161332748	0.136255846	0.048964068
Zm00001d003656	-0.074905877	-0.020103467	-0.037156966	0.024123688	0.050451979	-0.001405711	-0.003973164	0.007980817
Zm00001d003657	0.414759806	-0.110606828	0.355755947	-0.199750472	-0.145681129	-0.218851143	0.788699774	-0.052694839
Zm00001d003658	-0.07140907	0.006484781	0.135796342	0.187380168	0.021779106	-0.072341555	0.009667357	-0.134683993
Zm00001d003659	-0.220637937	-0.003847383	-0.048260517	-0.096896516	-0.096384704	0.052106959	-0.091376505	-0.228374259
Zm00001d003660	0.180085223	-0.043141358	-0.057423879	-0.032510497	-0.256490175	0.110815653	0.003911079	-0.015404424
Zm00001d003661	0	0.007273381	0	0	0.023065359	0	0.020694502	0
Zm00001d003662	0	0	0	0	0	0	0	0
Zm00001d003663	-0.088283644	-0.165894711	0.308735476	-0.13749911	0.05749503	-0.036152566	0.030613141	-0.087967928
Zm00001d003664	0.145700163	0.0259221	0.238356425	0.130778715	0.154049439	-0.002703351	0.064032489	-0.079770717
Zm00001d003666	0.189856828	-0.146581207	0.523308409	0.006443562	-0.284375664	-0.332003044	0.197094381	-0.224666133
Zm00001d003667	0.060180199	-0.073200657	0.087736364	0.108884026	-0.127121836	-0.049327431	-0.091419744	-0.101976049
Zm00001d003668	-0.264618289	-0.029401439	-0.106483115	-0.274551674	-0.24705915	-0.271069785	0.16968743	-0.070744585
Zm00001d003669	-0.193140814	0.312923696	-0.440861232	-0.178633749	-0.244584036	-0.149945886	0.120540618	0.444093633
Zm00001d003670	-0.220903439	-0.049244077	-0.070569961	-0.255017834	0.172286195	0.079970166	-0.097305877	0.019613158
Zm00001d003671	-0.154437069	-0.06412791	-0.261670132	-0.210644069	-0.357550828	0.058204041	0.042972073	0.038910241
Zm00001d003672	-0.216085328	-0.215655308	0.064306334	-0.236777342	-0.0293891	-0.16785112	0.014630726	-0.11345179
Zm00001d003673	0.044901232	0.239552545	-0.12502041	0.125942311	0.139286585	0.141694025	-0.131440886	-0.06411723
Zm00001d003674	0.08517613	0.145845953	-0.408549799	0.199610571	0.411060892	0.065640465	-0.432806493	-0.145135402
Zm00001d003675	0.246195739	0.237606866	-0.130062104	0.223959236	0.18340409	0.193354223	-0.278122917	0.154536681
Zm00001d003676	-0.341955118	-0.2796602	-0.410839623	0.279435572	-0.542386633	-0.413526368	-0.421549258	-0.130477605
Zm00001d003677	0.009439237	0.001368992	-0.014711929	-0.006558922	0.000635745	0.011155838	-0.007294519	-0.007294519
Zm00001d003678	-0.099047415	-0.021360178	-0.158470635	0.07266192	0.334736894	0.265728331	-0.182175605	-0.107823994
Zm00001d003679	-0.163923076	-0.044969668	-0.135133522	-0.009661313	0.262289076	0.197129697	-0.059852566	0.00883464
Zm00001d003680	-0.15724578	-0.093997365	0.264404612	-0.160806344	0.265929343	-0.195975389	-0.14664421	-0.179671497
Zm00001d003682	0	0	0	0	0	0	0	0.014725564
Zm00001d003683	-0.18373671	-0.136863482	0.183637882	-0.192349022	0.072958553	-0.155321371	-0.074628584	-0.16090831
Zm00001d003684	0.091196465	-0.056402462	0.064914635	-0.113844273	0.054796458	0.014559805	0.040543374	0.022020689
Zm00001d003685	0.035687342	-0.139717152	-0.005616139	-0.02797477	-0.033724298	-0.011815155	-0.057430811	-0.029542837
Zm00001d003689	-0.337341172	0.130645744	-0.736752631	0.79133675	0.102432709	0.87841174	-0.928028154	1.399693916
Zm00001d003690	-0.357895438	-0.166510772	-0.746508076	0.761735486	0.245562428	1.604833528	-0.903516573	0.780891188
Zm00001d003693	-0.010136415	-0.00959695	0.038502363	0.010719157	0.114566051	-0.018197701	-0.018707241	0.015590031
Zm00001d003696	0	0	0	0	0	0	0	0
Zm00001d003699	0	0	0	0	-0.018289795	-0.018289795	-0.018289795	-0.018289795
Zm00001d003701	0.021900728	0.025581391	0.007818587	-0.010257945	-0.019581049	-0.026242486	-0.010042939	-0.009504851
Zm00001d003702	0	0	0	0	0	0	0	0
Zm00001d003703	0	0.010998135	0	0.015865331	0	0	0	0
Zm00001d003705	0	0.047752805	0	0	0	-0.022553604	0	0.052525766
Zm00001d003706	0	0	0	0	0	0	0	0
Zm00001d003707	-0.403851464	0.283967285	0.443452379	1.418798139	-0.256964784	-0.405038314	0.832052267	-0.597075376
Zm00001d003709	-0.173890122	0.023663731	-0.249491226	0.116648794	-0.239053471	0.193168952	0.004914567	0.065922573
Zm00001d003710	-0.249307301	-0.050394153	-0.226106913	-0.003740328	0.579031658	0.29303195	-0.188698956	-0.053079629
Zm00001d003712	-0.357995253	-0.205661994	-0.368538207	-0.152137273	-0.320948355	-0.031576807	0.001325362	0.080314584
Zm00001d003713	0.027430229	0.209153789	0.227863927	0.227763439	0.402712128	0.132960002	0.085517435	0.019885556
Zm00001d003715	-0.079925826	-0.119411463	0.259846752	-0.137144749	-0.181982778	-0.036968205	0.242891666	-0.025135605
Zm00001d003716	-0.028546295	-0.018068846	-0.028546295	0.001682139	0	0	0	0
Zm00001d003717	0	0	0	0	0	-0.009890091	0	0
Zm00001d003718	-0.054471161	0.325834864	-0.347548417	-0.154394686	-0.025636969	-0.045129473	-0.071490527	0.165993636
Zm00001d003719	-0.06242311	-0.214649792	-0.357517706	-0.16599822	-0.166648893	-0.033980216	-0.101130813	0.087366247
Zm00001d003722	0	0	0.06143208	0	0	0	0	0
Zm00001d003723	0.012833514	0.010528593	-0.02088297	0.014523681	0.016714765	-0.010797615	-0.030500264	0
Zm00001d003724	-0.025565858	-0.032668256	-0.034334374	-0.011817057	0.074691427	0.023961903	0.045863374	-0.066029381
Zm00001d003725	0.017779687	0.003516635	-0.10754075	-0.131550711	-0.278176985	-0.082103394	0.145916969	-0.045012803
Zm00001d003726	0	0	0	0	0	0	0	0
Zm00001d003727	0	0	0	0	0	0	0	0
Zm00001d003728	-0.004935527	-0.003464105	0.023013186	-0.005821031	0.014586114	-0.003169457	-0.002946599	-0.006058094
Zm00001d003729	-0.050971597	-0.24056906	-0.230634617	-0.045178986	-0.098118055	0.006291407	-0.201228155	0.031939426
Zm00001d003730	0.141621254	0.100701649	-0.076475187	0.012857374	-0.093989096	-0.04251816	0.06502086	-0.132774212
Zm00001d003733	0	0	0	0	0	0	0	0
Zm00001d003736	-0.045492287	0.085976838	0.164326503	0.20326765	0.074505551	0.016713822	0.06816246	-0.012193905
Zm00001d003739	0	0	0	-0.015377111	0	0	0	0
Zm00001d003740	-0.001340005	5.81E-05	0.005888178	-0.001340005	0	0	0.016814906	0
Zm00001d003741	-0.017929966	-0.017929966	0.049126017	-0.017929966	-0.037622791	-0.037622791	0.072469788	-0.037622791
Zm00001d003742	0.485298419	0.03054816	-0.122464321	0.182789863	0.22109007	-0.031293407	0.155256439	0.535709558
Zm00001d003743	0.238749194	0.639569004	-0.465291674	0.058675475	0.055711825	0.068346061	0.331198276	0.51593047
Zm00001d003744	0.014175516	0.196841286	0.244387325	0.082668563	-0.394353057	-0.16760147	0.200919024	0.083138163
Zm00001d003745	0.12272966	0.079312924	0.003364794	0.056257041	-0.017244423	-0.174968102	0.231012129	0.091316184
Zm00001d003747	0	0	0	0	0	0	0	0
Zm00001d003749	0.068554723	0.069882306	-0.048467749	0.094430046	0.102173383	-0.002526972	-0.068691181	-0.072126244
Zm00001d003750	-0.240845073	-0.172637134	0.215709828	-0.236892462	0.226629373	0.050761222	0.438254424	-0.193759957
Zm00001d003751	-0.053302706	0.128051583	-0.268378357	0.039492041	-0.281838819	0.18138692	-0.037772202	-0.123714826
Zm00001d003753	0	-0.010800693	0	0	0	0	0	0
Zm00001d003754	-0.055287411	0.109350285	-0.061055032	-0.043876217	-0.014239804	-0.032800567	-0.055088815	-0.042864848
Zm00001d003755	-0.006868047	-0.066785657	-0.279658841	0.024601448	0.2012201	-0.009552549	-0.336439623	-0.220514229
Zm00001d003756	0.074182798	-0.173862822	-0.012256396	-0.14581706	-0.3347003	-0.140163408	0.208307771	0.014443551
Zm00001d003757	-0.145352004	-0.097106097	0.284962851	-0.413326159	-0.529877506	-0.116716796	0.084844457	-0.458782321
Zm00001d003758	0.062178916	-0.049933094	-0.167114077	0.059063467	-0.004167372	0.146105423	-0.072532987	0.209439903
Zm00001d003760	-0.141587762	-0.181328441	-0.527504127	-0.168068815	-0.315248042	-0.082670056	-0.417272809	-0.38765476
Zm00001d003761	0.199634558	0.120479088	0.142385251	0.352180627	0.023507685	0.162002799	0.584413695	0.317794582
Zm00001d003762	-0.065580463	0.060984526	-0.083922727	-0.087712	-0.029103651	0.110384321	0.063996809	0.240431294
Zm00001d003763	0.3070709	0.061952171	0.212565848	-0.073073653	0.061991946	0.196596412	-0.230748433	-0.026070719
Zm00001d003765	-0.076717164	0.082036163	-0.077086472	0.015226502	0.021508258	0.085536995	-0.221008215	-0.007893937
Zm00001d003767	-0.04645529	-0.206729698	0.231999723	0.131532725	-0.348266267	-0.099513918	0.148217608	-0.13310372
Zm00001d003768	0.227322946	-0.112922698	0	-0.062734634	0.182164683	-0.077633452	-0.028209912	-0.111343505
Zm00001d003769	0	0	0	0	0	0	0	0
Zm00001d003770	0.290928311	0.253459724	-0.025781899	0.062681058	-0.17110201	-0.016916561	-0.281574721	-0.195491438
Zm00001d003772	0	0	0	0	-0.016202156	-0.016202156	-0.016202156	-0.030724219
Zm00001d003773	0.26045208	0.06999533	0.194820754	0.153506357	0.077370013	-0.050569612	-0.075885612	0.067481656
Zm00001d003774	0.523824486	0.161878094	0.328510185	0.079846131	0.646176563	0.490329304	0.129128098	0.151587116
Zm00001d003775	0.159077058	1.225246706	-0.570346162	-0.032915421	0.00988831	0.291965577	-0.246534857	0.421320944
Zm00001d003776	-0.08980741	-0.051344935	-0.021280118	-0.106743783	-0.055834982	-0.032199207	0.145207951	-0.061942127
Zm00001d003777	-0.099445375	-0.001237809	-0.030160227	-0.161065605	0.007072953	-0.109390524	-0.08115478	-0.00464891
Zm00001d003778	-0.103519192	-0.073892944	-0.114391048	-0.113336177	0.068120402	-0.095570294	0.022651638	0.003755839
Zm00001d003779	-0.08469819	0.320726944	-0.162021427	-0.166159584	-0.060369284	-0.09590063	-0.008203391	-0.055905527
Zm00001d003780	0.029096568	0.14042874	-0.063568181	0.206110875	-0.009062559	-0.017246564	-0.058005018	0.187723388
Zm00001d003781	-0.172581825	-0.059644318	-0.113411753	-0.191151839	-0.283253516	-0.154439665	0.001505826	-0.102518248
Zm00001d003782	0	0	0	0	0	0	0	0
Zm00001d003783	0	0	0	0	0	0	0	0
Zm00001d003784	-0.413647215	-0.305205858	-0.676171423	-0.482322168	-0.029214594	-0.070074485	0.161226159	0.590338376
Zm00001d003785	0.069059041	0.072536849	0.019363463	0.0608903	0.086761247	0.212974035	0.065247746	0.060235337
Zm00001d003786	-0.142428421	0.012918958	-0.06490452	-0.133503545	0.257000021	0.01578993	-0.067171474	-0.08531831
Zm00001d003789	0	0.010608063	0	0.061210533	0	0	0	0
Zm00001d003790	-0.324193197	0.078229007	-0.213721521	0.34929058	1.006570592	0.423386617	-0.045396751	0.07192196
Zm00001d003791	0.000903844	-0.014074227	-0.014890245	-0.012059373	0.010905161	-0.005332796	-0.008252295	-0.026229684
Zm00001d003792	-0.015624411	0.623796822	-0.751586421	0.208336004	0.130485356	0.074317914	-0.75660401	0.005517296
Zm00001d003793	0.052901926	-0.107783621	-0.317460222	0.231708019	0.151633229	0.338703062	-0.221854333	0.119804401
Zm00001d003794	-0.039897958	-0.003769835	-0.06843132	-0.1100262	0.361875873	0.11977144	-0.200280964	-0.029936574
Zm00001d003796	-0.17073772	-0.321785057	-0.869358479	-0.252480398	-0.059633202	0.041147843	-0.889000122	-0.116778996
Zm00001d003797	-0.180608854	-0.251479757	-0.081424821	-0.310203467	-0.255746066	-0.079697569	-0.12173797	0.054725595
Zm00001d003799	0.019300253	-0.006451761	-0.060912771	-0.033085484	0.003842676	0.056288679	-0.054288826	-0.024730392
Zm00001d003800	0.072901508	0.091119582	0.255462213	-0.046917274	-0.166746081	0.025809945	0.388501837	-0.072454041
Zm00001d003801	-0.037811683	-0.058878856	-0.011112123	-0.097429741	-0.054216788	-0.037650064	0.014137447	-0.016715341
Zm00001d003803	-0.180766753	-0.198738806	-0.167198936	-0.147739107	0	0	0.477957956	0
Zm00001d003804	0	0.013840768	0	0	0	0	0	-0.01832479
Zm00001d003806	0.039577678	-0.106607452	-0.417593673	-0.400913802	-0.31731227	0.211814196	-0.199212529	-0.174050184
Zm00001d003807	-0.097548727	-0.091586115	-0.146763046	-0.025701291	0.202588102	0.129952921	-0.113615887	-0.107274069
Zm00001d003809	-0.130527639	-0.019414719	-0.290877342	-0.080863116	-0.06593102	0.019482879	-0.42365111	-0.17310731
Zm00001d003810	0	-0.072921692	0	0	0	0	0	0
Zm00001d003811	0.343264387	0.260280814	0.575347536	0.279878967	0.370749953	0.377905269	0.623551085	0.260270121
Zm00001d003812	0.072997688	0.252926251	0.027684463	0.115606491	0.195399459	0.021103438	-0.109471704	0.014136309
Zm00001d003813	-0.077236602	-0.088530104	-0.004289722	-0.112428299	0.399929656	0.080488588	-0.122973662	-0.00849337
Zm00001d003814	-0.039189138	-0.007846464	-0.054645566	-0.035357016	0.067280614	0.017334576	0.040243288	0.019447256
Zm00001d003817	-0.032636434	0.06806883	0.288293929	0.163552581	0.171964385	0.120269923	0.026519036	-0.061586317
Zm00001d003818	-0.030261365	-0.030261365	-0.030261365	0.012464725	0.121071591	0	0	0
Zm00001d003820	0	0	0	0	0	0	0	0
Zm00001d003822	0.395276032	-0.188613406	0.17579831	0.047378407	0.203336752	0.036663375	-0.15463303	-0.296830234
Zm00001d003823	-0.149981289	0.401463436	-0.368916152	-0.039544232	-0.064624735	0.267374949	-0.006791558	0.080409682
Zm00001d003824	0	0	0	0	0	0	0	0
Zm00001d003825	0	0	0	0.005132698	0	0	0	0
Zm00001d003826	0	0	0	0	0	0	0	0
Zm00001d003829	0.592602481	0.452325485	-0.39222456	-0.079914663	-0.149400028	-0.146491977	0.099354954	-0.034016089
Zm00001d003830	0.279081903	0.097389219	-0.120778983	-0.094707357	-0.262473572	-0.034039468	0.93696497	0.3333101
Zm00001d003833	0.336523184	0.001515593	-0.274443987	-0.166076567	-0.186373895	0.191821582	0.594792188	0.249733829
Zm00001d003835	0.017466841	-0.03408142	0.021797879	-0.025056713	0.004546053	-0.046855336	-0.052161237	-0.045859433
Zm00001d003836	0.17401124	0.09091552	0.107465455	0.011413944	0.096564297	-0.044553929	-0.025560313	-0.061910188
Zm00001d003839	0.254786672	0.0908505	-0.110922237	0.270511899	0.154748871	0.079301819	-0.24617258	0.177170024
Zm00001d003840	-0.110543334	0.967629485	-0.301181706	-0.097716308	0.028994565	0.077143602	-0.036853695	0.080146243
Zm00001d003841	-0.188754636	0.144415212	0.125118315	0.292694368	0.045689864	-0.150082275	0.143090691	-0.285811353
Zm00001d003846	-0.014086911	-0.052584832	0.429044624	-0.177962233	0.100703738	-0.060647795	0.299551151	-0.099282553
Zm00001d003847	0.042186304	0.129924612	-0.111043936	0.314188248	0.227282285	0.092236606	-0.191813269	-0.0710209
Zm00001d003848	-0.170730485	-0.107699591	-0.406816749	-0.168481316	-0.203513056	0.015903656	-0.461084104	-0.147604292
Zm00001d003850	-0.068332462	0.237472133	-0.177480811	-0.130214952	-0.2090885	0.111113068	0.195260335	-0.066312055
Zm00001d003851	0.048491406	-0.012873587	0.214827894	0.047059944	0.262851986	0.084400085	0.149924477	-0.057206176
Zm00001d003852	-0.011106727	-0.011925353	0.286131806	-0.264350212	-0.396998459	-0.151956137	0.718862408	-0.164818736
Zm00001d003855	0.151819509	-0.06076728	0.161297612	0.092318215	0.296365222	0.058046458	0.119540301	-0.15822382
Zm00001d003856	-0.003665727	-0.015320057	0.043685357	0.001426237	-0.02586882	-0.004131192	-0.000636197	-0.02586882
Zm00001d003857	-0.097894508	-0.089900422	0.179644752	-0.038897747	0.085390109	-0.176537493	-0.090985627	-0.180925048
Zm00001d003859	0.037678974	0.00418285	0.042700043	0.004742815	0.025027694	-0.027303068	-0.04765617	-0.079367633
Zm00001d003860	0.014727629	0.006370348	0	0	0.02020166	0.015614626	0	0.017517684
Zm00001d003861	0.901360305	0.067772395	-0.32892815	0.199889143	-0.17698537	0.10320975	0.393533973	0.323915064
Zm00001d003863	0.01195378	0.023201058	-0.079844486	0.038573262	0.009324078	-0.018716256	-0.085346492	-0.055281565
Zm00001d003864	-0.006800859	0.09465669	0.236368507	0.066751972	0.144817858	0.089380177	-0.062700026	-0.069344851
Zm00001d003865	0.528776257	0.166242262	0.165891356	-0.094704943	-0.149276524	-0.159593564	-0.177765735	0.151546871
Zm00001d003866	-0.111290653	-0.200175896	-0.18278912	0.07693005	-0.381581579	-0.264151064	-0.182773481	-0.244567037
Zm00001d003867	-0.175066395	-0.125377129	-0.156075937	0.000169585	-0.463691511	-0.231195951	0.010902731	-0.287339731
Zm00001d003871	-0.02123381	0.015028089	0.076564246	-0.021901956	-0.050714337	0.025596317	-0.010840343	0.049866323
Zm00001d003872	-0.069261395	0.166349929	0.256999266	-0.032274376	0.455104111	0.034427002	0.658275199	0.148976716
Zm00001d003875	-0.034497331	0.297909117	0.316050423	0.104641613	0.682186302	-0.101602464	0.56146196	0.15228325
Zm00001d003877	-0.110953504	-0.174801186	-0.350738627	-0.429195119	-0.3936252	-0.426146663	0.065503474	-0.146700806
Zm00001d003878	0.246631087	0.134093328	0.490862578	0.175245036	0.056147899	-0.016327205	0.245780764	-0.030625403
Zm00001d003879	0.038695264	0.030425235	0.092140847	0.08359484	0.101810927	0.053537443	-0.068131029	0.005273678
Zm00001d003881	0	0	0	0	0	0	0	0
Zm00001d003884	-0.035867361	0.001684398	0.053819442	-0.227880474	-0.240066921	-0.292093092	0.277079979	0.287139819
Zm00001d003885	-0.015646378	0.010444505	0.089871835	-0.075959013	-0.017403286	0.001117153	0.127016225	0.118281968
Zm00001d003888	-0.100353382	-0.041405603	0.067618037	-0.17194227	-0.020926917	-0.259692317	-0.146435988	-0.011040966
Zm00001d003889	-0.054478551	0.11450398	0.00635784	0.10513702	-0.184951801	0.001203527	0.117940414	-0.238496025
Zm00001d003890	0.13765028	0.062659751	0.419007334	0.070641099	-0.015131447	-0.042774777	0.099882893	0.044813565
Zm00001d003894	-0.132486017	-0.041707818	0.021307783	-0.006296951	0.163297101	0.02883172	-0.152882918	0.110156246
Zm00001d003895	-0.055093639	0.16328497	-0.283925534	-0.093408146	-0.048062542	0.116648752	-0.150825355	0.131910532
Zm00001d003896	-0.165843781	-0.181749955	-0.273698313	-0.283983685	-0.3442764	-0.138041025	0.073460336	0.059023864
Zm00001d003897	0.093781761	0.097948555	-0.07633269	-0.004000777	-0.131430812	0.090746394	-0.032400815	-0.202993781
Zm00001d003902	-0.117083405	-0.063372213	0.132258672	-0.006497657	0.421629882	-0.008784134	-0.050517583	-0.122005802
Zm00001d003903	-0.513542338	-0.636293994	-0.237655855	-0.655301583	-0.394657291	-0.308784175	0.835951585	-0.260343918
Zm00001d003904	0.094540238	-0.039343587	-0.002215326	-0.073004524	0.043278441	0.013356699	-0.112383949	-0.007770279
Zm00001d003905	0.045012505	0.028502474	-0.297596345	-0.131074628	-0.299767657	-0.045366853	0.054829195	0.119736797
Zm00001d003911	0.044651093	0.09443126	0.112063121	0.023832532	0.144918038	-0.083877894	-0.05755994	-0.024847785
Zm00001d003912	-0.260655401	-0.292202743	-0.243695461	-0.301919327	-0.160929906	-0.357850009	0.083017155	-0.222463732
Zm00001d003913	-0.070370753	-0.131328927	0.243423493	-0.078470653	0.082910694	-0.068649018	-0.108004024	-0.074318758
Zm00001d003914	0	0	0	0	0	0	0	0
Zm00001d003915	0	-0.008028886	0.219987412	0	0	0.141118097	0	-0.037372617
Zm00001d003917	-0.038514892	-0.020906871	0.113960227	0.096027319	0.531469427	0.318960087	-0.020930875	-0.086096533
Zm00001d003920	0	0	0	0	0	0	0	0
Zm00001d003922	0.15431896	0.133749263	0.087390967	0.125298929	0.232923281	-0.03552564	-0.151469707	0.005026896
Zm00001d003923	-0.072174564	-0.211345493	0.212903287	-0.078201668	0.068213819	-0.082621012	0.00049881	-0.168402917
Zm00001d003924	0.144523501	-0.331225369	-0.006980798	-0.461786756	-0.344613756	-0.206082297	0.017580396	-0.1231014
Zm00001d003925	-0.114954261	-0.050841014	0.006170585	-0.120223296	-0.110469567	0.010643679	-0.053893178	-0.208447801
Zm00001d003927	0.150926983	0.16328821	-0.162538229	-0.438840168	-0.013822334	-0.128304343	0.169530252	0.216156126
Zm00001d003928	0.177616693	0.003224152	0.095236748	0.15213145	0.009510302	0.055912882	-0.036119363	0.01512426
Zm00001d003929	-0.056830397	0.048554315	-0.04139489	0.063678718	-0.17162164	-0.151398568	0.014397232	-0.089597131
Zm00001d003930	-0.175010502	-0.274323256	-0.370029806	-0.116605048	-0.364177807	0.062371232	0.071181586	0.218404438
Zm00001d003931	0.209223591	0.093542243	0.089478335	0.070674048	-0.194826036	-0.073874434	0.139011818	0.13055591
Zm00001d003934	-0.017032285	-0.018212965	-0.025783773	-0.025783773	-0.021826567	-0.001789756	-0.011207148	-0.031285543
Zm00001d003935	0.06326902	-0.09490332	0.154214337	0.068234833	-0.00513854	-0.020596227	0.122202534	-0.056028378
Zm00001d003937	0.029168533	0.060736078	0.443392667	0.046783863	0.199638721	0.121655781	0.420837088	-0.085809656
Zm00001d003938	-0.351640457	-0.33175619	-0.144167816	-0.362423465	-0.002943116	0.019023083	0.149371566	0.061498617
Zm00001d003939	-0.075920188	0.138892685	0.114921689	-0.06898792	0.282697066	0.061231934	0.772599101	0.222403583
Zm00001d003941	0.226670247	0.167897214	-0.000689454	0.427046228	0.176855198	0.118822132	-0.18031461	-0.015567271
Zm00001d003945	-0.331776308	-0.057505675	-0.276043752	-0.173971201	-0.124699511	0.123062031	-0.088205292	-0.13162799
Zm00001d003947	-0.008657347	0.122958681	0.085625078	0.195743719	-0.041723497	0.064887939	-0.071163398	-0.070781054
Zm00001d003948	0.111563998	0.160093687	0.390000914	0.11442874	0.101061381	-0.022468428	-0.074063652	-0.036568962
Zm00001d003949	-0.079973076	-0.158865692	0.354747748	-0.053039952	0.001036246	0.077218002	0.278128542	-0.31242853
Zm00001d003950	0.012443206	0.017688152	-0.160673397	0.143054797	0.419386133	0.268710875	-0.137093444	0.166555555
Zm00001d003953	-0.016352793	0.102616412	-0.207860291	0.070456369	-0.099411875	0.332019095	-0.104035178	0.23727289
Zm00001d003954	-0.01284568	0.022872883	-0.02996715	-0.060875251	-0.256139221	-0.010216496	-0.138811248	-0.028629525
Zm00001d003957	-0.063911843	-0.067266871	-0.046050411	0.1073779	0.117195285	0.035257643	0.015753521	0.147220569
Zm00001d003958	0.099057836	0.098642949	0.144289129	0.136345452	0.342506803	0.215432193	0.023928368	0.073905888
Zm00001d003961	0.552303653	-0.010665764	0.012218837	0.398359724	-0.287291271	0.115479534	0.126908458	0.020376895
Zm00001d003962	0.490078795	0.003297257	0.248020882	0.320074897	-0.192752123	0.038881693	0.062526643	-0.134225652
Zm00001d003964	0	0	0	0	0	0	0	0
Zm00001d003966	0.694680681	0.262363977	-0.557536093	0.183391705	-0.318177627	0.049665273	-0.263628379	0.765920571
Zm00001d003967	-0.056540851	-0.044506744	-0.128559187	-0.023338866	0.10924435	0.121668462	0.153437619	0.324964923
Zm00001d003968	0	0	0	0	0	0	0	0
Zm00001d003969	0.091627775	-0.174190932	0.041547916	-0.055881161	-0.045504212	-0.12799427	0.388545052	-0.185802375
Zm00001d003970	0	0	0	0	0	0	0	0
Zm00001d003972	-0.030590292	0.048872298	-0.051255239	0.085757114	-0.01209091	0.111895398	0.009333297	0.02713722
Zm00001d003973	-0.101426198	-0.183688844	-0.257560042	0.542991251	0	0	-0.171585034	0
Zm00001d003974	0.064124018	-0.161030815	0.43406077	-0.092137353	0.020798184	-0.20177539	0.112445086	-0.277918943
Zm00001d003975	-0.046495266	-0.212152846	-0.082424292	-0.043849288	-0.107618634	-0.022257311	-0.268957816	-0.108377504
Zm00001d003978	0.015197537	0.655676196	-0.256751899	-0.142310991	-0.054111921	0.265791534	0.035883934	0.462280047
Zm00001d003980	0.012483789	-0.021275691	0.019734048	-0.023697173	0.003381007	0.06955544	-0.018850887	-0.007813988
Zm00001d003981	0.238990532	-0.023853845	0.267678956	-0.177452348	-0.324302925	-0.150400733	0.171174225	0.257583697
Zm00001d003982	-0.21760151	0.223295391	-0.789088327	0.058628387	-0.146773753	0.111576426	-0.780960763	0.26581921
Zm00001d003983	0.099652259	-0.097891076	0.210763818	-0.028870412	0.231434504	-0.075949703	0.575274417	-0.142624358
Zm00001d003984	-0.197955262	0.233163942	-0.183904981	-0.080470123	0.054253434	0.087927851	-0.079809773	0.095082636
Zm00001d003986	0.204536978	0.071224284	0.836342143	0.226205045	0.13558286	-0.129635807	0.414264269	-0.061627511
Zm00001d003988	0	0	0	0	0	0	0	0
Zm00001d003990	0.013543583	-0.02419312	0.020324146	0.056496137	0.015878845	0.017412715	0.033376441	-0.021053441
Zm00001d003992	-0.024529054	0	-0.035587313	0	0	0.021348121	-0.01076858	-0.011609957
