ID	P5_J92/OE2	P5_J92/OE1	P5_J92/JING724	P5_J92/OE3	P6_J92/OE1	P6_J92/OE3	P6_J92/JING724	P6_J92/OE2
Zm00001d020938	0.92702826	0.004845165	-0.000892747	0.01946958	-0.111704671	-0.169420338	0.026539579	-0.039297373
Zm00001d020939	0.185357865	0.159356256	0.33304522	0.06068864	0.334800283	0.08112147	0.021863626	0.027109446
Zm00001d020940	0.003778773	0.03346634	-0.070015245	-0.140868744	-0.085114489	-0.119484809	0.150723874	-0.020054241
Zm00001d020941	0.159359096	0.28850712	-0.259294775	0.020004752	-0.19628766	0.120893152	0.194906888	0.020473826
Zm00001d020942	0	0	0	0	0	0	0	0
Zm00001d020943	0	0	0	0	0	0	0	0
Zm00001d020944	-0.016021253	-0.016021253	-0.016021253	-0.016021253	0	0	0	0
Zm00001d020946	-0.014118464	0.051429201	-0.013564099	0.058689938	0.345598956	0.057778099	-0.135277351	0.016382498
Zm00001d020947	0.207664122	0.081718666	-0.302051093	0.091227425	-0.083537415	0.020813435	0.084350215	0.40111345
Zm00001d020948	0.03192198	0.088835793	-0.14376426	-0.042135445	-0.027814663	-0.063139571	-0.029195509	0.047732899
Zm00001d020949	-0.4100833	-0.335017605	0.104320308	-0.372844406	-0.31776327	-0.152571946	-0.188869181	0.462530051
Zm00001d020950	0.199298226	-0.165718223	0.156879719	0.046122841	-0.164294652	-0.055509468	0.165391102	-0.012631661
Zm00001d020951	-0.06392324	0.020861161	-0.310060347	-0.169433047	0.016711786	-0.123301881	-0.081836986	-0.023333114
Zm00001d020953	1.264495799	-0.336143302	1.311539015	-0.387588888	-0.027506862	-0.365814177	1.993805027	0.074639508
Zm00001d020954	-0.269712321	-0.063731676	-0.346843871	-0.051543544	0.271743248	0.0857383	-0.052202816	-0.172470951
Zm00001d020955	0.244019502	0.207980762	-0.137646834	0.012396707	-0.011095125	-0.010835186	0.020960267	0.097442343
Zm00001d020956	0	0	0	0	0	0	-0.028847032	0
Zm00001d020957	-0.021315387	-0.152560236	-0.40500352	0.037410384	-0.150241327	-0.018217357	-0.482061886	-0.096842033
Zm00001d020958	-0.304882728	-0.407439021	-0.740711805	-0.199476261	-0.460494771	-0.204773948	-0.736218323	0.094016872
Zm00001d020960	0.382475678	0.147188324	-0.223315435	-0.007927458	-0.010750476	0.06785854	-0.176874665	0.10289661
Zm00001d020961	-0.021282706	-0.33758405	1.017550099	-0.296435959	-0.311476333	-0.416768943	0.9588774	-0.225987672
Zm00001d020962	-0.005445584	-0.019659144	-0.01102879	-0.005445584	0.012746049	0	0.007684974	0.000208773
Zm00001d020963	0.087884384	0.302303417	-0.112956742	0.147261359	0.174745574	0.05697516	-0.159749315	0.172091844
Zm00001d020964	0	0	0	0	0	0	0	0
Zm00001d020965	-0.14847553	-0.033664461	-0.205313835	0.068847007	0.394930142	0.349316816	-0.246825185	0.068510083
Zm00001d020966	0.035887782	0.04395312	0.03732164	-0.021364185	0.116277753	0.069865628	0.104825445	-0.01937678
Zm00001d020967	0.784505208	0.082027274	-0.263656776	0.267058654	0.064366705	0.129136689	0.097437988	0.439653645
Zm00001d020968	0.521363114	0.129125121	-0.609587283	0.243651098	-0.125619786	0.077149429	-0.064025549	0.400822592
Zm00001d020969	0.204355878	0.389926998	0.135135361	0.234820765	0.128237308	0.199864876	-0.040973585	0.05080486
Zm00001d020970	-0.123104353	-0.158507366	0.347503092	0.00821907	-0.270526224	-0.072919705	0.083194208	-0.293114388
Zm00001d020971	-0.229044066	-0.253093403	0.125366406	-0.135347552	-0.17098246	0.007643564	-0.128085198	-0.133374874
Zm00001d020972	0.222791343	0.059161182	0.091029139	0.143177454	0.131148439	0.028061255	-0.050468559	0.038644683
Zm00001d020973	-0.0180516	-0.06706842	0.061230149	-0.091747242	0.21608979	0.051202095	0.020678982	0.150197931
Zm00001d020974	0.212913674	0.039183924	-0.141535609	0.117096446	-0.271670764	0.327534183	-0.058843171	0.114470624
Zm00001d020975	0.11061473	0.17312869	0.367136799	0.03293772	0.374612712	0.009053718	-0.024297224	-0.002472243
Zm00001d020976	0.123130634	-0.099486887	-4.00E-05	-0.196939002	0.008342423	-0.022985035	0.11939769	-0.046090593
Zm00001d020977	0.030864291	0.091024744	-0.137036168	0.04332798	-0.119940873	-0.067829602	-0.074034274	-0.105286673
Zm00001d020978	-0.133819585	0.108629601	0.134311172	0.124769837	0.231100131	0.065245273	-0.026566684	0.014897391
Zm00001d020979	0	-0.018182451	0	0	0	0	0	0
Zm00001d020980	0.126796315	-0.134006323	0.226944752	-0.164066877	0.175088775	-0.22346133	0.057182965	0.203156161
Zm00001d020982	0.589553414	0.188116585	0.146037857	0.008560484	0.088067686	-0.234896494	-0.224498437	0.028010697
Zm00001d020983	0.166009797	-0.099945837	-0.05859951	-0.099923719	-0.221053403	-0.155521601	-0.095439166	0.072067512
Zm00001d020984	-0.252614585	0.056776453	-0.107681026	-0.323677037	-0.171734556	-0.175124595	0.364560391	0.515790614
Zm00001d020985	-0.030731376	-0.029905603	-0.097336864	-0.189631105	0.092587099	-0.088472747	-0.17986665	-0.027406702
Zm00001d020986	0.066280085	0.063766215	-0.200126561	-0.015350084	0.209692272	0.020716163	-0.369500389	-0.05699163
Zm00001d020989	0.227393768	0.085734432	0.264740111	0.043236958	0.254037434	-0.003881262	0.112477819	-0.042225377
Zm00001d020996	-0.030027168	-0.049077606	-0.003133815	-0.003133815	0.066145413	-0.007702687	-0.013283955	0.030216356
Zm00001d021000	-0.454163289	0.141156886	-0.268526392	-0.140311492	0.987870511	0.300746138	0.362209663	0.122263347
Zm00001d021001	-0.089790624	-0.042532228	-0.64789535	-0.278320804	0.082482672	0.050874371	-0.78615605	-0.262303098
Zm00001d021004	0.734181093	-0.015503046	0	0.105716199	0	0.958028836	-0.043792803	0.268697545
Zm00001d021005	0.327052271	0.017121247	-0.003911846	-0.060155274	-0.064131458	0.771160615	-0.001577196	0.083231316
Zm00001d021006	0.075189164	0.186249996	-0.405365681	0.15878504	0.018459587	0.021800384	-0.126934075	0.561988933
Zm00001d021007	-0.022969537	-0.004613939	0.018069895	0.022180878	0	0.039917868	0.046335897	0
Zm00001d021009	0	0	0	0	0	0	0	0
Zm00001d021010	-0.079834447	0.15340601	-0.311335144	-0.168004325	-0.20121172	0.002554661	-0.356941356	-0.199792065
Zm00001d021011	0.230879217	-0.022006341	-0.126403662	0.289523277	-0.129562206	0.068875684	-0.056313251	-0.024407229
Zm00001d021012	0	0	0	0	0	0	0	0
Zm00001d021013	0	0	0	0	0	0	0	0
Zm00001d021014	-0.134765968	-0.096547639	-0.186213051	-0.011992515	-0.100036739	0.055956496	-0.13610225	-0.028752496
Zm00001d021015	-0.167155692	0.028394691	-0.098808127	-0.020866662	0.563232563	0.153436152	-0.059188329	0.008797804
Zm00001d021016	0.161099556	0.47260992	-0.210129569	0.395608153	-0.27621265	0.343441807	-0.040837297	0.207193737
Zm00001d021017	-0.084600045	0.211826322	0.123173005	0.322034373	-0.122295323	-0.294564662	-0.16207101	-0.305469802
Zm00001d021018	-0.221825195	-0.219098177	-0.128129459	-0.231218058	-0.214182726	-0.137950379	0.099711299	0.029242538
Zm00001d021019	0.07773186	0.172501954	-0.06774475	0.254278407	0.017033398	0.091459564	-0.004500039	-0.122601033
Zm00001d021020	-0.091040094	-0.266837483	0.055718138	-0.182289722	-0.151496575	-0.165143658	0.166369289	-0.066011192
Zm00001d021021	0.005403895	-0.223627277	0.166396877	-0.035237299	-0.033475968	-0.03510534	0.005338891	-0.246433526
Zm00001d021023	-0.033190799	0.122276648	-0.085799462	0.093955947	0.032856074	0.027018718	-0.286643226	-0.03735751
Zm00001d021024	-0.147975167	0.15216127	-0.193436274	-0.265976273	-0.017571321	-0.171439555	-0.091630805	0.046383555
Zm00001d021025	0.012000233	0.095312832	-0.296129479	0.004804798	-0.245808713	0.09534547	-0.3382547	-0.151179188
Zm00001d021026	-0.364817313	0.184757607	-0.41878104	-0.137599818	-0.307892074	0.187220917	-0.17532682	-0.264360866
Zm00001d021028	0	0.001875064	0	0	0.011892414	0	0	0
Zm00001d021029	0	0	0	0	0	0	0	0
Zm00001d021030	0	0.012813919	0	0	0	-0.015243163	-0.053080193	-0.016988366
Zm00001d021031	0.010285468	0.005932359	0.115460525	0.075509748	0.379548068	0.189409408	-0.048997565	-0.070942371
Zm00001d021032	0.492892282	0.1100119	0.446968906	0.239607712	0.098662544	0.051564187	0.083102846	-0.005529197
Zm00001d021033	0.443509302	-0.097088809	-0.209115204	-0.148467275	-0.212282011	0.345418528	-0.189629362	0.053585048
Zm00001d021034	-0.049248759	-0.085745764	-0.038498403	-0.049248759	-0.037110266	-0.076798839	0.122961457	-0.076798839
Zm00001d021035	-0.410889873	-0.344282525	0.760947228	-0.387084206	0.234356461	-0.148315191	0.655308711	0.270613975
Zm00001d021036	-0.050687352	0.11640579	0.175528819	-0.012132046	0.449660811	0.108005434	0.272697893	0.055887608
Zm00001d021038	-0.239251123	-0.030529018	0.2687159	-0.263671947	-0.391365066	-0.058147403	0.615177806	-0.140231667
Zm00001d021039	0.158871164	0.136675982	-0.19739287	0.105542006	0.011791667	0.10866373	-0.072106755	0.201206051
Zm00001d021040	-0.092913654	-0.1080028	-0.246990486	-0.070920655	-0.248252292	-0.085723476	-0.197911299	-0.243284746
Zm00001d021046	-0.006249652	-0.026449427	0.377516231	0.009997163	0.069567257	-0.067463611	0.193311375	0.020245464
Zm00001d021047	-0.046356543	-0.052843578	0.118207557	-0.062901916	-0.06379838	-0.0856814	0.095957127	-0.042103183
Zm00001d021048	-0.061737412	0.382754646	0.042470768	0.148642649	-0.056758532	-0.066098471	-0.032614517	-0.0450682
Zm00001d021050	0.265476471	-0.17789968	0.449342132	0.131266248	0.072367051	-0.146205254	0.121794248	-0.076626161
Zm00001d021051	0.089766822	-0.123823971	0.058727839	-0.020820536	0.084053886	-0.014209414	0.027386705	-0.039188799
Zm00001d021053	0.143237371	-0.072227232	0.069198316	0.026256501	0.001344718	0.122667472	0.034335404	0.194520399
Zm00001d021054	-0.091877625	0.171488963	-0.206900621	0.081725762	0.349711235	0.289658337	-0.158270887	-0.015981742
Zm00001d021056	-0.180591977	0.40433664	-0.275007046	-0.090798064	0.198754138	0.299391002	-0.041420233	-0.088457805
Zm00001d021057	0.045045696	-0.079179633	-0.055729305	-0.000286306	0.021411032	0.063295072	-0.033949178	0.042863309
Zm00001d021058	0.272477979	0.29682421	-0.284450085	0.158975373	-0.002414645	0.050358083	-0.076772944	0.182914367
Zm00001d021059	0.179841785	0.053626926	0.199976142	0.583193695	-0.146775199	0.279326154	0.127207054	0.005178446
Zm00001d021060	-0.031750392	-0.193611523	0.090672965	-0.115051512	-0.215901616	-0.050971532	0.18600997	-0.023856732
Zm00001d021061	-0.21274089	-0.182325263	0.039120846	-0.234250996	-0.00693958	-0.220888958	0.051849876	-0.104605683
Zm00001d021062	0.076554963	0.112888991	0.322220752	0.058179383	-0.245836209	-0.242295689	0.027870441	-0.032048812
Zm00001d021063	-0.008434005	0.38055826	-0.279646961	-0.218308952	-0.202797695	-0.023539727	-0.111994053	0.129715447
Zm00001d021064	-0.15135763	-0.066496276	0.116332915	-0.07388073	-0.112922853	-0.093944987	0.085339443	-0.110214576
Zm00001d021065	0.079680796	0.053849534	0.017003004	0.006788291	0.039698588	-0.096307212	-0.204000102	-0.00409637
Zm00001d021067	0.008428163	-0.044877424	-0.012090455	0.013515355	0.043308773	-0.012933338	-0.034339146	-0.012933338
Zm00001d021069	-0.048911622	-0.10149774	-0.099919199	-0.010382315	-0.121726584	0.086554627	-0.014904415	0.04080165
Zm00001d021070	0.306527092	-0.040906705	0.453220767	0.120524062	0.146299411	0.068752269	0.08968985	-0.054141037
Zm00001d021071	-0.113211082	-0.022624886	0.067137718	0.050365211	0.347974904	0.041545628	-0.097124853	-0.003565304
Zm00001d021072	0.048707236	0.14161893	-0.017383114	0.095068265	0.404409125	0.243190195	-0.164294451	-0.016369945
Zm00001d021073	0.378614132	-0.061293864	-0.122096013	0.206925165	0.371341397	0.12049716	0.156556877	0.152195903
Zm00001d021075	0.006181186	-0.092285538	-0.034333917	-0.018922149	-0.01867889	-0.011509116	-0.069786269	-0.023921877
Zm00001d021076	-0.02755842	0.013087428	-0.001780883	0.037758472	0.013395694	0	-0.031679105	-0.008748212
Zm00001d021081	-0.079236735	-0.041511105	-0.074249231	0.222783779	-0.10111253	-0.10111253	-0.091174716	-0.177972377
Zm00001d021082	0.027215515	0.053050286	0.032937728	0.032380898	0.046318877	0.048941809	0.011854463	0.018398304
Zm00001d021085	-0.002241506	0.031017884	-0.006182642	0.111264409	0.124425952	0.022784448	-0.04165993	-0.013784162
Zm00001d021086	-0.004333006	0.058970706	-0.216821724	-0.094154002	0.322468945	0.297276149	-0.201492909	0.08541521
Zm00001d021087	0.195538766	0.311336824	0.140859696	0.002782437	0.451125109	0.166646706	-0.091159323	0.106650838
Zm00001d021088	-0.013848859	0.012276671	-0.154467059	0.060411204	0.082042606	0	-0.162489831	0.034045108
Zm00001d021089	0.351284748	0.113923757	0.276304177	0.058117973	-0.399105928	-0.03864822	0.389272398	-0.131007696
Zm00001d021090	0.108875392	0.074220294	0.021085596	-0.050997264	0.182257597	0.067296227	-0.037663281	-0.061050877
Zm00001d021093	0.29493499	-0.108902761	0.427467214	-0.120433227	-0.358990709	-0.180031386	0.643602071	-0.3303078
Zm00001d021094	0.351496926	-0.161716837	-0.248256867	-0.207285937	-0.060606561	-0.186902344	-0.217634609	-0.193326371
Zm00001d021095	0.539938559	0.170239495	0.209434904	0.089452385	-0.077652989	0.016892943	-0.101402816	0.10111726
Zm00001d021097	0.025133586	0	0.027693451	0	0.03447535	0	0	0
Zm00001d021099	0	0	0	0	-0.008546004	0	0	0
Zm00001d021104	-0.028600388	-0.002584623	-0.018142549	0.008108303	0.074830343	-0.001655911	0.0447967	0.03112386
Zm00001d021105	0	0	0	0	-0.073312148	0	0	0
Zm00001d021109	0	0	0	0	0	0	0	0
Zm00001d021115	0	0.013490562	0	0	0	0	0	0
Zm00001d021117	0.084878837	0.082818733	0.096979648	0.071388039	-0.08822837	-0.002094168	0.012157175	-0.086925009
Zm00001d021118	0	0	0	0	0	0	0	0
Zm00001d021119	0.594446308	-0.034300238	0.540981355	0.175789649	-0.14545893	-0.068478802	0.432861302	0.309087827
Zm00001d021120	0.078434699	-0.067466864	0.369473144	0.130778679	0.308578934	-0.163288622	-0.027571732	-0.120682197
Zm00001d021122	0.111758884	-0.156820382	0.370189286	-0.050478131	-0.233076361	-0.017261629	0.286763655	-0.099720547
Zm00001d021123	0.269914809	-0.090376001	0.102542316	0.138383131	-0.090720934	0.025189959	-0.085813672	-0.043512165
Zm00001d021125	0	0	0	0	0	0	0	0
Zm00001d021126	0.149493642	0.02027791	0.134845817	0.051215299	0.160044779	0.057550581	-0.056440757	-0.012822244
Zm00001d021127	0.07763758	0.087577225	0.156520527	0.079701103	0.410220175	0.315632919	0.058067728	0.058142283
Zm00001d021128	-0.027512656	-0.214839874	0.24257275	-0.032766042	0.131753105	0.039219734	0.026095063	-0.215451062
Zm00001d021129	0.045693827	0.028723225	-0.050235754	0.028008141	-0.016040169	0.069636928	-0.032354512	0.072045913
Zm00001d021130	0.625288885	-0.02968773	0.081340919	2.108037075	0	1.761650093	0.063902804	0
Zm00001d021131	0.056394183	-0.177258493	-0.461099124	0.00294965	0.108517581	0.048173501	-0.462715481	-0.175845778
Zm00001d021132	-0.030763573	-0.018698004	0.235789602	0.06472831	0.151185898	0.108609216	0.072201438	-0.07678116
Zm00001d021133	0	-0.007623728	0.015178918	0.017191296	-0.008348344	0	0	0
Zm00001d021135	0.083521737	0.212808227	0.138833444	0.054936155	1.039910903	0.298287244	-0.00762273	-0.02365858
Zm00001d021136	0.203916915	0.117140316	0.182092038	0.158430979	0.32955921	0.058819676	0.03902053	0.244743723
Zm00001d021137	-0.092534535	-0.036962381	-0.003459393	-0.03653106	0.074978912	0.009136356	0.026530093	0.047117246
Zm00001d021138	-0.026577124	0.030220124	-0.028553482	0.075861761	0.405473033	0.132217354	-0.074675283	-0.119977965
Zm00001d021139	-0.038845382	0.157698559	0.067528716	-0.039223049	0.025783138	-0.039050765	0.028666977	0.035219845
Zm00001d021140	-0.052629471	0.105571423	0.085464598	0.001479752	0.099154512	0.046508602	0.013595253	-0.120137823
Zm00001d021141	-0.180783523	0.203796471	-0.130920902	-0.080821237	-0.379050979	0.080416895	0.309613235	0.053908709
Zm00001d021142	-0.047354973	-0.004720931	0.083867832	0.050357456	0.416957567	0.132607414	-0.095827531	-0.028949241
Zm00001d021143	0	0	0	0	0	0	0	0
Zm00001d021144	0	0	0	0	0	0	0	0
Zm00001d021145	-0.08506916	0.03819127	-0.020644791	-0.009973642	0.328472474	-0.010787509	-0.073684029	0.070949812
Zm00001d021147	0.195371755	-0.023400796	0.196008442	0.101418837	0.064816512	0.006354285	0.052357271	-0.088347285
Zm00001d021148	0	0	0	0	0	0	0	-0.019354105
Zm00001d021149	0.066438979	0.160058198	-0.108509799	-0.066030163	0.210158098	0.029727459	-0.084527924	0.270855758
Zm00001d021150	0	0.006259786	0	0	0	0	0	0
Zm00001d021153	0.266453368	0.15397951	0.051718899	0.207118356	0.217662807	0.110922474	-0.072059378	0.02352471
Zm00001d021156	0	0	0	0	0	0	0	0
Zm00001d021157	0	0	0	0	0	0	0	0
Zm00001d021160	0.488475714	-0.160714781	0.08608497	-0.089686098	-0.545084908	-0.365372227	0.750062078	0.168732626
Zm00001d021162	0.029532084	-0.11721969	0.068520471	-0.044918001	0.108252254	0.032093419	-0.067349064	0.045671641
Zm00001d021163	0.039281953	0.025713026	-0.113425698	-0.015809569	0.065381473	0.053243453	-0.201455304	-0.073597466
Zm00001d021164	-0.188388547	-0.139420042	-0.200510695	-0.237423532	-0.032325779	-0.168418689	0.01527869	-0.213987063
Zm00001d021166	-0.002573381	-0.008318587	-0.012638401	0	-0.024971022	-0.06010836	-0.011201424	0.012546345
Zm00001d021167	0.048796286	-0.098549614	0.502362592	-0.148195129	-0.084514159	0.007318228	0.091199405	-0.069225676
Zm00001d021168	1.220826393	-0.489022653	0.459702459	4.233767193	-0.609177974	-0.255615705	1.341957842	4.046073545
Zm00001d021169	0.13478146	0.058151854	0.110296313	0.018702527	0.052324572	-0.029614295	0.093359643	-0.106541176
Zm00001d021170	-0.004521853	0.112275198	0.170215965	0.045184038	0.214832604	0.134638042	0.140163785	-0.045057457
Zm00001d021171	-0.090269842	-0.007515043	-0.091184228	0.246766717	0.166335008	-0.126046241	-0.035772989	0.084051552
Zm00001d021172	0	0	0	0	0	0	0	0
Zm00001d021173	-0.054938998	0.355541199	0.067083081	-0.122493159	0.214228099	0.110155822	0.183904272	-0.00935377
Zm00001d021176	0.611191082	0.227656905	0.262064699	0.099990755	0.230994031	0.056370503	1.241650029	0.567361892
Zm00001d021177	0.003173943	-0.256550304	-0.160561342	0.099899481	-0.148300845	-0.036014192	-0.151804939	-0.190341452
Zm00001d021178	-0.016518279	-0.017830734	-0.031817092	0.067134133	0.003892092	-0.02734061	-0.01433351	-0.044958102
Zm00001d021180	0.228880768	0.128233876	0.180097741	0.147178772	0.293684606	0.207368228	0.010528624	-0.008624495
Zm00001d021181	0.104962035	0.138633699	0.058933685	0.123955845	0.114598433	0.111581919	-0.136678466	-0.025693896
Zm00001d021182	0	0	0	0	0	0	0	0
Zm00001d021185	-0.093977926	-0.006589815	-0.01341159	0.024534605	0.022075785	0.101137012	-0.067324853	0.077890168
Zm00001d021186	0.056777657	-0.018495526	-0.020224523	0	-0.020232414	0.053059359	-0.015188746	0.020084077
Zm00001d021187	0.272363202	0.039717938	0.339725987	0.184123904	0.21370462	0.083183557	0.203658624	0.062141784
Zm00001d021188	0.039628337	0.107890344	0.034679086	0.04104292	0.226270162	0.072585716	-0.039907891	-0.010773192
Zm00001d021189	0.161977206	0.037841386	-0.004137118	-0.043011271	-0.013034678	0.076404902	-0.035461834	-0.033257674
Zm00001d021191	-0.014249921	-0.024920493	-0.029047107	-0.016179157	0.024123122	0.005978024	-0.010660995	-0.006582688
Zm00001d021192	0.105916005	-0.270593302	-0.239064963	-0.180087271	-0.135104742	-0.103344132	-0.395999316	-0.250077844
Zm00001d021193	0.070898269	-0.046475993	0.18870033	-0.067190536	0.218707141	0.185599659	0.036366601	-0.004345048
Zm00001d021195	0.106592363	-0.055656901	0.216480105	0.252076782	0.077035151	0.027534879	-0.026219178	-0.034181793
Zm00001d021196	0.040433766	0.076606456	-0.041800746	-0.161254649	0.24964107	-0.082336331	-0.111800299	0.153146186
Zm00001d021197	-0.109872848	0.352091904	-0.072473329	-0.006668344	-0.351358746	0.075763059	0.032178561	-0.222990292
Zm00001d021199	0.159693319	0.043248993	0.125124239	0.09557826	-0.048557382	-0.009224231	-0.159936735	-0.095568591
Zm00001d021200	-0.143659908	0.351213538	-0.234767387	-0.271889238	-0.111617657	0.025933925	-0.220769	0.128362663
Zm00001d021201	0.117239585	0.017814537	0.12108763	-0.061972814	0.156020405	-0.022840957	-0.032707913	0.057752469
Zm00001d021202	-0.072639443	-0.024222797	-0.426080939	0.018041452	0.112681573	0.216904565	-0.43876426	0.132046995
Zm00001d021203	0.0385136	0.066720393	0.271569563	0.008879066	0.217962469	0.202952794	-0.033607514	-0.067929618
Zm00001d021204	-0.177277811	0.04407137	-0.042218772	-0.117471581	0.375524208	0.015331116	0.01177304	0.090691539
Zm00001d021205	0.068347075	0.418450224	-0.610828121	-0.234665642	-0.075044763	-0.087052725	1.043783566	-0.354616503
Zm00001d021207	0.876135947	0.677827597	0.333012032	0.330009218	-0.445025946	0.281592381	1.378698844	0.434758381
Zm00001d021208	0.427720206	0.592311601	-0.628767027	-0.022460306	-0.328359845	-0.021511322	0.829045589	0.818495824
Zm00001d021214	0.117951913	0.138382082	-0.409904382	0.066981868	0.039371721	0.522013042	-0.081877427	-0.01368449
Zm00001d021215	0.002104601	-0.02998737	-0.122205082	0.104464458	0.075595771	0.082144796	-0.104321147	0.022542364
Zm00001d021216	-0.274779299	-0.169982625	-0.12017908	-0.326858461	-0.244990709	-0.054733765	-0.126869013	-0.05060456
Zm00001d021217	0	0.015701563	-0.021693889	0	0	-0.03654828	0.089349375	0.04317739
Zm00001d021218	-0.056993413	0.047214965	0.034663444	-0.085688899	0.125565246	-0.003729974	0.281805167	0.151028942
Zm00001d021219	-0.105764614	0.163056505	0.107784003	-0.031724057	0.028022959	0.070587339	-0.036266193	-0.148655742
Zm00001d021220	0	0	0	0	0	0	0	0
Zm00001d021221	-0.08994785	0.247011627	-0.063711546	-0.089384005	-0.214752369	0.110597792	0.122600987	0.060850525
Zm00001d021223	0.047116781	-0.135060156	-0.004024283	0	-0.020941614	0	-0.018571074	-0.017084338
Zm00001d021224	0.016721293	0.015687528	-0.074573601	-0.053523316	0.116893154	-0.057974596	0.001383232	0.189250397
Zm00001d021225	-0.170668857	-0.136566417	-0.232033688	-0.040769113	0.313204213	0.074973852	-0.249917534	-0.126383077
Zm00001d021226	-0.720607634	-0.757522218	-0.130174403	-0.724908678	-0.263206389	-0.177460372	1.886975372	-0.139847369
Zm00001d021227	-0.057557503	0.019046893	-0.026468993	-0.028836259	0.29357936	0.111937496	-0.119632111	-0.10411122
Zm00001d021229	-0.019847142	-0.019847142	-0.019847142	-0.019847142	0	0	0	0
Zm00001d021230	0	0.08515917	0	0	-0.110481433	-0.110481433	-0.110481433	-0.110481433
Zm00001d021231	-0.005867144	-0.066744653	0.090325757	-0.086949753	-0.062068095	0.03700324	0.089020752	-0.141064092
Zm00001d021232	-0.002036588	-0.008302462	-0.081040609	-0.046043851	0.235309924	-0.073379022	-0.100748696	0.013265482
Zm00001d021234	0	0	0	0	0	0	0	0
Zm00001d021236	-0.101408908	0.134789038	-0.118486101	-0.085881974	0.025073908	0.10829569	0.101392142	0.08581951
Zm00001d021237	0.114849232	0.056095153	-0.037064991	0.174456055	-0.045559237	-0.032341012	-0.107003835	-0.011915083
Zm00001d021238	0	0	0	0	0	0	0	0
Zm00001d021240	0.056746032	-0.049374451	0.08927666	-0.088362008	0.040578364	-0.077659881	-0.133944826	0.088684152
Zm00001d021241	-0.301809473	-0.185514113	-0.549735347	0.060573546	0.361740877	0.323408295	-0.586098669	-0.154030782
Zm00001d021242	0.069832458	-0.052268915	-0.169419919	-0.054299584	-0.109272139	-0.12786385	-0.311644507	0.006649264
Zm00001d021243	0.082657962	0.071165455	-0.527980356	0.00984282	-0.073124964	-0.037832069	-0.292625838	0.053801065
Zm00001d021244	0.091730808	0.018069213	0.156852919	0.111101208	-0.01061421	0.004717868	0.081220833	-0.025972123
Zm00001d021245	0.261087255	0.013035293	0.486120368	0.242282445	0.191739181	0.021557178	0.009409759	-0.097340945
Zm00001d021246	0.259275666	0.088816794	0.158987755	0.159972027	-0.204089865	-0.061993117	0.297581067	-0.051841461
Zm00001d021247	-0.001167353	0.014947938	0.006105195	0.004449432	0.062491417	0.03504592	0.039019219	0.038941227
Zm00001d021248	0.359736752	0.148350838	0.043036074	0.394080381	0.253364149	0.116029458	-0.12690738	-0.103524716
Zm00001d021249	0.844243877	0.017219786	-0.32857697	0.229376716	-0.259456555	-0.012143325	-0.09627942	0.02074809
Zm00001d021250	0.205891781	0.231623306	-0.270010721	-0.085288189	-0.188260457	-0.029534461	0.382312872	0.407435822
Zm00001d021251	-0.064514068	0.041204411	0.072853585	0.089770213	0.074313141	0.047679989	0.104465098	-0.018552795
Zm00001d021253	-0.05784607	-0.038792596	-0.520944934	0.022464231	0.367488583	0.132378519	-0.626389851	-0.22765559
Zm00001d021254	-0.106991397	0.157650518	-0.131949532	0.019070619	0.318827938	0.145390585	-0.294301881	-0.002604181
Zm00001d021255	-0.086029175	0.001324367	-0.08357666	-0.17758968	0.046697373	-0.014783185	-0.150285409	0.016805125
Zm00001d021256	0	0	0	0	0	0	0	0
Zm00001d021258	0	0	0	0	0	0	0	0
Zm00001d021259	0	0	0	0	0	0	0	0
Zm00001d021260	0.00867311	-0.002893795	0	0	0.001726164	0	-0.012508669	-0.026609495
Zm00001d021261	0.03559287	0.018371939	0.1419118	0.091830208	0.091317889	-0.055101857	-0.010762262	-0.000470411
Zm00001d021262	-0.037414761	-0.025337368	0.07302009	0.015536117	0.258676594	0.083405897	-0.04549553	0.210034204
Zm00001d021263	-0.015511933	-0.036165495	0.008868443	-0.005242169	0.008171163	-0.03113281	-0.019419491	-0.006594874
Zm00001d021265	0	0	0	0	-0.023505937	-0.023505937	0.022349765	-0.023505937
Zm00001d021266	0.052737408	0.181095322	-0.206422234	0.012747243	-0.035555449	-0.191385644	0.401373403	0.414294087
Zm00001d021267	0.16209611	-0.004245614	0.072017994	0.115852332	0.026717516	0.159222803	0.03447724	-0.07679627
Zm00001d021268	0.381870588	0.485217084	-0.221312819	0.259085491	-0.189826033	0.025257293	0.17343094	0.172018715
Zm00001d021269	0.068214053	-0.037114153	0.360355324	0.094503756	-0.064739961	0.071321193	0.200327209	-0.03433377
Zm00001d021270	0	0	0	0	0	-0.042836706	0	0
Zm00001d021272	-0.016039359	0	0	0	0	0	0	0
Zm00001d021273	0	0	0	0	0	0	0	0
Zm00001d021275	0	0	0	0	0	0	0	0
Zm00001d021278	0.085863818	0.008855493	0.485101512	-0.089123748	-0.05515101	-0.29040035	0.323129972	-0.093363857
Zm00001d021279	0.131187979	0.014827366	-0.043442996	-0.045725577	0.006520075	0.047200742	-0.036219306	0.0137913
Zm00001d021280	-0.040440399	0.11943642	-0.060984062	-0.118589112	0.099373912	0.106332403	-0.066754794	0.156696154
Zm00001d021281	0	0	0	0	-0.016114568	-0.016114568	-0.016114568	-0.016114568
